107/03/09,0.95,0.95,0.95,0.95,10000,9500,0.00,1
107/03/12,0.99,1.05,0.99,1.04,529000,538340,+0.09,10
107/03/13,1.03,1.05,1.01,1.02,557000,570900,-0.02,6
107/03/14,1.03,1.07,1.03,1.07,34000,35120,+0.05,3
107/03/15,1.08,1.12,1.07,1.12,201000,217830,+0.05,7
107/03/16,1.08,1.08,0.99,0.99,199000,204480,-0.13,5
107/03/19,1.01,1.01,1.01,1.01,80000,80800,+0.02,1
107/03/20,1.00,1.02,1.00,1.02,209000,211780,+0.01,4
107/03/21,1.02,1.03,1.00,1.03,309000,312020,+0.01,4
107/03/22,1.03,1.04,1.00,1.00,200000,206100,-0.03,5
107/03/23,0.84,0.84,0.84,0.84,50000,42000,-0.16,1
107/03/26,0.92,0.92,0.92,0.92,200000,184000,+0.08,4
107/03/27,0.91,0.94,0.90,0.90,430000,397670,-0.02,12
107/03/28,0.85,0.88,0.85,0.88,300000,258000,-0.02,9
107/03/29,0.87,0.88,0.87,0.88,110000,95800,0.00,3
107/03/30,0.94,1.06,0.94,1.06,495000,487270,+0.18,11
107/03/31,1.11,1.11,1.04,1.05,350000,367740,-0.01,6
107/04/02,1.09,1.10,1.07,1.08,324000,350100,+0.03,7
107/04/03,1.04,1.15,1.03,1.15,486000,531340,+0.07,10
107/04/09,1.26,1.34,1.19,1.33,660000,841220,+0.18,21
107/04/10,1.37,1.40,1.20,1.20,559000,750160,-0.13,20
107/04/11,1.27,1.35,1.19,1.35,544000,690630,+0.15,21
107/04/12,1.35,1.52,1.33,1.40,884000,1269180,+0.05,22
107/04/13,1.50,1.62,1.46,1.62,574000,870090,+0.22,26
107/04/16,1.64,1.64,1.55,1.55,403000,644040,-0.07,11
107/04/17,1.64,1.66,1.61,1.61,108000,178060,+0.06,7
107/04/18,1.68,1.73,1.45,1.46,386000,633240,-0.15,15
107/04/19,1.55,1.90,1.54,1.90,601000,989270,+0.44,15
107/04/20,1.82,1.82,1.70,1.70,282000,499870,-0.20,20
107/04/23,1.65,1.65,1.56,1.56,76000,121560,-0.14,9
