106/11/23,---,---,---,---,0,0,---,0
106/11/24,1.20,1.21,1.20,1.21,112000,134920,-0.04,4
106/11/27,1.14,1.17,1.12,1.16,882000,1008010,-0.05,13
106/11/28,1.18,1.18,1.13,1.13,1086000,1251080,-0.03,16
106/11/29,1.06,1.08,1.00,1.02,915000,959090,-0.11,27
106/11/30,1.08,1.12,0.98,0.98,2263000,2443150,-0.04,37
106/12/01,0.99,1.06,0.98,1.02,2289000,2315800,+0.04,45
106/12/04,1.02,1.09,1.00,1.06,3183000,3329540,+0.04,87
106/12/05,1.09,1.31,1.06,1.29,5051000,5954260,+0.23,146
106/12/06,1.30,1.57,1.21,1.53,5000000,6727020,+0.24,173
106/12/07,1.44,1.58,1.40,1.40,4074000,6009830,-0.13,179
106/12/08,1.36,1.42,1.20,1.22,3746000,4931540,-0.18,148
106/12/11,1.02,1.09,0.95,0.98,2647000,2693990,-0.24,110
106/12/12,0.94,0.99,0.80,0.92,6163000,5521150,-0.06,222
106/12/13,0.92,1.00,0.89,0.99,3858000,3638900,+0.07,217
106/12/14,1.10,1.19,1.04,1.17,8152000,9101710,+0.18,309
106/12/15,1.17,1.21,1.07,1.15,4633000,5289070,-0.02,182
106/12/18,1.15,1.20,1.01,1.02,5276000,5711980,-0.13,274
106/12/19,1.00,1.00,0.91,0.95,5795000,5475340,-0.07,261
106/12/20,0.90,0.98,0.89,0.96,4457000,4152940,+0.01,159
106/12/21,0.97,1.03,0.94,1.02,4284000,4186510,+0.06,118
106/12/22,1.02,1.08,0.98,1.05,4743000,4950000,+0.03,116
106/12/25,1.06,1.08,1.01,1.07,3059000,3204290,+0.02,77
106/12/26,1.08,1.30,1.07,1.17,5909000,6894050,+0.10,256
106/12/27,1.18,1.26,1.17,1.24,5663000,6836310,+0.07,160
106/12/28,1.90,1.90,1.12,1.13,3814000,4455710,-0.11,136
106/12/29,1.13,1.20,1.08,1.16,1520000,1742080,+0.03,60
107/01/02,1.15,1.23,1.14,1.14,1237000,1451630,-0.02,56
107/01/03,1.02,1.11,0.91,0.95,2421000,2465470,-0.19,151
107/01/04,0.95,0.97,0.91,0.93,1323000,1246040,-0.02,126
107/01/05,0.89,0.95,0.85,0.94,1501000,1340200,+0.01,167
107/01/08,0.88,0.98,0.88,0.96,1510000,1430220,+0.02,100
107/01/09,0.96,1.17,0.95,1.13,3253000,3472740,+0.17,195
107/01/10,1.13,1.38,1.08,1.23,3482000,4171690,+0.10,285
107/01/11,1.19,1.25,1.18,1.24,1692000,2060700,+0.01,117
107/01/12,1.25,1.42,1.25,1.42,2556000,3424430,+0.18,185
107/01/15,1.45,1.49,1.20,1.27,2254000,2977880,-0.15,176
107/01/16,1.26,1.27,1.16,1.22,1287000,1564630,-0.05,118
107/01/17,1.24,1.24,1.17,1.20,1318000,1579230,-0.02,48
107/01/18,1.20,1.20,1.12,1.17,881000,996440,-0.03,67
107/01/19,1.15,1.31,1.15,1.30,1782000,2214750,+0.13,101
107/01/22,1.31,1.41,1.15,1.17,1355000,1768700,-0.13,137
107/01/23,1.22,1.32,1.18,1.32,888000,1110580,+0.15,72
107/01/24,1.42,1.45,1.37,1.39,1333000,1884400,+0.07,114
107/01/25,1.42,1.52,1.32,1.52,1966000,2802040,+0.13,113
107/01/26,1.53,1.54,1.43,1.49,1552000,2333160,-0.03,84
107/01/29,1.45,1.47,1.37,1.37,584000,837480,-0.12,41
107/01/30,1.27,1.34,1.22,1.34,751000,951910,-0.03,81
107/01/31,1.37,1.38,1.23,1.23,863000,1099790,-0.11,66
107/02/01,1.21,1.30,1.20,1.23,608000,750890,0.00,63
107/02/02,1.20,1.21,1.15,1.19,542000,642090,-0.04,47
107/02/05,1.32,1.32,1.25,1.26,553000,700660,+0.07,32
107/02/06,1.41,1.60,1.37,1.52,753000,1119090,+0.26,50
107/02/07,1.42,1.43,1.22,1.42,1123000,1494790,-0.10,79
107/02/08,1.37,1.55,1.37,1.50,739000,1103280,+0.08,47
107/02/09,1.69,1.72,1.33,1.33,1151000,1708540,-0.17,107
107/02/12,1.35,1.39,1.30,1.38,752000,1019910,+0.05,27
107/02/21,1.28,1.30,1.16,1.22,323000,400250,-0.16,36
107/02/22,1.19,1.20,1.14,1.19,173000,204300,-0.03,21
107/02/23,1.17,1.17,1.11,1.12,179000,202950,-0.07,24
107/02/26,1.07,1.12,1.05,1.06,245000,265160,-0.06,31
107/02/27,1.00,1.05,0.98,1.04,398000,394350,-0.02,48
107/03/01,1.06,1.07,1.00,1.00,507000,521820,-0.04,33
107/03/02,1.06,1.11,1.06,1.10,464000,497670,+0.10,24
107/03/05,1.06,1.23,1.06,1.23,663000,770670,+0.13,61
107/03/06,1.14,1.16,1.05,1.06,568000,628320,-0.17,54
107/03/07,1.08,1.09,1.00,1.03,535000,555130,-0.03,32
107/03/08,0.99,1.00,0.91,0.93,1053000,995840,-0.10,76
107/03/09,0.90,0.96,0.88,0.95,640000,587700,+0.02,34
107/03/12,0.79,0.81,0.68,0.68,1178000,870520,-0.27,110
107/03/13,0.59,0.60,0.52,0.54,863000,479600,-0.14,91
107/03/14,0.54,0.57,0.50,0.56,1291000,696810,+0.02,115
107/03/15,0.53,0.54,0.48,0.48,1028000,515130,-0.08,57
107/03/16,0.48,0.52,0.48,0.50,490000,244150,+0.02,36
107/03/19,0.52,0.53,0.46,0.53,800000,394270,+0.03,43
107/03/20,0.56,0.59,0.50,0.50,1014000,568830,-0.03,51
107/03/21,0.46,0.50,0.46,0.48,355000,166740,-0.02,14
