106/11/10,1.07,1.07,1.07,1.07,5000,5350,0.00,1
106/11/13,1.26,1.40,1.26,1.36,232000,308900,+0.29,14
106/11/14,1.38,1.45,1.27,1.30,574000,780510,-0.06,13
106/11/15,1.35,1.35,1.27,1.28,365000,467120,-0.02,4
106/11/16,1.37,1.48,1.37,1.42,102000,145820,+0.14,16
106/11/17,1.47,1.47,1.40,1.40,103000,149300,-0.02,10
106/11/20,1.50,1.55,1.49,1.53,252000,384660,+0.13,11
106/11/21,1.48,1.48,1.42,1.46,415000,595010,-0.07,7
106/11/22,1.45,1.45,1.21,1.21,175000,241920,-0.25,12
106/11/23,1.28,1.28,1.23,1.23,21000,26330,+0.02,3
106/11/24,1.30,1.35,1.27,1.35,203000,264810,+0.12,7
106/11/27,1.35,1.52,1.33,1.40,368000,538450,+0.05,21
106/11/28,1.48,1.95,1.48,1.81,402000,687780,+0.41,33
106/11/29,1.68,2.10,1.66,1.87,328000,587070,+0.06,15
106/11/30,1.88,2.14,1.88,2.14,73000,143280,+0.27,9
106/12/01,2.16,2.33,2.04,2.08,84000,178160,-0.06,8
106/12/04,1.92,1.98,1.82,1.98,94000,178260,-0.10,10
106/12/05,1.90,2.16,1.90,2.10,115000,235150,+0.12,9
106/12/06,2.01,2.17,1.91,2.17,69000,142390,+0.07,8
106/12/07,2.18,2.18,2.01,2.05,54000,113120,-0.12,5
106/12/08,1.86,1.86,1.55,1.61,145000,237200,-0.44,15
106/12/11,1.61,1.85,1.61,1.84,204000,359200,+0.23,17
106/12/12,1.87,1.90,1.82,1.82,25000,46080,-0.02,4
106/12/13,1.83,2.06,1.83,1.93,90000,179760,+0.11,11
106/12/14,1.99,2.00,1.98,1.98,20000,39800,+0.05,3
106/12/15,1.97,2.23,1.97,2.11,138000,289850,+0.13,16
106/12/18,2.25,2.40,2.21,2.40,61000,138070,+0.29,9
106/12/19,2.21,2.21,2.07,2.07,42000,89820,-0.33,5
106/12/20,2.05,2.15,2.05,2.05,14000,29700,-0.02,3
106/12/21,2.27,2.27,2.19,2.19,40000,88400,+0.14,3
106/12/22,2.08,2.10,2.05,2.05,16000,33350,-0.14,3
106/12/25,---,---,---,---,0,0,---,0
106/12/26,1.93,1.93,1.87,1.87,23000,43790,-0.19,3
106/12/27,---,---,---,---,0,0,---,0
106/12/28,2.00,2.05,2.00,2.05,23000,46600,+0.09,3
106/12/29,2.13,2.13,2.13,2.13,10000,21300,+0.08,2
107/01/02,2.17,2.17,2.15,2.15,40000,86600,+0.02,4
107/01/03,---,---,---,---,0,0,---,0
107/01/04,2.02,2.02,2.02,2.02,10000,20200,-0.02,1
