107/01/19,---,---,---,---,0,0,---,0
107/01/22,1.72,2.19,1.72,2.17,135000,266840,+0.51,27
107/01/23,2.24,2.27,1.93,2.03,396000,837490,-0.14,23
107/01/24,1.92,2.02,1.92,1.98,439000,869230,-0.05,11
107/01/25,1.96,1.96,1.69,1.69,224000,396680,-0.29,5
107/01/26,1.81,1.82,1.57,1.58,152000,243750,-0.11,7
107/01/29,1.57,1.63,1.57,1.60,365000,591420,+0.02,9
107/01/30,1.59,1.64,1.55,1.60,385000,612940,0.00,16
107/01/31,1.49,1.56,1.43,1.56,354000,520730,-0.04,10
107/02/01,1.72,1.73,1.66,1.66,68000,117340,+0.10,3
107/02/02,1.64,1.64,1.59,1.59,55000,90070,-0.07,3
107/02/05,1.37,1.43,1.37,1.43,11000,15380,-0.16,3
107/02/06,1.21,1.21,1.03,1.03,60000,67370,-0.40,6
107/02/07,1.23,1.39,1.23,1.39,132000,172840,+0.36,7
107/02/08,1.44,1.44,1.35,1.35,68000,96940,-0.04,4
107/02/09,0.94,1.07,0.94,1.05,78000,82430,-0.30,5
107/02/12,1.12,1.14,1.06,1.10,469000,502140,+0.05,10
107/02/21,1.29,1.35,1.22,1.23,187000,235440,+0.13,11
107/02/22,1.14,1.24,1.14,1.24,182000,218960,+0.01,6
107/02/23,1.28,1.33,1.20,1.20,317000,407300,-0.04,16
107/02/26,1.22,1.30,1.22,1.24,137000,171760,+0.04,6
107/02/27,1.20,1.21,1.18,1.18,96000,113770,-0.06,4
107/03/01,1.13,1.25,1.13,1.20,210000,251400,+0.02,5
107/03/02,1.11,1.11,0.99,1.03,233000,255360,-0.17,12
107/03/05,1.03,1.05,1.03,1.05,46000,48280,+0.02,2
107/03/06,1.04,1.08,1.04,1.07,182000,193090,+0.02,7
107/03/07,1.07,1.24,1.07,1.14,730000,855510,+0.07,24
107/03/08,1.20,1.24,1.17,1.19,864000,1037580,+0.05,17
107/03/09,1.21,1.27,1.19,1.20,578000,705610,+0.01,12
107/03/12,1.27,1.40,1.22,1.34,507000,647490,+0.14,24
107/03/13,1.30,1.45,1.30,1.43,206000,285340,+0.09,12
107/03/14,1.29,1.34,1.26,1.30,179000,233200,-0.13,13
107/03/15,1.32,1.32,1.27,1.27,80000,102600,-0.03,2
107/03/16,1.33,1.62,1.33,1.49,1033000,1521100,+0.22,25
107/03/19,1.61,1.71,1.45,1.45,1396000,2292760,-0.04,49
107/03/20,1.34,1.49,1.34,1.48,639000,908590,+0.03,27
107/03/21,1.60,1.61,1.44,1.44,372000,575750,-0.04,18
107/03/22,1.54,1.77,1.54,1.62,1220000,2029700,+0.18,53
