107/04/11,0.77,0.77,0.77,0.77,1000,770,+0.07,1
107/04/12,0.83,0.83,0.83,0.83,80000,66400,+0.06,1
107/04/13,0.78,0.78,0.67,0.67,220000,161000,-0.16,5
107/04/16,0.66,0.67,0.64,0.65,503000,326080,-0.02,8
107/04/17,0.62,0.62,0.53,0.54,783000,462660,-0.11,11
107/04/18,0.53,0.53,0.51,0.51,123000,64590,-0.03,3
107/04/19,0.53,0.64,0.53,0.62,716000,401500,+0.11,27
107/04/20,0.58,0.58,0.57,0.57,1063000,613310,-0.05,9
107/04/23,0.59,0.59,0.57,0.57,498000,290720,0.00,6
107/04/24,0.45,0.45,0.45,0.45,80000,36000,-0.12,2
107/04/25,0.49,0.49,0.49,0.49,138000,67620,+0.04,1
107/04/26,0.51,0.59,0.51,0.54,318000,172450,+0.05,10
107/04/27,0.58,0.62,0.58,0.60,629000,376030,+0.06,7
107/04/30,0.62,0.70,0.62,0.68,883000,577330,+0.08,16
107/05/02,0.61,0.63,0.60,0.61,501000,312810,-0.07,10
107/05/03,0.63,0.64,0.61,0.61,125000,76850,0.00,3
107/05/04,0.56,0.63,0.56,0.62,378000,226060,+0.01,7
107/05/07,0.61,0.61,0.60,0.60,302000,183420,-0.02,4
107/05/08,0.58,0.58,0.58,0.58,5000,2900,-0.02,1
107/05/09,0.53,0.53,0.52,0.52,15000,7900,-0.06,2
107/05/10,0.62,0.63,0.62,0.63,256000,161180,+0.11,4
107/05/11,0.62,0.63,0.60,0.60,326000,200220,-0.03,7
107/05/14,0.64,0.67,0.60,0.60,356000,230650,0.00,10
107/05/15,0.60,0.66,0.60,0.66,1010000,623800,+0.06,14
107/05/16,0.66,0.66,0.62,0.65,939000,608480,-0.01,15
107/05/17,0.67,0.94,0.66,0.90,1071000,861350,+0.25,86
107/05/18,1.00,1.03,0.71,0.72,1143000,942560,-0.18,73
107/05/21,0.80,0.83,0.61,0.63,736000,518610,-0.09,47
107/05/22,0.61,0.65,0.55,0.59,1256000,754550,-0.04,28
107/05/23,0.58,0.58,0.48,0.49,1794000,927510,-0.10,37
107/05/24,0.48,0.55,0.47,0.47,1239000,632310,-0.02,19
107/05/25,0.50,0.58,0.50,0.53,1154000,592490,+0.06,26
107/05/28,0.55,0.56,0.53,0.56,997000,549310,+0.03,15
107/05/29,0.53,0.53,0.50,0.50,303000,158920,-0.06,6
107/05/30,0.44,0.53,0.44,0.53,298000,151190,+0.03,6
107/05/31,0.50,0.54,0.50,0.50,642000,332290,-0.03,11
107/06/01,0.49,0.50,0.48,0.50,445000,218060,0.00,5
107/06/04,0.52,0.55,0.50,0.55,891000,461360,+0.05,16
107/06/05,0.48,0.49,0.47,0.47,1219000,592260,-0.08,14
107/06/06,0.47,0.52,0.46,0.52,782000,374350,+0.05,8
107/06/07,0.48,0.50,0.47,0.50,623000,296960,-0.02,8
107/06/08,0.47,0.54,0.47,0.52,611000,303430,+0.02,13
107/06/11,0.47,0.49,0.47,0.48,384000,183000,-0.04,7
107/06/12,0.47,0.50,0.47,0.47,182000,89020,-0.01,4
107/06/13,0.46,0.56,0.46,0.55,264000,129630,+0.08,10
107/06/14,0.56,0.56,0.33,0.34,854000,383140,-0.21,29
107/06/15,0.34,0.35,0.28,0.28,859000,271230,-0.06,14
107/06/19,0.23,0.25,0.22,0.23,721000,169360,-0.05,20
107/06/20,0.19,0.19,0.17,0.17,85000,14550,-0.06,2
107/06/21,0.19,0.20,0.19,0.20,11000,2190,+0.03,2
107/06/22,0.19,0.19,0.19,0.19,25000,4750,-0.01,4
107/06/25,0.20,0.20,0.20,0.20,70000,14000,+0.01,3
107/06/26,0.19,0.19,0.19,0.19,10000,1900,-0.01,1
107/06/27,0.21,0.21,0.21,0.21,90000,18900,+0.02,2
107/06/28,0.19,0.20,0.19,0.20,40000,7800,-0.01,2
107/06/29,---,---,---,---,0,0,---,0
107/07/02,---,---,---,---,0,0,---,0
107/07/03,---,---,---,---,0,0,---,0
107/07/04,0.23,0.23,0.23,0.23,40000,9200,+0.02,2
107/07/05,0.21,0.21,0.21,0.21,35000,7350,-0.02,1
107/07/06,---,---,---,---,0,0,---,0
107/07/09,---,---,---,---,0,0,---,0
107/07/10,0.28,0.28,0.28,0.28,5000,1400,+0.05,1
107/07/11,0.22,0.22,0.22,0.22,5000,1100,-0.06,1
107/07/12,---,---,---,---,0,0,---,0
107/07/13,---,---,---,---,0,0,---,0
107/07/16,0.24,0.24,0.24,0.24,2000,480,0.00,1
107/07/17,---,---,---,---,0,0,---,0
107/07/18,0.25,0.28,0.25,0.28,171000,42900,+0.04,2
107/07/19,0.31,0.31,0.31,0.31,166000,51460,+0.03,1
107/07/20,---,---,---,---,0,0,---,0
107/07/23,0.20,0.20,0.20,0.20,5000,1000,-0.03,1
107/07/24,---,---,---,---,0,0,---,0
107/07/25,---,---,---,---,0,0,---,0
107/07/26,0.16,0.16,0.15,0.15,113000,17980,-0.02,3
107/07/27,0.16,0.16,0.16,0.16,2000,320,+0.01,2
107/07/30,---,---,---,---,0,0,---,0
107/07/31,0.12,0.12,0.12,0.12,30000,3600,-0.02,1
107/08/01,---,---,---,---,0,0,---,0
107/08/02,---,---,---,---,0,0,---,0
107/08/03,---,---,---,---,0,0,---,0
107/08/06,0.12,0.12,0.12,0.12,100000,12000,0.00,4
107/08/07,---,---,---,---,0,0,---,0
107/08/08,---,---,---,---,0,0,---,0
107/08/09,---,---,---,---,0,0,---,0
107/08/10,---,---,---,---,0,0,---,0
107/08/13,---,---,---,---,0,0,---,0
107/08/14,---,---,---,---,0,0,---,0
107/08/15,0.05,0.05,0.05,0.05,300000,15000,0.00,30
107/08/16,---,---,---,---,0,0,---,0
107/08/17,0.04,0.04,0.04,0.04,370000,14800,0.00,37
107/08/20,---,---,---,---,0,0,---,0
107/08/21,0.03,0.10,0.03,0.04,320000,29700,+0.01,5
107/08/22,---,---,---,---,0,0,---,0
107/08/23,---,---,---,---,0,0,---,0
107/08/24,---,---,---,---,0,0,---,0
107/08/27,0.03,0.16,0.03,0.03,120000,14300,0.00,5
107/08/28,---,---,---,---,0,0,---,0
107/08/29,0.02,0.02,0.02,0.02,948000,18960,-0.01,6
107/08/30,0.02,0.02,0.02,0.02,30000,600,0.00,1
107/08/31,---,---,---,---,0,0,---,0
107/09/03,---,---,---,---,0,0,---,0
107/09/04,---,---,---,---,0,0,---,0
107/09/05,---,---,---,---,0,0,---,0
107/09/06,0.01,0.01,0.01,0.01,98000,980,-0.01,2
107/09/07,---,---,---,---,0,0,---,0
107/09/10,---,---,---,---,0,0,---,0
107/09/11,---,---,---,---,0,0,---,0
107/09/12,---,---,---,---,0,0,---,0
107/09/13,---,---,---,---,0,0,---,0
107/09/14,---,---,---,---,0,0,---,0
107/09/17,---,---,---,---,0,0,---,0
107/09/18,---,---,---,---,0,0,---,0
107/09/19,---,---,---,---,0,0,---,0
107/09/20,---,---,---,---,0,0,---,0
107/09/21,---,---,---,---,0,0,---,0
107/09/25,---,---,---,---,0,0,---,0
107/09/26,---,---,---,---,0,0,---,0
107/09/27,---,---,---,---,0,0,---,0
107/09/28,---,---,---,---,0,0,---,0
107/10/01,---,---,---,---,0,0,---,0
107/10/02,---,---,---,---,0,0,---,0
107/10/03,---,---,---,---,0,0,---,0
107/10/04,---,---,---,---,0,0,---,0
107/10/05,---,---,---,---,0,0,---,0
107/10/08,---,---,---,---,0,0,---,0
