106/12/13,1.08,1.08,1.08,1.08,3000,3240,0.00,1
106/12/14,1.15,1.15,1.12,1.12,112000,126130,+0.04,3
106/12/15,1.08,1.08,1.06,1.06,109000,117030,-0.06,6
106/12/18,1.09,1.09,1.09,1.09,100000,109000,+0.03,1
106/12/19,1.02,1.02,0.87,0.87,105000,105750,-0.22,6
106/12/20,0.85,0.90,0.85,0.88,248000,219750,+0.01,7
106/12/21,0.87,0.88,0.80,0.80,240000,208430,-0.08,7
106/12/22,0.80,0.82,0.80,0.82,110000,88320,+0.02,3
106/12/25,0.83,0.93,0.80,0.93,393000,347590,+0.11,16
106/12/26,0.90,0.90,0.84,0.84,322000,281030,-0.09,12
106/12/27,0.86,0.86,0.85,0.85,121000,104010,+0.01,2
106/12/28,0.88,0.98,0.88,0.95,732000,682240,+0.10,15
106/12/29,0.91,0.91,0.85,0.85,616000,556600,-0.10,9
107/01/02,0.88,0.88,0.88,0.88,81000,71280,+0.03,2
107/01/03,0.92,0.94,0.91,0.91,497000,461460,+0.03,6
107/01/04,0.87,0.87,0.84,0.84,416000,355220,-0.07,9
107/01/05,0.92,0.94,0.91,0.94,176000,161020,+0.10,4
107/01/08,0.87,0.87,0.80,0.80,181000,152180,-0.14,10
107/01/09,0.81,0.81,0.81,0.81,1000,810,+0.01,1
107/01/10,---,---,---,---,0,0,---,0
107/01/11,---,---,---,---,0,0,---,0
107/01/12,0.79,0.80,0.79,0.80,300000,239000,+0.08,4
107/01/15,0.61,0.61,0.56,0.56,140000,80960,-0.24,7
107/01/16,0.40,0.41,0.39,0.39,526000,213400,-0.17,10
107/01/17,0.42,0.42,0.42,0.42,310000,130200,+0.03,6
107/01/18,---,---,---,---,0,0,---,0
107/01/19,0.38,0.40,0.38,0.40,172000,68600,+0.02,3
107/01/22,0.36,0.43,0.30,0.43,631000,235420,+0.03,12
107/01/23,0.43,0.44,0.35,0.35,471000,197000,-0.08,10
107/01/24,0.32,0.40,0.32,0.40,231000,90800,+0.05,2
107/01/25,0.43,0.44,0.39,0.39,241000,105340,-0.01,3
107/01/26,0.40,0.42,0.40,0.40,238000,96000,+0.01,5
107/01/29,0.40,0.44,0.40,0.40,1090000,458890,0.00,10
107/01/30,0.40,0.40,0.39,0.39,821000,324190,-0.01,3
107/01/31,---,---,---,---,0,0,---,0
107/02/01,0.37,0.37,0.37,0.37,176000,65120,+0.01,1
107/02/02,0.34,0.34,0.33,0.33,180000,61170,-0.04,5
107/02/05,---,---,---,---,0,0,---,0
107/02/06,---,---,---,---,0,0,---,0
107/02/07,---,---,---,---,0,0,---,0
107/02/08,---,---,---,---,0,0,---,0
107/02/09,---,---,---,---,0,0,---,0
107/02/12,---,---,---,---,0,0,---,0
107/02/21,---,---,---,---,0,0,---,0
107/02/22,0.35,0.35,0.35,0.35,6000,2100,+0.08,1
107/02/23,0.37,0.37,0.37,0.37,35000,12950,+0.02,2
107/02/26,0.35,0.35,0.30,0.30,46000,15610,-0.07,4
107/02/27,---,---,---,---,0,0,---,0
107/03/01,---,---,---,---,0,0,---,0
107/03/02,---,---,---,---,0,0,---,0
107/03/05,---,---,---,---,0,0,---,0
107/03/06,---,---,---,---,0,0,---,0
107/03/07,---,---,---,---,0,0,---,0
107/03/08,0.21,0.21,0.21,0.21,10000,2100,0.00,1
107/03/09,0.31,0.35,0.31,0.35,316000,102400,+0.14,5
107/03/12,0.35,0.35,0.32,0.32,20000,6700,-0.03,2
107/03/13,---,---,---,---,0,0,---,0
107/03/14,0.33,0.33,0.33,0.33,10000,3300,-0.02,1
107/03/15,0.43,0.48,0.43,0.48,69000,30940,+0.15,4
107/03/16,0.52,0.52,0.51,0.51,30000,15500,+0.03,2
107/03/19,---,---,---,---,0,0,---,0
107/03/20,0.47,0.47,0.40,0.40,489000,200830,-0.07,5
107/03/21,0.40,0.53,0.40,0.53,1117000,494110,+0.13,9
107/03/22,0.51,0.55,0.42,0.42,768000,377120,-0.11,11
107/03/23,0.34,0.38,0.34,0.38,830000,298600,-0.04,4
107/03/26,---,---,---,---,0,0,---,0
107/03/27,---,---,---,---,0,0,---,0
107/03/28,---,---,---,---,0,0,---,0
107/03/29,---,---,---,---,0,0,---,0
107/03/30,---,---,---,---,0,0,---,0
107/03/31,---,---,---,---,0,0,---,0
107/04/02,---,---,---,---,0,0,---,0
107/04/03,---,---,---,---,0,0,---,0
107/04/09,---,---,---,---,0,0,---,0
107/04/10,0.41,0.45,0.41,0.45,312000,128800,+0.07,2
107/04/11,0.53,0.62,0.52,0.61,1509000,869550,+0.16,16
107/04/12,0.60,0.74,0.60,0.72,1215000,870310,+0.11,20
107/04/13,0.81,0.82,0.71,0.71,313000,245550,-0.01,16
107/04/16,0.81,0.83,0.70,0.70,543000,428640,-0.01,9
107/04/17,0.78,0.78,0.72,0.73,698000,512860,+0.03,13
