106/11/17,1.00,1.00,1.00,1.00,50000,50000,0.00,1
106/11/20,0.98,0.99,0.98,0.99,4000,3930,-0.01,2
106/11/21,0.94,0.94,0.94,0.94,3000,2820,-0.05,1
106/11/22,---,---,---,---,0,0,---,0
106/11/23,0.95,0.99,0.95,0.99,489000,473000,+0.08,13
106/11/24,1.00,1.00,0.86,0.88,504000,483270,-0.11,17
106/11/27,0.86,0.87,0.86,0.87,32000,27740,-0.01,3
106/11/28,0.84,0.84,0.79,0.79,81000,65590,-0.08,6
106/11/29,0.82,0.82,0.82,0.82,300000,246000,+0.03,2
106/11/30,0.83,0.83,0.77,0.80,428000,345710,-0.02,10
106/12/01,0.84,0.86,0.81,0.84,213000,180820,+0.04,8
106/12/04,0.81,0.81,0.78,0.81,113000,91150,-0.03,5
106/12/05,0.85,0.90,0.85,0.90,350000,305200,+0.09,9
106/12/06,0.89,0.93,0.84,0.90,570000,503570,0.00,15
106/12/07,0.90,0.95,0.88,0.91,668000,606680,+0.01,21
106/12/08,0.68,0.71,0.61,0.61,445000,294740,-0.30,23
106/12/11,0.59,0.62,0.57,0.59,489000,293660,-0.02,25
106/12/12,0.60,0.61,0.59,0.60,640000,384700,+0.01,19
106/12/13,0.54,0.59,0.52,0.59,457000,246660,-0.01,16
106/12/14,0.57,0.58,0.56,0.58,166000,95860,-0.01,7
106/12/15,0.59,0.64,0.59,0.64,868000,548970,+0.06,13
106/12/18,0.61,0.61,0.57,0.59,736000,445250,-0.05,16
106/12/19,0.61,0.63,0.60,0.63,349000,214040,+0.04,8
106/12/20,0.60,0.61,0.60,0.60,254000,153860,-0.03,4
106/12/21,0.57,0.57,0.57,0.57,300000,171000,-0.03,1
106/12/22,0.57,0.57,0.56,0.56,5000,2820,-0.01,2
106/12/25,0.54,0.54,0.54,0.54,529000,285660,-0.02,4
106/12/26,0.56,0.60,0.55,0.58,1679000,959250,+0.04,18
106/12/27,0.57,0.57,0.51,0.51,1195000,668050,-0.07,12
106/12/28,0.47,0.50,0.46,0.49,172000,83100,-0.02,8
106/12/29,0.48,0.50,0.48,0.50,460000,229000,+0.01,7
107/01/02,0.50,0.50,0.48,0.48,310000,154800,-0.02,4
107/01/03,0.49,0.49,0.48,0.48,150000,73200,0.00,3
107/01/04,0.47,0.50,0.47,0.50,469000,227610,+0.02,7
107/01/05,0.45,0.46,0.45,0.46,367000,165640,-0.04,12
107/01/08,0.46,0.48,0.46,0.47,643000,308060,+0.01,6
107/01/09,0.45,0.51,0.45,0.51,2825000,1374500,+0.04,20
107/01/10,0.50,0.54,0.49,0.54,3160000,1662130,+0.03,25
107/01/11,0.55,0.57,0.55,0.56,1684000,936580,+0.02,20
107/01/12,0.56,0.56,0.54,0.55,474000,259700,-0.01,7
107/01/15,0.51,0.52,0.51,0.52,36000,18420,-0.03,2
107/01/16,0.54,0.54,0.53,0.53,40000,21300,+0.01,2
107/01/17,0.52,0.52,0.52,0.52,10000,5200,-0.01,1
107/01/18,0.52,0.52,0.52,0.52,48000,24960,0.00,1
107/01/19,0.49,0.50,0.48,0.48,314000,155990,-0.04,7
107/01/22,0.51,0.52,0.51,0.51,750000,385460,+0.03,6
107/01/23,0.50,0.56,0.48,0.54,1242000,641340,+0.03,14
107/01/24,0.52,0.53,0.52,0.53,462000,243860,-0.01,4
107/01/25,---,---,---,---,0,0,---,0
107/01/26,0.50,0.50,0.50,0.50,40000,20000,-0.02,1
107/01/29,---,---,---,---,0,0,---,0
107/01/30,0.49,0.52,0.49,0.52,955000,487000,+0.03,8
107/01/31,0.52,0.53,0.50,0.50,945000,486790,-0.02,12
107/02/01,0.49,0.49,0.49,0.49,549000,269010,-0.01,6
107/02/02,0.50,0.51,0.49,0.51,679000,335710,+0.02,8
107/02/05,0.60,0.63,0.57,0.57,497000,299630,+0.06,8
107/02/06,0.59,0.74,0.58,0.74,1135000,693440,+0.17,22
107/02/07,0.63,0.66,0.63,0.66,640000,417500,-0.08,7
107/02/08,0.64,0.69,0.62,0.69,690000,445760,+0.03,17
107/02/09,0.88,0.88,0.81,0.81,86000,71030,+0.12,8
107/02/12,0.78,0.78,0.78,0.78,164000,127920,-0.03,2
107/02/21,0.68,0.68,0.46,0.46,227000,131260,-0.32,8
107/02/22,0.56,0.56,0.48,0.53,596000,310310,+0.07,9
107/02/23,0.49,0.53,0.48,0.53,932000,477980,0.00,15
107/02/26,0.49,0.53,0.48,0.53,716000,353380,0.00,11
107/02/27,0.50,0.52,0.48,0.52,430000,222190,-0.01,6
107/03/01,0.54,0.56,0.54,0.55,1074000,589510,+0.03,8
107/03/02,0.54,0.54,0.50,0.52,963000,500030,-0.03,22
107/03/05,0.50,0.53,0.50,0.53,656000,342760,+0.01,4
107/03/06,0.49,0.51,0.49,0.51,593000,300070,-0.02,4
107/03/07,0.48,0.48,0.48,0.48,178000,85440,-0.03,5
107/03/08,0.45,0.46,0.45,0.45,475000,217750,-0.03,7
107/03/09,0.50,0.51,0.50,0.51,940000,473000,+0.06,24
107/03/12,0.51,0.53,0.51,0.52,513000,266760,+0.01,17
107/03/13,0.45,0.45,0.41,0.41,473000,200050,-0.11,6
107/03/14,0.41,0.42,0.39,0.42,322000,127850,+0.01,12
