106/12/14,0.63,0.63,0.61,0.61,125000,78250,0.00,2
106/12/15,0.60,0.60,0.57,0.57,132000,75370,-0.04,7
106/12/18,---,---,---,---,0,0,---,0
106/12/19,---,---,---,---,0,0,---,0
106/12/20,---,---,---,---,0,0,---,0
106/12/21,0.49,0.52,0.49,0.52,206000,103460,+0.04,7
106/12/22,0.52,0.54,0.52,0.52,430000,227800,0.00,6
106/12/25,0.52,0.52,0.51,0.51,300000,153610,-0.01,3
106/12/26,0.50,0.50,0.50,0.50,2000,1000,-0.01,1
106/12/27,0.51,0.51,0.51,0.51,20000,10200,+0.01,1
106/12/28,0.54,0.54,0.54,0.54,10000,5400,+0.03,1
106/12/29,0.54,0.54,0.53,0.53,30000,15950,-0.01,4
107/01/02,0.51,0.53,0.51,0.53,220000,115300,0.00,5
107/01/03,0.56,0.65,0.56,0.62,1135000,686140,+0.09,20
107/01/04,0.63,0.63,0.59,0.60,1119000,673080,-0.02,26
107/01/05,0.61,0.61,0.58,0.59,773000,458320,-0.01,18
107/01/08,0.59,0.59,0.57,0.57,377000,219660,-0.02,10
107/01/09,0.57,0.57,0.55,0.55,70000,38700,-0.02,4
107/01/10,---,---,---,---,0,0,---,0
107/01/11,0.51,0.52,0.47,0.47,112000,56190,-0.08,4
107/01/12,0.44,0.44,0.44,0.44,14000,6160,-0.03,1
107/01/15,0.44,0.44,0.44,0.44,20000,8800,0.00,2
107/01/16,0.45,0.48,0.45,0.48,400000,185000,+0.04,5
107/01/17,0.46,0.46,0.46,0.46,402000,184920,-0.02,3
107/01/18,0.46,0.47,0.45,0.45,125000,57500,-0.01,6
107/01/19,0.44,0.44,0.44,0.44,100000,44000,-0.01,2
107/01/22,---,---,---,---,0,0,---,0
107/01/23,---,---,---,---,0,0,---,0
107/01/24,0.40,0.43,0.40,0.43,147000,61470,+0.01,4
107/01/25,0.44,0.48,0.44,0.47,514000,235430,+0.04,12
107/01/26,0.46,0.46,0.45,0.45,360000,165270,-0.02,6
107/01/29,---,---,---,---,0,0,---,0
107/01/30,0.42,0.42,0.42,0.42,44000,18480,-0.03,1
107/01/31,---,---,---,---,0,0,---,0
107/02/01,0.40,0.40,0.40,0.40,300000,120000,-0.01,3
107/02/02,0.38,0.39,0.38,0.39,300000,116000,-0.01,2
107/02/05,0.35,0.35,0.35,0.35,100000,35000,-0.04,1
107/02/06,0.27,0.27,0.27,0.27,100000,27000,-0.08,1
107/02/07,---,---,---,---,0,0,---,0
107/02/08,---,---,---,---,0,0,---,0
107/02/09,0.19,0.19,0.18,0.18,275000,49750,-0.08,6
107/02/12,0.18,0.18,0.18,0.18,5000,900,0.00,1
107/02/21,---,---,---,---,0,0,---,0
107/02/22,0.20,0.22,0.20,0.22,90000,18400,+0.02,3
107/02/23,0.23,0.31,0.23,0.31,130000,31700,+0.09,3
107/02/26,0.35,0.36,0.32,0.33,647000,219530,+0.02,13
107/02/27,0.34,0.34,0.31,0.31,327000,109040,-0.02,5
107/03/01,0.28,0.29,0.28,0.29,90000,26000,-0.02,2
107/03/02,0.28,0.31,0.27,0.30,272000,82970,+0.01,7
107/03/05,0.29,0.29,0.27,0.27,359000,100650,-0.03,16
107/03/06,0.28,0.29,0.28,0.28,210000,59000,+0.01,13
107/03/07,0.28,0.29,0.28,0.28,175000,50000,0.00,9
107/03/08,0.28,0.28,0.27,0.27,80000,21900,-0.01,7
107/03/09,0.29,0.30,0.28,0.28,117000,33980,+0.01,4
107/03/12,0.27,0.27,0.24,0.24,259000,64200,-0.04,19
107/03/13,---,---,---,---,0,0,---,0
107/03/14,0.22,0.22,0.21,0.21,35000,7600,-0.03,3
107/03/15,0.24,0.24,0.24,0.24,20000,4800,+0.03,1
107/03/16,---,---,---,---,0,0,---,0
107/03/19,---,---,---,---,0,0,---,0
107/03/20,---,---,---,---,0,0,---,0
107/03/21,0.18,0.18,0.18,0.18,200000,36000,-0.01,1
107/03/22,---,---,---,---,0,0,---,0
107/03/23,---,---,---,---,0,0,---,0
107/03/26,---,---,---,---,0,0,---,0
107/03/27,---,---,---,---,0,0,---,0
107/03/28,---,---,---,---,0,0,---,0
107/03/29,0.12,0.12,0.12,0.12,20000,2400,-0.01,1
107/03/30,0.15,0.15,0.15,0.15,75000,11250,+0.03,2
107/03/31,---,---,---,---,0,0,---,0
107/04/02,---,---,---,---,0,0,---,0
107/04/03,---,---,---,---,0,0,---,0
107/04/09,---,---,---,---,0,0,---,0
107/04/10,0.10,0.10,0.10,0.10,50000,5000,-0.01,1
107/04/11,0.08,0.08,0.08,0.08,70000,5600,-0.02,2
107/04/12,0.09,0.09,0.09,0.09,50000,4500,+0.01,1
107/04/13,---,---,---,---,0,0,---,0
107/04/16,---,---,---,---,0,0,---,0
107/04/17,0.06,0.06,0.06,0.06,100000,6000,-0.02,1
107/04/18,---,---,---,---,0,0,---,0
107/04/19,0.04,0.05,0.04,0.05,350000,16000,-0.01,3
107/04/20,---,---,---,---,0,0,---,0
107/04/23,---,---,---,---,0,0,---,0
107/04/24,---,---,---,---,0,0,---,0
107/04/25,---,---,---,---,0,0,---,0
107/04/26,0.03,0.03,0.03,0.03,10000,300,-0.01,1
107/04/27,---,---,---,---,0,0,---,0
107/04/30,---,---,---,---,0,0,---,0
107/05/02,0.02,0.02,0.02,0.02,30000,600,-0.01,1
