106/11/15,1.05,1.07,0.80,0.83,577000,544970,0.00,33
106/11/16,0.81,0.93,0.81,0.88,1525000,1331300,+0.05,55
106/11/17,0.91,0.92,0.85,0.86,743000,651710,-0.02,26
106/11/20,0.77,0.88,0.76,0.88,140000,114230,+0.02,5
106/11/21,0.80,0.82,0.79,0.79,280000,223770,-0.09,8
106/11/22,0.81,0.84,0.75,0.78,591000,455640,-0.01,14
106/11/23,0.78,0.80,0.78,0.80,244000,191040,+0.02,4
106/11/24,0.79,0.79,0.64,0.65,1679000,1103170,-0.15,15
106/11/27,0.65,0.65,0.65,0.65,160000,104000,0.00,4
106/11/28,0.63,0.65,0.63,0.65,98000,62000,0.00,5
106/11/29,0.67,0.70,0.67,0.69,136000,93160,+0.04,4
106/11/30,0.66,0.69,0.64,0.64,138000,91280,-0.05,5
106/12/01,---,---,---,---,0,0,---,0
106/12/04,---,---,---,---,0,0,---,0
106/12/05,---,---,---,---,0,0,---,0
106/12/06,0.45,0.45,0.45,0.45,2000,900,-0.08,1
106/12/07,0.44,0.44,0.44,0.44,70000,30800,-0.01,1
106/12/08,0.49,0.49,0.46,0.46,20000,9500,+0.02,2
106/12/11,0.48,0.48,0.48,0.48,123000,59040,+0.02,2
106/12/12,0.47,0.47,0.44,0.45,643000,286610,-0.03,7
106/12/13,0.46,0.46,0.46,0.46,546000,251160,+0.01,4
106/12/14,0.44,0.44,0.44,0.44,150000,66000,-0.02,3
106/12/15,0.44,0.44,0.39,0.39,200000,85250,-0.05,3
106/12/18,0.38,0.40,0.38,0.40,160000,61800,+0.01,3
106/12/19,0.40,0.40,0.40,0.40,174000,69600,0.00,3
106/12/20,0.50,0.61,0.50,0.61,794000,436810,+0.21,16
106/12/21,0.61,0.61,0.57,0.61,728000,428300,0.00,15
106/12/22,0.52,0.52,0.50,0.50,446000,225200,-0.11,7
106/12/25,0.49,0.50,0.49,0.50,394000,196420,0.00,3
106/12/26,0.51,0.51,0.48,0.50,522000,255200,0.00,6
106/12/27,0.50,0.51,0.50,0.51,812000,408900,+0.01,8
106/12/28,0.51,0.53,0.51,0.53,692000,362120,+0.02,8
106/12/29,0.54,0.56,0.54,0.56,470000,255640,+0.03,4
107/01/02,0.54,0.68,0.54,0.65,262000,157020,+0.09,5
107/01/03,0.63,0.66,0.62,0.64,336000,214670,-0.01,10
107/01/04,0.58,0.58,0.55,0.55,204000,116570,-0.09,7
107/01/05,0.54,0.54,0.54,0.54,58000,31320,-0.01,1
107/01/08,0.51,0.53,0.51,0.53,68000,34880,-0.01,2
107/01/09,0.52,0.52,0.51,0.51,63000,32710,-0.02,2
107/01/10,---,---,---,---,0,0,---,0
107/01/11,0.49,0.49,0.48,0.48,110000,53100,-0.04,3
107/01/12,0.51,0.54,0.50,0.54,466000,241120,+0.06,8
107/01/15,0.60,0.60,0.58,0.58,384000,229700,+0.04,4
107/01/16,0.53,0.53,0.53,0.53,108000,57240,-0.05,1
107/01/17,---,---,---,---,0,0,---,0
107/01/18,---,---,---,---,0,0,---,0
107/01/19,0.47,0.47,0.47,0.47,99000,46530,-0.02,1
