107/05/03,---,---,---,---,0,0,---,0
107/05/04,0.92,0.92,0.92,0.92,76000,69920,-0.02,1
107/05/07,0.86,0.86,0.86,0.86,76000,65360,-0.06,1
107/05/08,0.87,0.89,0.87,0.89,238000,209060,+0.03,2
107/05/09,0.88,0.88,0.88,0.88,238000,209440,-0.01,3
107/05/10,---,---,---,---,0,0,---,0
107/05/11,---,---,---,---,0,0,---,0
107/05/14,0.84,0.84,0.84,0.84,143000,120120,+0.01,1
107/05/15,0.79,0.79,0.73,0.73,213000,165640,-0.11,4
107/05/16,0.71,0.75,0.71,0.75,170000,126700,+0.02,2
107/05/17,0.71,0.72,0.71,0.71,242000,172770,-0.04,4
107/05/18,0.75,0.79,0.75,0.79,765000,587610,+0.08,8
107/05/21,0.76,0.76,0.66,0.66,747000,563370,-0.13,9
107/05/22,0.58,0.58,0.58,0.58,3000,1740,-0.08,1
107/05/23,0.60,0.60,0.60,0.60,100000,60000,+0.02,1
107/05/24,0.55,0.55,0.55,0.55,182000,100100,-0.05,4
107/05/25,0.56,0.56,0.54,0.55,92000,51000,0.00,3
107/05/28,0.52,0.53,0.52,0.53,60000,31400,-0.02,2
107/05/29,0.51,0.52,0.51,0.52,85000,43450,-0.01,4
107/05/30,0.54,0.54,0.54,0.54,12000,6480,+0.02,2
107/05/31,0.50,0.58,0.50,0.58,21000,11720,+0.04,3
107/06/01,0.58,0.61,0.58,0.61,30000,17700,+0.03,3
107/06/04,0.52,0.52,0.52,0.52,20000,10400,-0.09,1
107/06/05,---,---,---,---,0,0,---,0
107/06/06,0.51,0.51,0.51,0.51,60000,30600,-0.03,2
107/06/07,0.50,0.50,0.50,0.50,20000,10000,-0.01,2
107/06/08,0.54,0.54,0.54,0.54,120000,64800,+0.04,5
107/06/11,0.54,0.55,0.54,0.55,626000,340800,+0.01,9
107/06/12,0.53,0.54,0.52,0.53,460000,242300,-0.02,7
107/06/13,0.56,0.56,0.54,0.56,105000,58400,+0.03,4
107/06/14,0.54,0.54,0.53,0.54,620000,332800,-0.02,8
107/06/15,0.51,0.51,0.48,0.51,142000,71650,-0.03,6
107/06/19,0.64,0.66,0.60,0.66,330000,206500,+0.15,9
107/06/20,1.00,1.00,0.65,0.65,260000,180410,-0.01,20
107/06/21,0.63,0.63,0.60,0.60,316000,194700,-0.05,17
107/06/22,0.62,0.65,0.62,0.65,1180000,749590,+0.05,16
107/06/25,0.65,0.70,0.65,0.70,1244000,820010,+0.05,13
107/06/26,0.72,0.75,0.70,0.72,790000,568660,+0.02,13
107/06/27,0.70,0.74,0.65,0.74,1189000,833010,+0.02,26
107/06/28,0.75,0.77,0.74,0.77,637000,481050,+0.03,7
107/06/29,0.69,0.70,0.69,0.70,457000,316330,-0.07,4
107/07/02,---,---,---,---,0,0,---,0
107/07/03,0.68,0.71,0.68,0.71,1090000,756260,+0.05,10
107/07/04,0.72,0.72,0.69,0.69,1344000,942150,-0.02,13
107/07/05,0.68,0.72,0.67,0.72,693000,494100,+0.03,11
107/07/06,0.70,0.85,0.70,0.83,801000,614500,+0.11,16
107/07/09,0.79,0.80,0.78,0.78,550000,434300,-0.05,10
107/07/10,0.74,0.74,0.72,0.72,136000,100220,-0.06,4
107/07/11,0.73,0.74,0.67,0.68,841000,588660,-0.04,11
107/07/12,0.68,0.68,0.63,0.63,273000,175990,-0.05,4
107/07/13,0.58,0.58,0.51,0.54,378000,208330,-0.09,9
107/07/16,0.53,0.55,0.53,0.54,505000,272650,0.00,7
107/07/17,0.52,0.53,0.52,0.53,300000,158000,-0.01,3
107/07/18,0.53,0.53,0.52,0.53,360000,188500,0.00,6
107/07/19,0.52,0.52,0.50,0.51,354000,181780,-0.02,6
107/07/20,0.49,0.51,0.49,0.51,134000,65960,0.00,6
107/07/23,0.60,0.63,0.59,0.63,534000,325600,+0.12,19
107/07/24,0.62,0.62,0.59,0.59,280000,169750,-0.04,6
107/07/25,0.56,0.59,0.56,0.59,372000,216780,0.00,11
107/07/26,0.56,0.58,0.56,0.58,345000,195970,-0.01,6
107/07/27,0.57,0.57,0.57,0.57,5000,2850,-0.01,1
107/07/30,0.56,0.60,0.56,0.59,485000,278390,+0.02,12
107/07/31,0.59,0.60,0.57,0.57,419000,247830,-0.02,7
107/08/01,0.53,0.55,0.52,0.52,410000,217700,-0.05,10
107/08/02,0.50,0.52,0.50,0.51,136000,69320,-0.01,7
107/08/03,0.50,0.51,0.50,0.51,21000,10510,0.00,2
107/08/06,0.65,0.65,0.53,0.53,457000,273000,+0.02,20
107/08/07,0.53,0.54,0.46,0.49,412000,209110,-0.04,15
107/08/08,0.47,0.50,0.47,0.48,261000,127200,-0.01,7
107/08/09,0.45,0.46,0.42,0.46,618000,275000,-0.02,9
107/08/10,0.48,0.52,0.48,0.51,313000,156110,+0.05,10
107/08/13,0.55,0.60,0.55,0.60,253000,147900,+0.09,7
107/08/14,0.56,0.60,0.54,0.54,585000,340800,-0.06,11
107/08/15,0.54,0.55,0.54,0.55,260000,142000,+0.01,2
107/08/16,0.58,0.60,0.58,0.59,215000,126330,+0.04,8
107/08/17,0.56,0.77,0.56,0.76,1398000,984300,+0.17,54
107/08/20,0.78,0.98,0.75,0.96,1430000,1225910,+0.20,56
107/08/21,0.89,0.94,0.88,0.88,853000,764430,-0.08,24
107/08/22,0.83,0.87,0.82,0.85,773000,652980,-0.03,22
107/08/23,0.88,0.90,0.82,0.83,1147000,983530,-0.02,25
107/08/24,0.80,0.85,0.80,0.81,354000,291350,-0.02,11
107/08/27,0.79,0.79,0.75,0.75,438000,340960,-0.06,13
107/08/28,0.66,0.67,0.63,0.65,698000,452860,-0.10,20
107/08/29,0.60,0.64,0.60,0.64,676000,427880,-0.01,15
107/08/30,0.59,0.63,0.59,0.63,331000,202770,-0.01,12
107/08/31,0.63,0.68,0.58,0.59,867000,537000,-0.04,15
107/09/03,0.57,0.64,0.57,0.64,1003000,628360,+0.05,16
107/09/04,0.56,0.59,0.53,0.54,646000,363020,-0.10,14
107/09/05,0.54,0.57,0.54,0.56,157000,88220,+0.02,8
107/09/06,0.56,0.59,0.56,0.58,209000,121250,+0.02,5
107/09/07,0.57,0.69,0.57,0.63,1748000,1075290,+0.05,43
107/09/10,0.61,0.73,0.60,0.73,1749000,1160450,+0.10,43
107/09/11,0.71,0.72,0.67,0.71,381000,267130,-0.02,21
107/09/12,0.74,0.91,0.74,0.89,2107000,1769800,+0.18,87
107/09/13,0.83,0.83,0.74,0.77,2135000,1682320,-0.12,49
107/09/14,0.72,0.75,0.65,0.65,870000,620410,-0.12,23
107/09/17,0.67,0.69,0.66,0.66,270000,183230,+0.01,11
107/09/18,0.70,0.76,0.69,0.75,1464000,1045410,+0.09,37
107/09/19,0.69,0.74,0.68,0.74,589000,411130,-0.01,13
107/09/20,0.73,0.83,0.73,0.81,1071000,836720,+0.07,28
107/09/21,0.78,0.78,0.73,0.74,608000,459380,-0.07,22
107/09/25,0.75,0.75,0.67,0.67,135000,98950,-0.07,6
107/09/26,0.59,0.66,0.59,0.66,160000,99100,-0.01,3
107/09/27,0.67,0.70,0.67,0.68,117000,80150,+0.02,9
107/09/28,0.64,0.69,0.64,0.69,597000,410750,+0.01,9
107/10/01,0.65,0.65,0.60,0.60,575000,350650,-0.09,6
107/10/02,0.57,0.58,0.57,0.58,198000,113960,-0.02,3
107/10/03,0.58,0.67,0.58,0.67,610000,376130,+0.09,10
107/10/04,0.66,0.66,0.65,0.65,487000,316640,-0.02,6
107/10/05,0.66,0.92,0.66,0.92,857000,702200,+0.27,32
107/10/08,0.92,1.05,0.87,1.05,842000,821420,+0.13,17
107/10/09,1.07,1.35,1.02,1.35,509000,540690,+0.30,16
107/10/11,1.67,1.67,1.65,1.66,144000,239510,+0.31,8
107/10/12,---,---,---,---,0,0,---,0
107/10/15,---,---,---,---,0,0,---,0
107/10/16,1.28,1.28,1.28,1.28,1000,1280,-0.38,1
107/10/17,---,---,---,---,0,0,---,0
107/10/18,---,---,---,---,0,0,---,0
107/10/19,---,---,---,---,0,0,---,0
107/10/22,---,---,---,---,0,0,---,0
107/10/23,1.33,1.33,1.33,1.33,1000,1330,+0.11,1
107/10/24,1.15,1.15,1.15,1.15,2000,2300,-0.18,2
107/10/25,1.46,1.46,1.46,1.46,1000,1460,+0.31,1
107/10/26,1.74,1.74,1.74,1.74,2000,3480,+0.28,1
107/10/29,---,---,---,---,0,0,---,0
107/10/30,1.61,1.61,1.61,1.61,1000,1610,-0.04,1
107/10/31,---,---,---,---,0,0,---,0
