107/01/29,---,---,---,---,0,0,---,0
107/01/30,0.54,0.55,0.49,0.50,131000,66760,-0.03,8
107/01/31,0.45,0.47,0.44,0.47,178000,80620,-0.03,16
107/02/01,0.50,0.51,0.47,0.47,122000,61640,0.00,14
107/02/02,0.45,0.45,0.44,0.45,71000,31920,-0.02,6
107/02/05,0.38,0.44,0.38,0.44,68000,27310,-0.01,11
107/02/06,0.41,0.41,0.33,0.34,210000,78080,-0.10,20
107/02/07,0.37,0.43,0.37,0.39,172000,68610,+0.05,15
107/02/08,0.33,0.33,0.33,0.33,34000,11220,-0.06,2
107/02/09,0.27,0.33,0.27,0.33,91000,27080,0.00,8
107/02/12,0.36,0.36,0.33,0.33,65000,22090,0.00,7
107/02/21,0.36,0.38,0.36,0.38,187000,70040,+0.05,14
107/02/22,0.34,0.36,0.34,0.36,210000,72660,-0.02,7
107/02/23,0.37,0.38,0.35,0.35,101000,37330,-0.01,9
107/02/26,0.37,0.40,0.37,0.37,234000,89300,+0.02,17
107/02/27,0.40,0.40,0.37,0.37,126000,48130,0.00,6
107/03/01,0.35,0.36,0.34,0.35,80000,27820,-0.02,8
107/03/02,0.33,0.33,0.33,0.33,34000,11220,-0.02,3
107/03/05,0.29,0.29,0.27,0.27,130000,37500,-0.06,5
107/03/06,0.28,0.29,0.28,0.29,586000,164490,+0.02,10
107/03/07,0.29,0.31,0.29,0.31,30000,8900,+0.02,2
107/03/08,0.30,0.30,0.30,0.30,15000,4500,-0.01,1
107/03/09,0.34,0.50,0.34,0.50,408000,148980,+0.20,19
107/03/12,0.42,0.45,0.40,0.41,706000,290940,-0.09,23
107/03/13,0.42,0.42,0.41,0.42,393000,164530,+0.01,11
107/03/14,0.40,0.41,0.38,0.39,857000,346380,-0.03,14
107/03/15,0.37,0.38,0.35,0.38,96000,34420,-0.01,5
107/03/16,0.41,0.42,0.39,0.39,230000,93100,+0.01,9
107/03/19,0.40,0.45,0.39,0.39,608000,251680,0.00,12
107/03/20,0.38,0.38,0.37,0.37,788000,298740,-0.02,18
107/03/21,0.39,0.39,0.37,0.37,165000,62800,0.00,5
107/03/22,0.38,0.41,0.36,0.36,398000,149540,-0.01,16
107/03/23,0.32,0.33,0.31,0.32,293000,94710,-0.04,14
107/03/26,0.31,0.33,0.31,0.32,455000,143850,0.00,8
107/03/27,0.35,0.36,0.35,0.36,238000,85580,+0.04,4
107/03/28,0.33,0.33,0.32,0.33,38000,12440,-0.03,4
107/03/29,0.34,0.36,0.33,0.33,30000,10310,0.00,5
107/03/30,0.33,0.33,0.31,0.31,30000,9560,-0.02,6
107/03/31,0.27,0.28,0.27,0.28,38000,10320,-0.03,5
107/04/02,0.28,0.28,0.25,0.26,29000,7810,-0.02,5
107/04/03,0.26,0.28,0.26,0.28,103000,27790,+0.02,4
107/04/09,0.28,0.29,0.28,0.29,5000,1430,+0.01,2
107/04/10,0.28,0.29,0.28,0.28,114000,32220,-0.01,6
107/04/11,0.32,0.32,0.30,0.30,67000,20490,+0.02,5
107/04/12,0.27,0.27,0.27,0.27,42000,11340,-0.03,2
107/04/13,0.30,0.34,0.30,0.30,127000,38720,+0.03,7
107/04/16,0.31,0.31,0.30,0.30,38000,11630,0.00,5
107/04/17,0.29,0.29,0.26,0.26,20000,5500,-0.04,2
107/04/18,0.28,0.28,0.26,0.27,188000,50360,+0.01,7
107/04/19,0.31,0.45,0.31,0.45,245000,81730,+0.18,10
107/04/20,0.35,0.38,0.35,0.36,233000,83270,-0.09,12
107/04/23,0.37,0.42,0.37,0.38,172000,64540,+0.02,11
107/04/24,0.40,0.40,0.30,0.30,167000,58790,-0.08,11
107/04/25,0.27,0.32,0.27,0.32,288000,83810,+0.02,9
107/04/26,0.33,0.34,0.29,0.29,153000,50390,-0.03,9
107/04/27,0.31,0.32,0.29,0.30,45000,13650,+0.01,7
107/04/30,0.31,0.31,0.29,0.29,23000,6870,-0.01,5
107/05/02,0.31,0.35,0.31,0.34,128000,42870,+0.05,14
107/05/03,0.35,0.39,0.34,0.35,157000,55610,+0.01,13
107/05/04,0.33,0.35,0.29,0.29,79000,24970,-0.06,16
107/05/07,0.31,0.36,0.31,0.36,597000,192580,+0.07,19
107/05/08,0.40,0.49,0.40,0.47,830000,369370,+0.11,36
107/05/09,0.50,0.50,0.41,0.42,621000,271910,-0.05,34
107/05/10,0.44,0.44,0.38,0.44,463000,191040,+0.02,20
107/05/11,0.49,0.52,0.46,0.46,520000,252640,+0.02,26
107/05/14,0.47,0.58,0.47,0.57,633000,339400,+0.11,41
107/05/15,0.57,0.59,0.52,0.55,1047000,583500,-0.02,34
107/05/16,0.58,0.80,0.58,0.71,2230000,1515940,+0.16,61
107/05/17,0.78,0.81,0.67,0.68,1042000,798290,-0.03,43
107/05/18,0.70,0.74,0.64,0.73,986000,691720,+0.05,31
107/05/21,0.75,0.75,0.71,0.73,351000,251280,0.00,18
107/05/22,0.70,0.73,0.56,0.58,421000,273470,-0.15,16
107/05/23,0.62,0.64,0.54,0.57,358000,212000,-0.01,20
107/05/24,0.56,0.59,0.56,0.58,249000,140510,+0.01,14
107/05/25,0.54,0.66,0.54,0.61,1261000,796240,+0.03,29
107/05/28,0.67,0.82,0.61,0.79,1952000,1400890,+0.18,49
107/05/29,0.78,1.00,0.74,1.00,585000,511500,+0.21,40
107/05/30,0.77,0.95,0.77,0.86,156000,128720,-0.14,11
