107/03/16,0.78,0.78,0.70,0.70,12000,8950,-0.05,5
107/03/19,0.64,0.72,0.64,0.70,509000,357810,0.00,11
107/03/20,0.69,0.73,0.69,0.71,611000,440450,+0.01,9
107/03/21,0.71,0.73,0.71,0.71,595000,427900,0.00,7
107/03/22,0.71,0.72,0.66,0.66,752000,532700,-0.05,7
107/03/23,0.61,0.61,0.58,0.60,231000,140300,-0.06,5
107/03/26,0.62,0.66,0.62,0.66,749000,483290,+0.06,22
107/03/27,0.68,0.69,0.68,0.69,773000,531630,+0.03,14
107/03/28,0.67,0.68,0.61,0.61,40000,26210,-0.08,4
107/03/29,0.63,0.63,0.59,0.59,179000,109540,-0.02,8
107/03/30,0.61,0.62,0.61,0.62,373000,229870,+0.03,9
107/03/31,0.59,0.59,0.58,0.58,234000,136930,-0.04,6
107/04/02,0.57,0.60,0.56,0.59,592000,344820,+0.01,9
107/04/03,0.57,0.74,0.57,0.72,1080000,690060,+0.13,47
107/04/09,0.76,0.76,0.72,0.72,230000,172180,0.00,11
107/04/10,0.75,0.75,0.58,0.58,538000,391090,-0.14,34
107/04/11,0.52,0.54,0.43,0.43,381000,188890,-0.15,20
107/04/12,0.44,0.44,0.44,0.44,10000,4400,+0.01,1
107/04/13,0.47,0.48,0.47,0.48,329000,155920,+0.04,3
107/04/16,0.48,0.48,0.40,0.41,1037000,461630,-0.07,16
107/04/17,0.40,0.47,0.37,0.47,1352000,579510,+0.06,17
107/04/18,0.49,0.54,0.49,0.51,1744000,905990,+0.04,32
107/04/19,0.51,0.51,0.47,0.48,908000,448880,-0.03,14
107/04/20,0.46,0.56,0.46,0.56,1685000,860250,+0.08,29
107/04/23,0.53,0.55,0.49,0.49,1949000,1038900,-0.07,33
107/04/24,0.48,0.48,0.41,0.43,381000,171410,-0.06,12
107/04/25,0.42,0.52,0.42,0.50,1132000,549760,+0.07,19
107/04/26,0.52,0.52,0.45,0.45,1506000,738000,-0.05,23
107/04/27,0.47,0.50,0.44,0.49,695000,327980,+0.04,19
107/04/30,0.48,0.52,0.47,0.52,704000,345250,+0.03,12
107/05/02,0.50,0.56,0.50,0.55,1924000,1021920,+0.03,19
107/05/03,0.51,0.53,0.40,0.40,1535000,777970,-0.15,16
107/05/04,0.38,0.42,0.38,0.42,530000,217800,+0.02,11
107/05/07,0.42,0.43,0.41,0.42,657000,276310,0.00,5
107/05/08,0.38,0.39,0.37,0.38,152000,57760,-0.04,7
107/05/09,0.41,0.41,0.40,0.40,115000,46440,+0.02,6
107/05/10,0.43,0.44,0.42,0.44,632000,274890,+0.04,11
107/05/11,0.45,0.45,0.43,0.44,578000,256890,0.00,10
107/05/14,0.43,0.45,0.42,0.43,790000,341980,-0.01,17
107/05/15,0.43,0.46,0.43,0.44,1008000,449300,+0.01,14
107/05/16,0.42,0.45,0.42,0.43,514000,218030,-0.01,6
107/05/17,0.45,0.49,0.45,0.48,2730000,1296990,+0.05,36
107/05/18,0.47,0.48,0.44,0.44,2394000,1100050,-0.04,33
107/05/21,0.43,0.45,0.43,0.45,518000,231100,+0.01,6
107/05/22,0.46,0.50,0.46,0.46,1485000,704240,+0.01,16
107/05/23,0.46,0.46,0.40,0.41,1097000,480210,-0.05,17
107/05/24,0.41,0.44,0.41,0.44,760000,321800,+0.03,6
107/05/25,0.44,0.68,0.44,0.59,2850000,1364230,+0.15,56
107/05/28,0.69,0.69,0.57,0.63,3060000,1935370,+0.04,66
107/05/29,0.60,0.60,0.54,0.54,1542000,876100,-0.09,32
107/05/30,0.53,0.62,0.53,0.62,1864000,1067980,+0.08,27
107/05/31,0.69,0.70,0.61,0.61,2143000,1400280,-0.01,52
107/06/01,0.62,0.62,0.57,0.58,524000,313520,-0.03,15
107/06/04,0.62,0.68,0.62,0.62,1161000,756560,+0.04,19
107/06/05,0.64,0.64,0.59,0.59,1147000,697040,-0.03,25
107/06/06,0.59,0.64,0.59,0.62,1876000,1159680,+0.03,27
107/06/07,0.70,0.72,0.65,0.65,1296000,879450,+0.03,40
107/06/08,0.63,0.65,0.62,0.63,656000,418580,-0.02,20
107/06/11,0.64,0.67,0.62,0.65,811000,530360,+0.02,22
107/06/12,0.68,0.68,0.63,0.65,958000,632940,0.00,27
107/06/13,0.65,0.65,0.58,0.59,1757000,1072250,-0.06,40
107/06/14,0.61,0.61,0.59,0.59,767000,462000,0.00,21
107/06/15,0.58,0.58,0.53,0.53,715000,392840,-0.06,16
107/06/19,0.54,0.54,0.47,0.47,444000,229610,-0.06,11
107/06/20,0.45,0.45,0.40,0.43,253000,110140,-0.04,11
107/06/21,0.44,0.49,0.44,0.49,462000,210740,+0.06,13
107/06/22,0.45,0.45,0.43,0.43,382000,166860,-0.06,18
107/06/25,0.40,0.40,0.35,0.35,146000,54000,-0.08,7
