107/01/23,0.75,0.75,0.75,0.75,4000,3000,0.00,1
107/01/24,0.72,0.75,0.72,0.73,218000,158330,-0.02,4
107/01/25,0.67,0.69,0.67,0.67,297000,203130,-0.06,4
107/01/26,0.70,0.79,0.70,0.73,909000,667820,+0.06,10
107/01/29,0.69,0.69,0.68,0.68,624000,424330,-0.05,5
107/01/30,---,---,---,---,0,0,---,0
107/01/31,0.66,0.66,0.66,0.66,204000,134640,+0.01,2
107/02/01,0.65,0.66,0.65,0.66,636000,417720,0.00,6
107/02/02,0.65,0.68,0.65,0.68,1140000,761020,+0.02,8
107/02/05,0.60,0.61,0.60,0.61,708000,429820,-0.07,3
107/02/06,0.59,0.59,0.59,0.59,5000,2950,-0.02,1
107/02/07,0.57,0.59,0.57,0.59,383000,221010,0.00,6
107/02/08,0.51,0.52,0.51,0.52,772000,398510,-0.07,8
107/02/09,0.43,0.45,0.43,0.45,398000,175640,-0.07,3
107/02/12,---,---,---,---,0,0,---,0
107/02/21,---,---,---,---,0,0,---,0
107/02/22,0.44,0.44,0.44,0.44,200000,88000,-0.05,1
107/02/23,0.46,0.47,0.46,0.46,387000,179100,+0.02,4
107/02/26,0.46,0.46,0.45,0.45,329000,149130,-0.01,3
107/02/27,0.44,0.46,0.44,0.46,263000,116880,+0.01,3
107/03/01,0.42,0.42,0.42,0.42,205000,86100,-0.04,2
107/03/02,---,---,---,---,0,0,---,0
107/03/05,---,---,---,---,0,0,---,0
107/03/06,---,---,---,---,0,0,---,0
107/03/07,---,---,---,---,0,0,---,0
107/03/08,---,---,---,---,0,0,---,0
107/03/09,---,---,---,---,0,0,---,0
107/03/12,0.40,0.40,0.40,0.40,5000,2000,0.00,1
107/03/13,0.41,0.42,0.41,0.42,339000,139140,+0.02,4
107/03/14,0.42,0.42,0.42,0.42,339000,142380,0.00,2
107/03/15,0.42,0.43,0.42,0.43,20000,8500,+0.01,2
107/03/16,0.42,0.42,0.42,0.42,20000,8400,-0.01,1
107/03/19,0.41,0.41,0.41,0.41,108000,44280,-0.01,1
107/03/20,0.39,0.39,0.39,0.39,108000,42120,-0.02,1
107/03/21,0.40,0.41,0.40,0.41,298000,120020,+0.02,4
107/03/22,0.40,0.41,0.40,0.40,329000,131880,-0.01,5
107/03/23,0.36,0.41,0.36,0.41,153000,55380,+0.01,6
107/03/26,0.39,0.44,0.39,0.44,200000,81110,+0.03,17
107/03/27,0.43,0.46,0.42,0.46,758000,334330,+0.02,8
107/03/28,0.49,0.56,0.49,0.52,1851000,960810,+0.06,28
107/03/29,0.51,0.52,0.49,0.49,1222000,608890,-0.03,14
107/03/30,0.53,0.53,0.51,0.51,12000,6320,+0.02,3
107/03/31,0.50,0.51,0.50,0.51,210000,105030,0.00,3
107/04/02,0.55,0.55,0.53,0.53,280000,151740,+0.02,3
107/04/03,0.49,0.52,0.49,0.51,497000,249930,-0.02,4
107/04/09,0.52,0.54,0.52,0.54,246000,130420,+0.03,3
107/04/10,0.49,0.49,0.45,0.45,354000,163800,-0.09,4
107/04/11,0.45,0.45,0.45,0.45,108000,48600,0.00,1
107/04/12,---,---,---,---,0,0,---,0
107/04/13,0.45,0.45,0.45,0.45,241000,108450,+0.01,3
107/04/16,0.44,0.44,0.44,0.44,241000,106040,-0.01,2
107/04/17,---,---,---,---,0,0,---,0
107/04/18,---,---,---,---,0,0,---,0
107/04/19,---,---,---,---,0,0,---,0
107/04/20,0.40,0.46,0.40,0.44,983000,422880,+0.05,18
107/04/23,0.40,0.40,0.38,0.38,1778000,689970,-0.06,20
107/04/24,0.36,0.36,0.31,0.34,540000,182520,-0.04,4
107/04/25,0.31,0.33,0.31,0.33,1885000,613410,-0.01,6
107/04/26,0.35,0.37,0.35,0.35,1681000,604620,+0.02,17
107/04/27,0.34,0.34,0.31,0.31,1607000,523990,-0.04,8
107/04/30,0.32,0.32,0.32,0.32,466000,149120,+0.01,1
107/05/02,0.32,0.32,0.32,0.32,20000,6400,0.00,1
107/05/03,0.33,0.36,0.33,0.36,194000,67790,+0.04,10
107/05/04,0.32,0.35,0.32,0.33,958000,323790,-0.03,15
107/05/07,0.33,0.33,0.30,0.32,766000,235510,-0.01,6
107/05/08,0.28,0.28,0.28,0.28,3000,840,-0.04,1
107/05/09,---,---,---,---,0,0,---,0
107/05/10,0.34,0.36,0.34,0.36,75000,25700,+0.09,4
107/05/11,0.35,0.36,0.35,0.35,79000,27670,-0.01,4
107/05/14,0.36,0.45,0.36,0.45,1799000,719330,+0.10,29
107/05/15,0.48,0.53,0.43,0.43,3176000,1557780,-0.02,43
107/05/16,0.43,0.46,0.41,0.44,1343000,577920,+0.01,17
107/05/17,0.42,0.66,0.42,0.61,1599000,812030,+0.17,58
107/05/18,0.63,0.63,0.53,0.53,1753000,1005280,-0.08,56
107/05/21,0.56,0.56,0.47,0.48,428000,223120,-0.05,17
107/05/22,0.46,0.48,0.44,0.44,180000,82050,-0.04,8
107/05/23,0.43,0.50,0.43,0.46,751000,343010,+0.02,26
107/05/24,0.46,0.52,0.44,0.52,785000,370830,+0.06,20
107/05/25,0.52,0.61,0.52,0.53,1182000,673680,+0.01,47
107/05/28,0.58,0.65,0.55,0.58,1206000,687730,+0.05,56
107/05/29,0.60,0.60,0.49,0.50,496000,273990,-0.08,20
107/05/30,0.44,0.46,0.44,0.46,20000,9100,-0.04,5
107/05/31,0.55,0.55,0.49,0.50,239000,120530,+0.04,7
107/06/01,0.48,0.48,0.46,0.46,202000,96900,-0.04,3
107/06/04,0.44,0.44,0.43,0.43,56000,24580,-0.03,3
107/06/05,0.42,0.45,0.42,0.44,106000,45980,+0.01,4
107/06/06,0.45,0.50,0.45,0.48,563000,261390,+0.04,14
107/06/07,0.41,0.41,0.37,0.37,516000,201310,-0.11,16
107/06/08,0.33,0.33,0.31,0.31,57000,18490,-0.06,4
107/06/11,0.32,0.32,0.32,0.32,20000,6400,+0.01,1
107/06/12,0.32,0.33,0.31,0.33,143000,45660,+0.01,3
107/06/13,0.33,0.33,0.30,0.30,505000,162530,-0.03,5
107/06/14,0.28,0.28,0.25,0.25,242000,67460,-0.05,2
107/06/15,---,---,---,---,0,0,---,0
107/06/19,---,---,---,---,0,0,---,0
107/06/20,0.15,0.17,0.15,0.17,10000,1600,-0.05,2
107/06/21,0.18,0.18,0.18,0.18,70000,12600,+0.01,1
107/06/22,---,---,---,---,0,0,---,0
107/06/25,---,---,---,---,0,0,---,0
107/06/26,0.11,0.11,0.11,0.11,5000,550,-0.03,1
107/06/27,---,---,---,---,0,0,---,0
107/06/28,---,---,---,---,0,0,---,0
107/06/29,---,---,---,---,0,0,---,0
107/07/02,---,---,---,---,0,0,---,0
107/07/03,---,---,---,---,0,0,---,0
107/07/04,---,---,---,---,0,0,---,0
107/07/05,0.07,0.07,0.07,0.07,373000,26110,-0.02,2
107/07/06,---,---,---,---,0,0,---,0
107/07/09,---,---,---,---,0,0,---,0
107/07/10,---,---,---,---,0,0,---,0
107/07/11,---,---,---,---,0,0,---,0
107/07/12,---,---,---,---,0,0,---,0
107/07/13,---,---,---,---,0,0,---,0
107/07/16,---,---,---,---,0,0,---,0
107/07/17,---,---,---,---,0,0,---,0
107/07/18,---,---,---,---,0,0,---,0
107/07/19,---,---,---,---,0,0,---,0
