107/02/21,0.61,0.61,0.61,0.61,30000,18300,0.00,1
107/02/22,0.59,0.59,0.59,0.59,102000,60180,-0.02,1
107/02/23,0.60,0.60,0.60,0.60,102000,61200,+0.01,1
107/02/26,---,---,---,---,0,0,---,0
107/02/27,---,---,---,---,0,0,---,0
107/03/01,---,---,---,---,0,0,---,0
107/03/02,0.56,0.58,0.56,0.58,413000,231940,0.00,3
107/03/05,0.57,0.58,0.57,0.57,803000,461510,-0.01,6
107/03/06,0.57,0.58,0.57,0.57,760000,437000,0.00,4
107/03/07,0.57,0.57,0.57,0.57,390000,222300,0.00,3
107/03/08,0.57,0.59,0.56,0.56,814000,461930,-0.01,12
107/03/09,0.55,0.56,0.53,0.55,878000,482450,-0.01,13
107/03/12,0.53,0.54,0.52,0.54,1022000,546380,-0.01,5
107/03/13,0.55,0.55,0.54,0.54,558000,301920,0.00,3
107/03/14,0.54,0.55,0.54,0.55,104000,56600,+0.01,2
107/03/15,0.54,0.54,0.54,0.54,44000,23760,-0.01,1
107/03/16,---,---,---,---,0,0,---,0
107/03/19,0.54,0.54,0.54,0.54,425000,229500,0.00,7
107/03/20,0.54,0.54,0.53,0.54,1363000,730550,0.00,14
107/03/21,0.54,0.54,0.53,0.54,1713000,917420,0.00,9
107/03/22,0.53,0.53,0.53,0.53,760000,402800,-0.01,3
107/03/23,0.50,0.50,0.50,0.50,30000,15000,-0.03,1
107/03/26,---,---,---,---,0,0,---,0
107/03/27,0.51,0.51,0.51,0.51,196000,99960,+0.01,1
107/03/28,0.49,0.49,0.49,0.49,196000,96040,-0.02,1
107/03/29,---,---,---,---,0,0,---,0
107/03/30,0.51,0.52,0.51,0.52,176000,90340,+0.03,3
107/03/31,0.51,0.52,0.51,0.52,1018000,527600,0.00,5
107/04/02,0.52,0.52,0.52,0.52,842000,437840,0.00,4
107/04/03,---,---,---,---,0,0,---,0
107/04/09,---,---,---,---,0,0,---,0
107/04/10,---,---,---,---,0,0,---,0
107/04/11,0.46,0.47,0.45,0.45,1925000,892850,-0.01,8
107/04/12,0.45,0.45,0.42,0.42,1935000,844190,-0.03,18
107/04/13,0.44,0.44,0.44,0.44,576000,253440,+0.02,4
107/04/16,0.43,0.43,0.42,0.42,578000,248440,-0.02,4
107/04/17,0.42,0.43,0.42,0.43,443000,190090,+0.01,3
107/04/18,0.42,0.42,0.42,0.42,403000,169260,-0.01,3
107/04/19,---,---,---,---,0,0,---,0
107/04/20,0.41,0.41,0.41,0.41,150000,61500,-0.01,2
107/04/23,0.40,0.40,0.40,0.40,110000,44000,-0.01,1
107/04/24,---,---,---,---,0,0,---,0
107/04/25,0.37,0.37,0.37,0.37,170000,62900,0.00,1
107/04/26,0.37,0.38,0.37,0.38,250000,93300,+0.01,2
107/04/27,0.37,0.39,0.37,0.39,343000,129450,+0.01,2
107/04/30,0.38,0.38,0.37,0.38,593000,224540,-0.01,5
107/05/02,0.38,0.38,0.38,0.38,250000,95000,0.00,2
107/05/03,0.36,0.36,0.36,0.36,50000,18000,-0.02,1
107/05/04,0.36,0.37,0.36,0.37,1570000,573300,+0.01,5
107/05/07,0.35,0.35,0.35,0.35,1259000,440650,-0.02,5
107/05/08,0.35,0.35,0.35,0.35,311000,108850,0.00,2
107/05/09,---,---,---,---,0,0,---,0
107/05/10,0.34,0.34,0.34,0.34,8000,2720,-0.01,1
107/05/11,---,---,---,---,0,0,---,0
107/05/14,---,---,---,---,0,0,---,0
107/05/15,---,---,---,---,0,0,---,0
107/05/16,---,---,---,---,0,0,---,0
107/05/17,---,---,---,---,0,0,---,0
107/05/18,---,---,---,---,0,0,---,0
107/05/21,0.30,0.30,0.30,0.30,3000,900,-0.01,1
107/05/22,---,---,---,---,0,0,---,0
107/05/23,---,---,---,---,0,0,---,0
107/05/24,0.29,0.29,0.29,0.29,3000,870,+0.01,1
107/05/25,---,---,---,---,0,0,---,0
107/05/28,---,---,---,---,0,0,---,0
107/05/29,0.29,0.29,0.29,0.29,450000,130500,0.00,2
107/05/30,0.27,0.29,0.27,0.29,685000,189450,0.00,4
107/05/31,0.32,0.42,0.31,0.41,4602000,1610750,+0.12,39
107/06/01,0.40,0.44,0.38,0.42,6896000,2832910,+0.01,56
107/06/04,0.43,0.47,0.41,0.41,3202000,1426140,-0.01,38
107/06/05,0.40,0.43,0.40,0.40,2597000,1069480,-0.01,19
107/06/06,0.40,0.41,0.39,0.40,1946000,783110,0.00,16
107/06/07,0.40,0.40,0.34,0.36,1146000,439860,-0.04,17
107/06/08,0.34,0.34,0.32,0.32,137000,45090,-0.04,4
107/06/11,0.33,0.33,0.32,0.32,406000,129980,0.00,4
107/06/12,0.32,0.33,0.32,0.33,483000,158390,+0.01,3
107/06/13,0.32,0.33,0.32,0.32,982000,316240,-0.01,7
107/06/14,0.38,0.41,0.38,0.38,6455000,2506910,+0.06,41
107/06/15,0.38,0.40,0.36,0.36,7244000,2725740,-0.02,41
107/06/19,0.33,0.33,0.32,0.33,2157000,704070,-0.03,11
107/06/20,0.31,0.32,0.31,0.32,996000,314920,-0.01,3
107/06/21,0.32,0.34,0.32,0.34,2516000,826480,+0.02,9
107/06/22,0.32,0.33,0.31,0.31,2020000,645200,-0.03,8
107/06/25,0.28,0.28,0.28,0.28,25000,7000,-0.03,2
107/06/26,---,---,---,---,0,0,---,0
107/06/27,0.29,0.29,0.29,0.29,20000,5800,+0.01,1
107/06/28,---,---,---,---,0,0,---,0
107/06/29,---,---,---,---,0,0,---,0
107/07/02,0.30,0.32,0.30,0.30,2767000,853000,+0.02,13
107/07/03,0.30,0.30,0.27,0.27,2847000,809100,-0.03,13
107/07/04,0.27,0.27,0.27,0.27,60000,16200,0.00,1
107/07/05,0.27,0.27,0.27,0.27,150000,40500,0.00,2
107/07/06,0.23,0.23,0.23,0.23,65000,14950,-0.04,2
107/07/09,---,---,---,---,0,0,---,0
107/07/10,0.22,0.22,0.22,0.22,27000,5940,0.00,2
107/07/11,---,---,---,---,0,0,---,0
107/07/12,---,---,---,---,0,0,---,0
107/07/13,---,---,---,---,0,0,---,0
107/07/16,---,---,---,---,0,0,---,0
