106/10/30,---,---,---,---,0,0,---,0
106/10/31,1.67,1.69,1.67,1.69,70000,117100,+0.07,2
106/11/01,1.62,1.72,1.62,1.66,169000,278560,-0.03,5
106/11/02,1.67,2.00,1.66,1.91,297000,533310,+0.25,9
106/11/03,1.53,1.53,1.40,1.40,127000,189320,-0.51,5
106/11/06,1.44,1.44,1.39,1.39,52000,74380,-0.01,2
106/11/07,1.41,1.53,1.41,1.53,108000,155340,+0.14,5
106/11/08,1.54,1.54,1.30,1.30,8000,11210,-0.23,4
106/11/09,1.32,1.40,1.32,1.40,278000,386580,+0.10,6
106/11/10,1.20,1.62,1.16,1.54,645000,892850,+0.14,17
106/11/13,1.52,1.72,1.39,1.47,534000,795800,-0.07,18
106/11/14,1.53,1.54,1.28,1.28,258000,374570,-0.19,6
106/11/15,1.39,1.39,1.28,1.28,61000,78190,0.00,3
106/11/16,1.39,1.39,1.38,1.38,160000,221400,+0.10,2
106/11/17,1.44,1.44,1.44,1.44,1000,1440,+0.06,1
106/11/20,1.40,1.40,1.34,1.34,60000,83450,-0.10,3
106/11/21,1.56,1.83,1.54,1.71,278000,453420,+0.37,12
106/11/22,1.68,1.69,1.50,1.53,281000,461010,-0.18,10
106/11/23,1.38,1.49,1.38,1.49,600000,850000,-0.04,5
106/11/24,1.32,1.32,1.26,1.31,678000,857810,-0.18,7
106/11/27,1.34,1.51,1.34,1.36,754000,1044510,+0.05,9
106/11/28,1.32,1.41,1.30,1.36,547000,727360,0.00,14
106/11/29,1.38,1.47,1.34,1.34,556000,781150,-0.02,17
106/11/30,1.15,1.20,1.05,1.05,987000,1143680,-0.29,15
106/12/01,1.09,1.12,0.81,0.86,1150000,1096500,-0.19,15
106/12/04,0.85,0.92,0.80,0.92,461000,403880,+0.06,8
106/12/05,0.80,0.82,0.70,0.70,451000,354340,-0.22,6
106/12/06,0.65,0.65,0.65,0.65,100000,65000,-0.05,1
106/12/07,0.61,0.61,0.58,0.58,115000,67150,-0.07,2
106/12/08,0.61,0.70,0.61,0.66,173000,109580,+0.08,5
106/12/11,0.72,0.84,0.72,0.84,861000,640210,+0.18,12
106/12/12,0.77,0.86,0.77,0.77,1556000,1258260,-0.07,19
106/12/13,0.73,0.73,0.64,0.68,898000,619590,-0.09,10
106/12/14,0.64,0.68,0.62,0.62,631000,422840,-0.06,10
106/12/15,0.54,0.57,0.54,0.57,281000,156110,-0.05,4
106/12/18,0.70,0.70,0.70,0.70,1000,700,+0.13,1
106/12/19,---,---,---,---,0,0,---,0
106/12/20,---,---,---,---,0,0,---,0
