107/01/25,0.97,0.97,0.97,0.97,2000,1940,0.00,1
107/01/26,---,---,---,---,0,0,---,0
107/01/29,0.90,0.90,0.90,0.90,2000,1800,-0.04,1
107/01/30,0.90,0.90,0.90,0.90,100000,90000,0.00,1
107/01/31,0.81,0.81,0.80,0.80,110000,89000,-0.10,2
107/02/01,0.85,0.86,0.85,0.86,110000,93600,+0.06,2
107/02/02,0.83,0.83,0.81,0.83,100000,81930,-0.03,6
107/02/05,---,---,---,---,0,0,---,0
107/02/06,---,---,---,---,0,0,---,0
107/02/07,0.54,0.54,0.54,0.54,100000,54000,+0.12,1
107/02/08,0.48,0.48,0.48,0.48,100000,48000,-0.06,1
107/02/09,0.51,0.51,0.51,0.51,5000,2550,+0.03,1
107/02/12,---,---,---,---,0,0,---,0
107/02/21,0.56,0.64,0.56,0.64,110000,64880,+0.18,8
107/02/22,0.55,0.55,0.54,0.54,150000,82000,-0.10,3
107/02/23,0.54,0.54,0.52,0.52,150000,80000,-0.02,2
107/02/26,0.51,0.51,0.51,0.51,60000,30600,-0.01,2
107/02/27,0.56,0.56,0.56,0.56,4000,2240,+0.05,1
107/03/01,0.51,0.51,0.47,0.49,202000,100950,-0.07,4
107/03/02,0.46,0.46,0.46,0.46,100000,46000,-0.03,1
107/03/05,0.46,0.60,0.46,0.60,557000,329830,+0.14,9
107/03/06,0.56,0.76,0.54,0.76,293000,176240,+0.16,11
107/03/07,0.79,0.83,0.78,0.80,217000,175460,+0.04,11
107/03/08,0.79,0.89,0.78,0.89,278000,228790,+0.09,17
107/03/09,0.78,0.92,0.78,0.85,205000,175690,-0.04,7
107/03/12,0.89,0.89,0.77,0.77,124000,106510,-0.08,13
107/03/13,---,---,---,---,0,0,---,0
107/03/14,0.83,0.97,0.83,0.97,434000,384920,+0.19,15
107/03/15,0.93,0.94,0.87,0.93,376000,343060,-0.04,26
107/03/16,0.69,0.69,0.69,0.69,100000,69000,-0.24,1
107/03/19,0.72,0.82,0.72,0.81,517000,398530,+0.12,9
107/03/20,0.80,0.82,0.74,0.74,339000,267640,-0.07,15
107/03/21,0.81,0.82,0.78,0.78,125000,101160,+0.04,4
107/03/22,0.79,0.86,0.76,0.76,450000,367650,-0.02,16
107/03/23,0.63,0.65,0.59,0.60,301000,187050,-0.16,14
107/03/26,0.74,0.74,0.72,0.72,23000,16720,+0.12,2
107/03/27,0.74,0.74,0.68,0.73,20000,14300,+0.01,5
107/03/28,0.75,0.84,0.69,0.69,582000,451350,-0.04,14
107/03/29,0.80,0.92,0.79,0.85,730000,618230,+0.16,33
107/03/30,0.88,0.90,0.76,0.76,263000,220760,-0.09,20
107/03/31,0.71,0.72,0.71,0.72,6000,4310,-0.04,4
107/04/02,0.72,0.72,0.68,0.68,23000,16120,-0.04,4
107/04/03,0.63,0.63,0.50,0.50,275000,147650,-0.18,7
107/04/09,0.57,0.60,0.57,0.59,53000,30860,+0.09,5
107/04/10,0.66,0.66,0.56,0.56,72000,43020,-0.03,4
107/04/11,0.58,0.59,0.55,0.55,45000,25640,-0.01,5
107/04/12,---,---,---,---,0,0,---,0
107/04/13,0.56,0.61,0.56,0.59,461000,270100,+0.06,8
107/04/16,0.56,0.56,0.52,0.52,236000,130750,-0.07,7
107/04/17,0.53,0.53,0.53,0.53,5000,2650,+0.01,1
107/04/18,---,---,---,---,0,0,---,0
107/04/19,---,---,---,---,0,0,---,0
107/04/20,0.34,0.34,0.34,0.34,30000,10200,-0.10,1
107/04/23,---,---,---,---,0,0,---,0
107/04/24,0.35,0.35,0.35,0.35,30000,10500,0.00,1
107/04/25,---,---,---,---,0,0,---,0
107/04/26,0.16,0.16,0.16,0.16,10000,1600,-0.13,1
107/04/27,---,---,---,---,0,0,---,0
107/04/30,0.15,0.15,0.15,0.15,10000,1500,+0.01,1
107/05/02,---,---,---,---,0,0,---,0
107/05/03,---,---,---,---,0,0,---,0
107/05/04,---,---,---,---,0,0,---,0
107/05/07,0.23,0.23,0.23,0.23,100000,23000,+0.01,1
107/05/08,0.20,0.20,0.20,0.20,100000,20000,-0.03,1
107/05/09,---,---,---,---,0,0,---,0
107/05/10,---,---,---,---,0,0,---,0
107/05/11,---,---,---,---,0,0,---,0
107/05/14,---,---,---,---,0,0,---,0
107/05/15,---,---,---,---,0,0,---,0
107/05/16,0.38,0.39,0.37,0.37,196000,75420,+0.10,3
107/05/17,0.39,0.39,0.39,0.39,206000,80340,+0.02,2
107/05/18,---,---,---,---,0,0,---,0
107/05/21,0.33,0.34,0.33,0.34,200000,67000,0.00,2
107/05/22,0.41,0.41,0.35,0.35,260000,99000,+0.01,4
107/05/23,---,---,---,---,0,0,---,0
107/05/24,0.27,0.27,0.27,0.27,10000,2700,-0.01,1
107/05/25,---,---,---,---,0,0,---,0
107/05/28,---,---,---,---,0,0,---,0
107/05/29,---,---,---,---,0,0,---,0
107/05/30,---,---,---,---,0,0,---,0
107/05/31,---,---,---,---,0,0,---,0
107/06/01,0.33,0.33,0.33,0.33,20000,6600,+0.10,1
107/06/04,---,---,---,---,0,0,---,0
107/06/05,---,---,---,---,0,0,---,0
107/06/06,0.21,0.21,0.21,0.21,30000,6300,-0.02,1
107/06/07,---,---,---,---,0,0,---,0
107/06/08,---,---,---,---,0,0,---,0
107/06/11,---,---,---,---,0,0,---,0
107/06/12,---,---,---,---,0,0,---,0
107/06/13,---,---,---,---,0,0,---,0
107/06/14,---,---,---,---,0,0,---,0
107/06/15,---,---,---,---,0,0,---,0
107/06/19,0.16,0.16,0.16,0.16,10000,1600,0.00,1
107/06/20,---,---,---,---,0,0,---,0
107/06/21,---,---,---,---,0,0,---,0
107/06/22,---,---,---,---,0,0,---,0
107/06/25,---,---,---,---,0,0,---,0
107/06/26,0.41,0.51,0.41,0.51,51000,24010,+0.12,2
107/06/27,0.38,0.39,0.38,0.39,131000,50780,-0.12,4
107/06/28,0.28,0.28,0.28,0.28,100000,28000,-0.11,1
107/06/29,---,---,---,---,0,0,---,0
107/07/02,---,---,---,---,0,0,---,0
107/07/03,---,---,---,---,0,0,---,0
107/07/04,---,---,---,---,0,0,---,0
107/07/05,---,---,---,---,0,0,---,0
107/07/06,---,---,---,---,0,0,---,0
107/07/09,---,---,---,---,0,0,---,0
107/07/10,---,---,---,---,0,0,---,0
107/07/11,---,---,---,---,0,0,---,0
107/07/12,---,---,---,---,0,0,---,0
107/07/13,---,---,---,---,0,0,---,0
107/07/16,---,---,---,---,0,0,---,0
107/07/17,---,---,---,---,0,0,---,0
107/07/18,---,---,---,---,0,0,---,0
107/07/19,---,---,---,---,0,0,---,0
107/07/20,---,---,---,---,0,0,---,0
