106/10/18,---,---,---,---,0,0,---,0
106/10/19,0.98,1.12,0.98,1.03,935000,982450,+0.09,52
106/10/20,0.95,1.06,0.93,0.99,1060000,1049540,-0.04,27
106/10/23,0.98,1.10,0.98,1.10,850000,885550,+0.11,20
106/10/24,1.13,1.43,1.13,1.28,2184000,2724240,+0.18,108
106/10/25,1.36,1.45,1.30,1.40,908000,1242150,+0.12,51
106/10/26,1.38,1.47,1.34,1.34,3345000,4641970,-0.06,78
106/10/27,1.38,1.40,0.90,0.96,1512000,1802010,-0.38,59
106/10/30,1.08,1.14,0.70,1.08,1052000,876880,+0.12,43
106/10/31,1.20,1.20,1.01,1.12,3272000,3618160,+0.04,65
106/11/01,1.13,1.37,1.13,1.37,1963000,2457600,+0.25,61
106/11/02,1.38,1.53,1.34,1.43,2070000,2939980,+0.06,78
106/11/03,1.60,1.79,1.50,1.79,2247000,3579750,+0.36,97
106/11/06,1.76,1.76,1.43,1.45,2534000,3858540,-0.34,73
106/11/07,1.55,1.55,1.32,1.38,2059000,2877210,-0.07,69
106/11/08,1.38,1.56,1.33,1.56,2071000,2983710,+0.18,92
106/11/09,1.54,1.71,1.36,1.38,1784000,2827020,-0.18,97
106/11/10,1.43,1.49,1.30,1.44,816000,1167810,+0.06,37
106/11/13,1.49,1.62,1.41,1.61,1130000,1694330,+0.17,51
106/11/14,1.62,1.65,1.44,1.56,468000,738320,-0.05,32
106/11/15,1.48,1.57,1.45,1.45,198000,303460,-0.11,13
106/11/16,1.43,1.63,1.43,1.57,1086000,1683850,+0.12,40
106/11/17,1.66,2.13,1.65,2.03,2927000,5407800,+0.46,89
106/11/20,2.10,2.24,1.67,1.72,2845000,5717860,-0.31,112
106/11/21,1.69,2.12,1.69,1.99,2224000,4308770,+0.27,79
106/11/22,1.99,2.04,1.80,1.92,3418000,6588710,-0.07,118
106/11/23,1.92,2.02,1.83,1.87,1446000,2787100,-0.05,55
106/11/24,1.95,2.13,1.91,2.00,1182000,2418680,+0.13,52
106/11/27,2.09,2.26,2.00,2.11,2686000,5712870,+0.11,73
106/11/28,2.14,2.17,1.95,2.14,2011000,4245600,+0.03,66
106/11/29,2.27,2.53,2.24,2.41,1741000,4127650,+0.27,84
106/11/30,2.23,2.34,2.13,2.34,1932000,4261470,-0.07,72
106/12/01,2.40,2.54,2.28,2.31,1147000,2773740,-0.03,49
106/12/04,2.37,2.37,2.24,2.24,113000,261210,-0.07,4
106/12/05,2.07,2.14,1.64,1.64,118000,227440,-0.60,12
106/12/06,1.60,1.77,1.12,1.16,429000,582150,-0.48,27
106/12/07,1.26,1.34,1.11,1.34,606000,714560,+0.18,24
106/12/08,1.40,1.76,1.29,1.70,2849000,4186930,+0.36,83
106/12/11,2.22,2.69,2.06,2.36,1684000,3670300,+0.66,80
106/12/12,2.68,3.10,2.37,2.66,733000,1910090,+0.30,50
106/12/13,2.51,2.61,2.24,2.30,281000,682670,-0.36,29
106/12/14,1.95,2.04,1.75,1.79,678000,1296080,-0.51,48
106/12/15,1.87,1.88,1.64,1.78,1154000,2090060,-0.01,47
106/12/18,1.76,2.11,1.64,2.09,2275000,4389330,+0.31,74
106/12/19,2.16,2.42,2.16,2.30,1327000,3048520,+0.21,69
106/12/20,2.25,2.45,2.19,2.19,943000,2164760,-0.11,40
106/12/21,2.18,2.23,2.00,2.00,235000,494810,-0.19,13
106/12/22,2.00,2.00,1.83,1.86,930000,1754560,-0.14,24
106/12/25,1.86,1.99,1.82,1.83,740000,1421270,-0.03,30
106/12/26,1.73,1.79,1.29,1.48,1406000,2243670,-0.35,59
106/12/27,1.49,1.49,1.33,1.37,1013000,1428350,-0.11,47
106/12/28,1.46,1.61,1.44,1.58,455000,689480,+0.21,23
106/12/29,1.60,1.66,1.41,1.44,732000,1134470,-0.14,24
107/01/02,1.48,1.50,1.37,1.49,1207000,1714450,+0.05,45
107/01/03,1.58,1.98,1.56,1.95,924000,1628350,+0.46,57
107/01/04,1.92,2.05,1.88,2.00,907000,1748140,+0.05,55
107/01/05,2.17,2.17,2.06,2.06,33000,68220,+0.06,5
107/01/08,1.88,1.88,1.83,1.83,110000,206300,-0.23,2
107/01/09,1.85,1.85,1.40,1.43,424000,645750,-0.40,29
107/01/10,1.34,1.34,1.17,1.19,403000,501620,-0.24,33
107/01/11,1.21,1.22,1.13,1.15,888000,1037780,-0.04,50
107/01/12,1.10,1.10,0.85,0.87,2170000,2111330,-0.28,99
107/01/15,0.85,1.06,0.75,1.01,2395000,2241650,+0.14,115
107/01/16,1.05,1.22,0.85,1.11,3169000,3561060,+0.10,82
107/01/17,1.08,1.18,1.07,1.15,1802000,2030800,+0.04,39
107/01/18,1.22,1.27,1.20,1.23,779000,955460,+0.08,34
107/01/19,1.18,1.18,0.89,0.91,496000,511690,-0.32,23
107/01/22,0.87,1.14,0.78,1.08,1107000,1059500,+0.17,37
107/01/23,0.99,1.04,0.90,0.90,781000,733410,-0.18,19
107/01/24,0.76,0.76,0.68,0.76,858000,603850,-0.14,32
107/01/25,0.68,0.80,0.59,0.59,410000,290420,-0.17,32
107/01/26,0.57,0.68,0.54,0.55,468000,280610,-0.04,31
