106/09/30,---,---,---,---,0,0,---,0
106/10/02,---,---,---,---,0,0,---,0
106/10/03,1.07,1.12,1.07,1.12,110000,118200,+0.03,2
106/10/05,1.04,1.10,1.04,1.10,555000,578600,-0.02,7
106/10/06,1.13,1.15,1.13,1.14,734000,836790,+0.04,6
106/10/11,1.05,1.07,1.04,1.06,459000,487400,-0.08,7
106/10/12,1.07,1.14,1.04,1.12,1170000,1288460,+0.06,23
106/10/13,1.13,1.16,1.12,1.16,1112000,1258410,+0.04,23
106/10/16,1.14,1.19,1.13,1.19,515000,596930,+0.03,11
106/10/17,1.18,1.19,1.15,1.15,478000,563920,-0.04,5
106/10/18,1.13,1.19,1.08,1.08,805000,923260,-0.07,13
106/10/19,1.05,1.09,1.05,1.08,761000,812190,0.00,13
106/10/20,1.09,1.11,1.09,1.10,193000,212130,+0.02,3
106/10/23,1.04,1.06,1.04,1.06,149000,155580,-0.04,3
106/10/24,---,---,---,---,0,0,---,0
106/10/25,1.06,1.07,1.06,1.07,738000,782460,0.00,6
106/10/26,1.10,1.12,1.08,1.12,1824000,2010960,+0.05,18
106/10/27,1.11,1.23,1.09,1.23,1537000,1726620,+0.11,26
106/10/30,1.17,1.23,1.17,1.23,1221000,1456950,0.00,10
106/10/31,1.15,1.17,1.13,1.13,480000,556330,-0.10,4
106/11/01,1.07,1.07,1.07,1.07,30000,32100,-0.06,1
106/11/02,1.14,1.16,1.14,1.15,293000,335300,+0.08,5
106/11/03,1.14,1.19,1.14,1.18,922000,1082100,+0.03,9
106/11/06,1.16,1.19,1.14,1.14,769000,893310,-0.04,10
106/11/07,1.14,1.16,1.14,1.16,262000,302120,+0.02,4
106/11/08,1.13,1.30,1.13,1.28,1567000,1892230,+0.12,30
106/11/09,1.26,1.36,1.22,1.36,1784000,2268750,+0.08,48
106/11/10,1.35,1.40,1.32,1.35,703000,954840,-0.01,31
106/11/13,1.28,1.38,1.28,1.37,974000,1302500,+0.02,13
106/11/14,1.35,1.37,1.33,1.34,928000,1249940,-0.03,16
