107/04/16,---,---,---,---,0,0,---,0
107/04/17,1.09,1.13,1.09,1.13,707000,789770,+0.10,15
107/04/18,1.10,1.19,1.09,1.19,842000,949770,+0.06,15
107/04/19,1.07,1.16,1.07,1.16,684000,760950,-0.03,16
107/04/20,1.10,1.10,1.10,1.10,119000,130900,-0.06,2
107/04/23,1.00,1.04,1.00,1.03,180000,183500,-0.07,4
107/04/24,0.78,0.91,0.78,0.91,577000,475070,-0.12,3
107/04/25,0.91,0.91,0.88,0.88,833000,740470,-0.03,5
107/04/26,0.87,0.87,0.86,0.86,384000,331520,-0.02,5
107/04/27,0.81,0.83,0.67,0.72,201000,159880,-0.14,5
107/04/30,0.74,0.77,0.73,0.77,78000,57680,+0.05,4
107/05/02,0.85,0.98,0.85,0.96,1277000,1175350,+0.19,28
107/05/03,0.88,0.90,0.88,0.88,1268000,1134080,-0.08,11
107/05/04,0.76,0.78,0.76,0.76,183000,139170,-0.12,8
107/05/07,0.68,0.68,0.66,0.66,132000,87400,-0.10,2
107/05/08,0.73,0.81,0.73,0.81,767000,591370,+0.15,11
107/05/09,0.74,0.80,0.74,0.80,1371000,1059010,-0.01,19
107/05/10,0.75,0.84,0.75,0.84,757000,599950,+0.04,17
107/05/11,0.89,0.96,0.88,0.95,730000,675750,+0.11,23
107/05/14,0.89,1.02,0.88,1.02,1227000,1161890,+0.07,25
107/05/15,0.97,1.02,0.97,1.02,786000,778560,0.00,16
107/05/16,0.94,0.97,0.94,0.96,163000,155060,-0.06,5
107/05/17,0.98,1.03,0.98,1.00,499000,507930,+0.04,9
107/05/18,1.04,1.04,0.99,1.00,223000,231030,0.00,6
107/05/21,1.01,1.01,0.98,0.98,144000,145290,-0.02,3
107/05/22,0.98,1.01,0.98,1.01,285000,279510,+0.03,4
107/05/23,0.96,1.05,0.96,1.02,577000,586980,+0.01,10
107/05/24,0.90,0.93,0.89,0.89,665000,606360,-0.13,15
107/05/25,0.88,1.03,0.88,1.01,648000,604510,+0.12,19
107/05/28,1.00,1.00,0.97,1.00,779000,761860,-0.01,14
107/05/29,1.11,1.18,1.06,1.06,818000,932820,+0.06,20
107/05/30,0.91,0.91,0.87,0.90,438000,383020,-0.16,9
107/05/31,0.92,0.92,0.92,0.92,4000,3680,+0.02,1
107/06/01,0.80,0.85,0.80,0.85,763000,624640,-0.07,7
107/06/04,0.87,0.96,0.87,0.94,972000,872820,+0.09,16
107/06/05,0.95,0.99,0.93,0.94,372000,360490,0.00,9
107/06/06,0.96,1.13,0.95,1.07,657000,653110,+0.13,32
107/06/07,1.11,1.11,1.01,1.02,585000,620000,-0.05,13
107/06/08,1.00,1.03,0.99,1.00,133000,133860,-0.02,9
107/06/11,0.99,0.99,0.90,0.93,82000,80650,-0.07,6
107/06/12,0.86,0.92,0.86,0.92,176000,159600,-0.01,5
107/06/13,0.82,0.88,0.82,0.84,557000,480100,-0.08,20
107/06/14,0.79,0.94,0.79,0.86,1011000,883610,+0.02,28
107/06/15,0.87,0.88,0.82,0.88,461000,393630,+0.02,10
107/06/19,0.83,0.83,0.80,0.80,213000,173000,-0.08,3
107/06/20,0.78,0.82,0.74,0.82,150000,117250,+0.02,8
