106/11/07,---,---,---,---,0,0,---,0
106/11/08,0.91,0.92,0.91,0.92,23000,20960,-0.31,2
106/11/09,0.90,0.94,0.90,0.90,242000,225980,-0.02,8
106/11/10,0.90,0.96,0.90,0.96,276000,251360,+0.06,6
106/11/13,0.98,0.98,0.98,0.98,5000,4900,+0.02,1
106/11/14,0.95,0.96,0.93,0.96,35000,32710,-0.02,5
106/11/15,0.93,0.93,0.90,0.93,50000,46160,-0.03,5
106/11/16,0.91,0.91,0.91,0.91,2000,1820,-0.02,2
106/11/17,0.96,1.01,0.96,0.97,103000,100250,+0.06,7
106/11/20,0.93,0.93,0.89,0.89,72000,65050,-0.08,6
106/11/21,0.88,0.88,0.88,0.88,2000,1760,-0.01,1
106/11/22,---,---,---,---,0,0,---,0
106/11/23,---,---,---,---,0,0,---,0
106/11/24,0.92,0.92,0.92,0.92,115000,105800,+0.05,3
106/11/27,1.02,1.11,1.01,1.03,756000,789830,+0.11,22
106/11/28,1.02,1.04,0.98,1.04,673000,688650,+0.01,12
106/11/29,1.03,1.05,1.03,1.04,19000,19800,0.00,4
106/11/30,0.99,0.99,0.99,0.99,5000,4950,-0.05,1
106/12/01,0.97,0.97,0.86,0.92,187000,173770,-0.07,5
106/12/04,0.95,0.95,0.88,0.88,240000,214710,-0.04,21
106/12/05,0.99,0.99,0.90,0.90,109000,107100,+0.02,2
106/12/06,0.86,0.86,0.81,0.82,109000,89460,-0.08,4
106/12/07,0.79,0.79,0.71,0.71,47000,36240,-0.11,4
106/12/08,0.79,0.86,0.77,0.82,260000,213160,+0.11,6
106/12/11,0.83,0.85,0.79,0.80,310000,254080,-0.02,20
106/12/12,0.77,0.77,0.77,0.77,7000,5390,-0.03,1
106/12/13,0.72,0.75,0.72,0.75,241000,177750,-0.02,6
106/12/14,0.80,0.80,0.78,0.78,125000,99960,+0.03,2
106/12/15,0.70,0.70,0.69,0.69,118000,81600,-0.09,2
106/12/18,0.65,0.65,0.65,0.65,9000,5850,-0.04,1
106/12/19,0.72,0.72,0.66,0.66,129000,91640,+0.01,4
106/12/20,0.67,0.67,0.66,0.66,120000,80250,0.00,3
106/12/21,0.68,0.68,0.67,0.67,133000,89440,+0.01,2
106/12/22,0.66,0.66,0.66,0.66,147000,97020,-0.01,2
106/12/25,0.68,0.81,0.68,0.81,1252000,940750,+0.15,29
106/12/26,0.83,0.84,0.75,0.75,845000,693340,-0.06,28
106/12/27,0.80,0.80,0.78,0.80,640000,506900,+0.05,8
106/12/28,0.79,0.86,0.78,0.78,603000,480440,-0.02,8
106/12/29,0.78,0.79,0.76,0.76,308000,241340,-0.02,5
107/01/02,0.77,0.80,0.77,0.80,220000,172800,+0.04,4
107/01/03,0.80,0.80,0.75,0.79,358000,277710,-0.01,6
107/01/04,0.75,0.76,0.75,0.75,273000,204780,-0.04,6
107/01/05,0.82,0.84,0.82,0.82,318000,264860,+0.07,8
107/01/08,0.79,0.80,0.79,0.79,262000,207920,-0.03,4
107/01/09,0.68,0.68,0.63,0.68,92000,60410,-0.11,7
107/01/10,---,---,---,---,0,0,---,0
107/01/11,0.74,0.74,0.73,0.73,55000,40200,+0.05,2
107/01/12,0.74,0.75,0.71,0.75,68000,50160,+0.02,3
107/01/15,0.76,0.80,0.76,0.80,390000,303000,+0.05,8
107/01/16,0.75,0.78,0.75,0.78,500000,381500,-0.02,8
107/01/17,0.78,0.78,0.77,0.78,184000,143420,0.00,8
107/01/18,0.79,0.89,0.79,0.86,1390000,1165230,+0.08,32
107/01/19,0.88,0.88,0.83,0.85,1540000,1330530,-0.01,54
107/01/22,0.80,0.87,0.80,0.86,313000,266190,+0.01,10
107/01/23,0.86,0.86,0.82,0.85,527000,444500,-0.01,16
107/01/24,0.88,0.94,0.84,0.85,799000,696340,0.00,37
107/01/25,0.83,0.83,0.79,0.79,401000,327440,-0.06,19
107/01/26,---,---,---,---,0,0,---,0
107/01/29,0.78,0.78,0.78,0.78,5000,3900,+0.03,1
107/01/30,0.74,0.74,0.73,0.74,81000,59530,-0.04,8
107/01/31,0.74,0.74,0.74,0.74,100000,74000,0.00,1
107/02/01,0.76,0.83,0.74,0.82,775000,618000,+0.08,21
107/02/02,0.82,0.92,0.81,0.81,866000,745990,-0.01,70
107/02/05,0.72,0.82,0.71,0.81,486000,354980,0.00,27
107/02/06,0.73,0.73,0.60,0.60,563000,372830,-0.21,27
107/02/07,0.75,0.78,0.72,0.73,364000,272890,+0.13,14
107/02/08,0.75,0.76,0.70,0.72,347000,257930,-0.01,15
107/02/09,0.60,0.64,0.60,0.63,113000,69390,-0.09,15
107/02/12,0.63,0.63,0.61,0.61,112000,69230,-0.02,12
107/02/21,0.65,0.65,0.63,0.64,89000,56110,+0.03,11
107/02/22,0.70,0.70,0.69,0.70,141000,98100,+0.06,3
107/02/23,0.70,0.77,0.70,0.76,311000,228610,+0.06,12
107/02/26,0.78,0.96,0.77,0.95,3604000,3128030,+0.19,129
107/02/27,0.98,0.98,0.90,0.90,1340000,1236190,-0.05,97
107/03/01,0.90,0.98,0.87,0.98,3846000,3520880,+0.08,116
107/03/02,0.96,1.06,0.93,0.98,4203000,4229750,0.00,160
107/03/05,1.01,1.09,0.95,1.05,2872000,2887240,+0.07,103
107/03/06,1.10,1.10,0.98,1.03,1746000,1806160,-0.02,62
107/03/07,1.05,1.10,0.94,0.94,1832000,1853590,-0.09,72
107/03/08,0.94,1.11,0.94,1.11,1771000,1857920,+0.17,77
107/03/09,1.13,1.19,1.05,1.05,2296000,2531260,-0.06,97
107/03/12,1.07,1.07,0.99,1.03,3043000,3080490,-0.02,76
107/03/13,1.02,1.02,0.90,0.91,2152000,2046480,-0.12,95
107/03/14,0.91,0.96,0.85,0.96,2435000,2160270,+0.05,73
107/03/15,0.95,0.98,0.92,0.96,759000,719840,0.00,33
107/03/16,0.92,0.93,0.89,0.89,1015000,919160,-0.07,30
107/03/19,0.89,0.93,0.84,0.84,1835000,1608640,-0.05,43
107/03/20,0.82,0.82,0.74,0.75,1104000,852570,-0.09,46
107/03/21,0.75,0.75,0.68,0.70,954000,669760,-0.05,25
107/03/22,0.72,0.72,0.66,0.66,500000,344850,-0.04,13
107/03/23,0.61,0.74,0.61,0.67,1220000,819910,+0.01,34
107/03/26,0.66,0.67,0.66,0.66,929000,618680,-0.01,25
107/03/27,0.67,0.67,0.65,0.66,589000,389030,0.00,13
107/03/28,0.64,0.75,0.64,0.72,735000,530960,+0.06,28
107/03/29,0.73,0.73,0.69,0.69,346000,249090,-0.03,28
107/03/30,0.69,0.69,0.64,0.68,838000,554160,-0.01,39
107/03/31,0.71,0.74,0.67,0.67,931000,651750,-0.01,29
107/04/02,0.71,0.71,0.66,0.66,643000,437840,-0.01,21
107/04/03,0.63,0.64,0.62,0.63,345000,217000,-0.03,12
107/04/09,0.63,0.63,0.54,0.55,959000,539380,-0.08,19
107/04/10,0.57,0.57,0.54,0.56,620000,345220,+0.01,12
107/04/11,0.55,0.59,0.55,0.57,347000,200100,+0.01,8
107/04/12,0.60,0.60,0.58,0.58,137000,81530,+0.01,5
107/04/13,0.57,0.57,0.51,0.51,388000,211260,-0.07,13
107/04/16,0.49,0.49,0.43,0.44,918000,404720,-0.07,13
107/04/17,0.43,0.43,0.40,0.40,468000,194380,-0.04,9
107/04/18,0.39,0.42,0.39,0.42,467000,188370,+0.02,10
107/04/19,0.44,0.46,0.44,0.45,240000,110160,+0.03,8
107/04/20,0.41,0.44,0.41,0.43,110000,46190,-0.02,5
107/04/23,0.43,0.44,0.39,0.39,345000,136930,-0.04,7
107/04/24,0.35,0.36,0.31,0.32,773000,266110,-0.07,12
107/04/25,0.32,0.33,0.29,0.29,636000,197440,-0.03,9
107/04/26,0.35,0.35,0.33,0.33,574000,192500,+0.04,6
107/04/27,0.33,0.34,0.28,0.30,448000,132530,-0.03,8
107/04/30,0.28,0.32,0.28,0.31,485000,152580,+0.01,8
107/05/02,0.34,0.35,0.32,0.35,117000,37760,+0.04,4
107/05/03,0.38,0.41,0.38,0.40,257000,100580,+0.05,12
107/05/04,0.37,0.37,0.36,0.36,61000,22360,-0.04,3
107/05/07,---,---,---,---,0,0,---,0
107/05/08,0.36,0.38,0.36,0.38,7000,2580,+0.02,3
107/05/09,0.37,0.37,0.37,0.37,4000,1480,-0.01,2
107/05/10,---,---,---,---,0,0,---,0
107/05/11,0.41,0.42,0.40,0.42,557000,229810,+0.08,10
107/05/14,0.38,0.40,0.34,0.38,555000,208280,-0.04,23
107/05/15,0.36,0.36,0.30,0.30,52000,16410,-0.08,4
107/05/16,0.31,0.32,0.31,0.32,107000,34170,+0.02,3
107/05/17,0.28,0.30,0.28,0.30,181000,52370,-0.02,3
107/05/18,0.29,0.29,0.27,0.27,112000,32010,-0.03,3
107/05/21,0.27,0.30,0.27,0.30,383000,106400,+0.03,6
107/05/22,0.34,0.38,0.32,0.37,253000,86620,+0.07,7
107/05/23,0.32,0.32,0.31,0.31,5000,1590,-0.06,2
107/05/24,---,---,---,---,0,0,---,0
107/05/25,0.35,0.40,0.35,0.39,230000,89500,+0.08,5
107/05/28,0.41,0.50,0.36,0.48,528000,245210,+0.09,16
107/05/29,0.52,0.55,0.48,0.48,363000,188960,0.00,11
107/05/30,0.48,0.54,0.48,0.54,475000,247940,+0.06,8
107/05/31,0.55,0.55,0.46,0.46,708000,341100,-0.08,13
107/06/01,0.41,0.43,0.41,0.43,203000,86250,-0.03,4
107/06/04,0.47,0.47,0.42,0.42,118000,54650,-0.01,3
107/06/05,0.38,0.38,0.31,0.32,310000,106160,-0.10,6
107/06/06,0.32,0.37,0.32,0.35,851000,298360,+0.03,11
107/06/07,0.34,0.34,0.30,0.30,900000,302000,-0.05,9
107/06/08,0.24,0.26,0.24,0.25,1180000,294700,-0.05,6
107/06/11,0.22,0.22,0.22,0.22,6000,1320,-0.03,1
107/06/12,0.23,0.23,0.23,0.23,1000,230,+0.01,1
107/06/13,---,---,---,---,0,0,---,0
107/06/14,0.19,0.19,0.17,0.17,91000,17270,-0.03,2
107/06/15,0.15,0.15,0.14,0.14,900000,129000,-0.03,4
107/06/19,0.14,0.14,0.14,0.14,10000,1400,0.00,2
107/06/20,---,---,---,---,0,0,---,0
107/06/21,0.07,0.07,0.07,0.07,40000,2800,-0.02,1
107/06/22,0.09,0.09,0.09,0.09,40000,3600,+0.02,2
107/06/25,0.10,0.10,0.10,0.10,3000,300,+0.01,1
107/06/26,0.05,0.05,0.05,0.05,60000,3000,-0.05,2
107/06/27,---,---,---,---,0,0,---,0
107/06/28,---,---,---,---,0,0,---,0
107/06/29,---,---,---,---,0,0,---,0
107/07/02,---,---,---,---,0,0,---,0
107/07/03,---,---,---,---,0,0,---,0
107/07/04,0.02,0.04,0.02,0.04,130000,4200,+0.02,3
