107/05/07,0.99,0.99,0.99,0.99,50000,49500,-0.18,1
107/05/08,---,---,---,---,0,0,---,0
107/05/09,1.00,1.00,1.00,1.00,20000,20000,+0.03,2
107/05/10,1.07,1.07,1.07,1.07,30000,32100,+0.07,1
107/05/11,---,---,---,---,0,0,---,0
107/05/14,1.09,1.09,1.09,1.09,2000,2180,+0.02,1
107/05/15,1.07,1.07,1.07,1.07,10000,10700,-0.02,1
107/05/16,1.09,1.22,1.09,1.18,652000,746110,+0.11,20
107/05/17,1.18,1.18,1.11,1.12,716000,808790,-0.06,26
107/05/18,1.13,1.13,1.10,1.10,134000,147700,-0.02,5
107/05/21,1.12,1.12,1.12,1.12,2000,2240,+0.02,1
107/05/22,---,---,---,---,0,0,---,0
107/05/23,1.09,1.09,1.07,1.07,116000,126120,-0.02,2
107/05/24,1.07,1.07,1.05,1.05,286000,302300,-0.02,5
107/05/25,1.03,1.03,1.03,1.03,100000,103000,-0.02,1
107/05/28,1.05,1.05,1.05,1.05,100000,105000,+0.02,1
107/05/29,1.04,1.04,1.02,1.02,110000,114200,-0.03,2
107/05/30,1.00,1.00,1.00,1.00,4000,4000,-0.02,1
107/05/31,1.08,1.09,1.04,1.04,296000,317280,+0.04,6
107/06/01,1.00,1.01,1.00,1.01,179000,180780,-0.03,2
107/06/04,1.10,1.11,1.07,1.08,526000,574310,+0.07,29
107/06/05,1.09,1.09,1.03,1.04,401000,426700,-0.04,28
107/06/06,1.08,1.08,1.05,1.06,564000,597460,+0.02,12
107/06/07,1.08,1.10,1.06,1.08,753000,811980,+0.02,23
107/06/08,1.04,1.05,1.03,1.05,273000,281900,-0.03,8
107/06/11,1.12,1.21,1.08,1.21,1880000,2196710,+0.16,62
107/06/12,1.19,1.30,1.17,1.17,1704000,2130490,-0.04,63
107/06/13,1.19,1.19,1.15,1.17,716000,842110,0.00,16
107/06/14,1.17,1.17,1.12,1.14,350000,402180,-0.03,18
107/06/15,1.13,1.28,1.12,1.22,695000,828360,+0.08,25
107/06/19,1.17,1.19,1.15,1.16,622000,719840,-0.06,35
107/06/20,1.14,1.14,1.05,1.09,204000,224000,-0.07,16
107/06/21,1.12,1.23,1.09,1.17,2500000,2869770,+0.08,65
107/06/22,1.14,1.23,1.12,1.17,775000,915270,0.00,58
107/06/25,1.19,1.24,1.12,1.15,2144000,2491660,-0.02,113
107/06/26,1.10,1.20,1.09,1.18,3399000,3847050,+0.03,159
107/06/27,1.21,1.24,1.15,1.17,6604000,7936170,-0.01,248
107/06/28,1.16,1.16,1.00,1.00,1468000,1565580,-0.17,52
107/06/29,1.03,1.06,1.03,1.03,125000,131080,+0.03,17
107/07/02,1.04,1.04,1.00,1.00,112000,115470,-0.03,8
107/07/03,1.02,1.02,0.98,1.00,29000,29000,0.00,4
107/07/04,0.96,0.97,0.95,0.96,99000,94830,-0.04,8
107/07/05,0.94,0.96,0.85,0.85,145000,134100,-0.11,9
107/07/06,0.84,0.85,0.80,0.85,437000,366900,0.00,11
107/07/09,0.87,1.01,0.87,0.99,514000,484600,+0.14,14
107/07/10,1.33,1.33,1.19,1.30,1153000,1460530,+0.31,50
