106/10/05,---,---,---,---,0,0,---,0
106/10/06,---,---,---,---,0,0,---,0
106/10/11,0.92,0.92,0.86,0.89,281000,253690,-0.02,6
106/10/12,0.84,0.85,0.83,0.83,280000,235360,-0.06,8
106/10/13,0.85,0.88,0.82,0.82,280000,240100,-0.01,5
106/10/16,0.80,0.80,0.78,0.79,279000,219760,-0.03,6
106/10/17,0.82,0.92,0.82,0.85,789000,693160,+0.06,14
106/10/18,0.81,0.81,0.74,0.75,674000,506010,-0.10,9
106/10/19,0.80,0.80,0.78,0.78,286000,226680,+0.03,4
106/10/20,0.72,0.76,0.71,0.75,396000,293460,-0.03,11
106/10/23,0.79,0.82,0.78,0.78,220000,174300,+0.03,7
106/10/24,0.78,0.78,0.76,0.76,200000,154000,-0.02,4
106/10/25,0.78,0.80,0.78,0.80,215000,171000,+0.04,5
106/10/26,0.77,0.79,0.77,0.78,325000,252850,-0.02,5
106/10/27,0.77,0.77,0.70,0.70,220000,162200,-0.08,6
106/10/30,---,---,---,---,0,0,---,0
106/10/31,0.59,0.59,0.59,0.59,30000,17700,-0.01,1
106/11/01,0.63,0.67,0.63,0.64,220000,142700,+0.05,8
106/11/02,0.62,0.63,0.58,0.59,284000,172820,-0.05,7
106/11/03,0.57,0.57,0.54,0.54,50000,28200,-0.05,2
106/11/06,0.55,0.55,0.55,0.55,30000,16500,+0.01,1
106/11/07,---,---,---,---,0,0,---,0
106/11/08,---,---,---,---,0,0,---,0
106/11/09,---,---,---,---,0,0,---,0
106/11/10,0.52,0.52,0.52,0.52,75000,39000,+0.05,1
106/11/13,0.51,0.51,0.51,0.51,75000,38250,-0.01,2
106/11/14,---,---,---,---,0,0,---,0
106/11/15,0.47,0.47,0.47,0.47,50000,23500,-0.02,1
106/11/16,0.60,0.60,0.60,0.60,10000,6000,+0.13,1
106/11/17,0.56,0.56,0.55,0.55,280000,155800,-0.05,2
106/11/20,0.56,0.57,0.56,0.56,180000,101600,+0.01,3
106/11/21,0.58,0.58,0.58,0.58,180000,104400,+0.02,1
106/11/22,0.59,0.61,0.56,0.61,315000,183950,+0.03,7
106/11/23,0.55,0.56,0.54,0.56,100000,54900,-0.05,3
106/11/24,0.55,0.72,0.55,0.67,118000,71040,+0.11,6
106/11/27,0.65,0.78,0.63,0.71,409000,285240,+0.04,17
106/11/28,0.70,0.80,0.70,0.74,385000,298850,+0.03,12
106/11/29,0.77,0.78,0.75,0.75,196000,152060,+0.01,8
106/11/30,0.72,0.76,0.68,0.71,624000,436990,-0.04,13
106/12/01,0.75,0.75,0.54,0.62,1106000,729120,-0.09,15
106/12/04,0.61,0.61,0.60,0.60,125000,75400,-0.02,2
106/12/05,0.55,0.55,0.55,0.55,100000,55000,-0.05,1
106/12/06,0.55,0.56,0.55,0.56,150000,83600,+0.01,4
106/12/07,0.51,0.51,0.51,0.51,50000,25500,-0.05,1
106/12/08,0.50,0.57,0.50,0.57,153000,81290,+0.06,3
106/12/11,0.56,0.65,0.54,0.62,433000,259620,+0.05,11
106/12/12,0.59,0.59,0.56,0.56,300000,173000,-0.06,6
106/12/13,0.55,0.55,0.55,0.55,100000,55000,-0.01,1
106/12/14,0.56,0.58,0.56,0.58,300000,170000,+0.03,3
106/12/15,0.49,0.50,0.48,0.50,200000,98400,-0.08,5
106/12/18,0.49,0.63,0.49,0.63,237000,140390,+0.13,6
106/12/19,0.61,0.63,0.58,0.58,318000,194320,-0.05,5
106/12/20,0.59,0.59,0.56,0.56,127000,74880,-0.02,4
106/12/21,0.57,0.59,0.57,0.57,325000,187000,+0.01,4
106/12/22,0.57,0.73,0.55,0.73,694000,454570,+0.16,22
106/12/25,0.73,0.74,0.64,0.64,314000,224140,-0.09,11
106/12/26,---,---,---,---,0,0,---,0
106/12/27,0.55,0.56,0.55,0.56,272000,151000,+0.05,4
106/12/28,0.50,0.51,0.50,0.50,297000,148670,-0.06,6
106/12/29,0.53,0.55,0.50,0.50,110000,58250,0.00,4
107/01/02,0.50,0.50,0.49,0.49,105000,51850,-0.01,4
107/01/03,0.53,0.60,0.53,0.60,227000,128090,+0.11,8
107/01/04,0.65,0.67,0.62,0.64,341000,217630,+0.04,10
107/01/05,0.60,0.66,0.60,0.66,360000,230850,+0.02,8
107/01/08,0.85,0.85,0.78,0.81,1197000,973120,+0.15,34
107/01/09,0.81,0.81,0.63,0.69,193000,137860,-0.12,14
107/01/10,0.74,0.74,0.67,0.67,273000,194610,-0.02,9
107/01/11,0.70,0.73,0.65,0.65,808000,567920,-0.02,17
107/01/12,0.65,0.66,0.62,0.63,734000,477550,-0.02,12
107/01/15,0.65,0.65,0.56,0.56,37000,20910,-0.07,3
107/01/16,0.59,0.64,0.59,0.60,304000,185410,+0.04,8
107/01/17,0.56,0.57,0.54,0.54,254000,143540,-0.06,6
107/01/18,0.58,0.58,0.57,0.57,270000,155000,+0.03,4
107/01/19,0.54,0.60,0.54,0.60,235000,131450,+0.03,6
107/01/22,0.61,0.79,0.61,0.78,1380000,888830,+0.18,29
107/01/23,0.75,0.78,0.67,0.70,464000,345800,-0.08,20
107/01/24,0.70,0.84,0.70,0.76,902000,688210,+0.06,36
107/01/25,0.73,0.80,0.66,0.66,814000,600150,-0.10,21
107/01/26,0.61,0.61,0.57,0.59,138000,81160,-0.07,8
107/01/29,0.62,0.66,0.62,0.66,330000,207550,+0.07,6
107/01/30,0.61,0.61,0.59,0.59,335000,201270,-0.07,8
107/01/31,0.54,0.60,0.54,0.60,202000,119080,+0.01,3
107/02/01,0.60,0.64,0.58,0.60,322000,195880,0.00,12
107/02/02,0.60,0.66,0.58,0.61,607000,381640,+0.01,16
107/02/05,0.51,0.61,0.50,0.58,449000,231230,-0.03,10
107/02/06,0.45,0.45,0.37,0.38,111000,43650,-0.20,6
107/02/07,0.43,0.48,0.43,0.46,361000,166530,+0.08,8
107/02/08,0.46,0.46,0.27,0.37,510000,201800,-0.09,10
107/02/09,0.29,0.31,0.29,0.31,150000,46300,-0.06,4
107/02/12,0.39,0.39,0.38,0.38,70000,27000,+0.07,2
107/02/21,0.42,0.47,0.42,0.47,102000,47840,+0.09,2
107/02/22,0.45,0.47,0.44,0.47,200000,91500,0.00,6
107/02/23,0.56,0.56,0.49,0.49,199000,107740,+0.02,4
107/02/26,0.43,0.43,0.43,0.43,89000,38270,-0.06,1
107/02/27,0.37,0.37,0.36,0.36,170000,62200,-0.07,3
107/03/01,0.37,0.37,0.37,0.37,100000,37000,+0.01,1
107/03/02,0.36,0.37,0.36,0.37,110000,40600,0.00,2
107/03/05,0.41,0.47,0.39,0.39,435000,187850,+0.02,8
107/03/06,0.38,0.38,0.34,0.34,385000,141450,-0.05,12
107/03/07,0.31,0.31,0.29,0.29,60000,18200,-0.05,3
107/03/08,0.30,0.30,0.30,0.30,79000,23700,+0.01,3
107/03/09,0.29,0.29,0.29,0.29,64000,18560,-0.01,1
107/03/12,---,---,---,---,0,0,---,0
107/03/13,0.25,0.25,0.25,0.25,100000,25000,-0.02,1
107/03/14,0.26,0.26,0.26,0.26,20000,5200,+0.01,1
107/03/15,0.31,0.35,0.31,0.35,238000,80340,+0.09,3
107/03/16,0.29,0.29,0.28,0.28,138000,38740,-0.07,3
107/03/19,0.26,0.26,0.26,0.26,10000,2600,-0.02,1
107/03/20,0.33,0.36,0.33,0.36,32000,10620,+0.10,3
107/03/21,0.27,0.39,0.27,0.39,135000,47150,+0.03,6
107/03/22,0.48,0.70,0.48,0.55,536000,304420,+0.16,16
107/03/23,0.50,0.66,0.50,0.54,673000,398490,-0.01,16
107/03/26,0.53,0.53,0.40,0.40,264000,121400,-0.14,8
107/03/27,0.53,0.74,0.51,0.74,143000,79060,+0.34,8
107/03/28,0.67,0.67,0.61,0.61,117000,71430,-0.13,3
107/03/29,---,---,---,---,0,0,---,0
107/03/30,0.69,0.74,0.45,0.45,9000,5400,-0.12,3
107/03/31,0.34,0.34,0.34,0.34,3000,1020,-0.11,1
107/04/02,0.30,0.30,0.30,0.30,4000,1200,-0.04,1
