106/10/31,---,---,---,---,0,0,---,0
106/11/01,1.12,1.19,1.12,1.19,46000,52440,+0.03,5
106/11/02,1.15,1.21,1.15,1.20,163000,193720,+0.01,7
106/11/03,1.20,1.20,1.20,1.20,100000,120000,0.00,3
106/11/06,1.15,1.15,1.15,1.15,10000,11500,-0.05,1
106/11/07,1.17,1.17,1.17,1.17,10000,11700,+0.02,1
106/11/08,1.21,1.27,1.21,1.27,129000,156960,+0.10,5
106/11/09,1.26,1.27,1.25,1.27,140000,176400,0.00,4
106/11/10,1.34,1.34,1.33,1.33,17000,22710,+0.06,3
106/11/13,1.33,1.33,1.31,1.33,99000,131470,0.00,4
106/11/14,1.34,1.44,1.34,1.44,312000,433810,+0.11,18
106/11/15,1.49,1.52,1.48,1.52,211000,315050,+0.08,18
106/11/16,1.50,1.50,1.38,1.38,75000,107260,-0.14,8
106/11/17,1.36,1.36,1.36,1.36,8000,10880,-0.02,1
106/11/20,1.38,1.42,1.38,1.42,122000,172900,+0.06,5
106/11/21,1.42,1.48,1.42,1.48,137000,196260,+0.06,7
106/11/22,1.41,1.41,1.31,1.31,30000,41300,-0.17,4
106/11/23,1.40,1.40,1.30,1.30,25000,33700,-0.01,3
106/11/24,1.25,1.30,1.25,1.30,29000,37030,0.00,4
106/11/27,1.33,1.35,1.33,1.35,133000,179150,+0.05,7
106/11/28,1.33,1.38,1.33,1.38,220000,298100,+0.03,5
106/11/29,1.36,1.42,1.36,1.42,238000,331260,+0.04,13
106/11/30,1.42,1.42,1.42,1.42,10000,14200,0.00,1
106/12/01,1.46,1.46,1.40,1.40,143000,207940,-0.02,6
106/12/04,1.39,1.39,1.37,1.38,124000,171180,-0.02,5
106/12/05,1.42,1.55,1.42,1.55,202000,295580,+0.17,10
106/12/06,1.53,1.64,1.53,1.64,173000,270820,+0.09,16
106/12/07,1.66,1.75,1.65,1.75,358000,611550,+0.11,17
106/12/08,1.60,1.69,1.49,1.52,541000,891620,-0.23,23
106/12/11,1.46,1.46,1.41,1.41,254000,367420,-0.11,12
106/12/12,1.37,1.44,1.37,1.44,36000,51220,+0.03,4
106/12/13,1.40,1.40,1.39,1.40,40000,55980,-0.04,3
106/12/14,1.37,1.42,1.37,1.42,50000,69500,+0.02,5
106/12/15,1.45,1.50,1.45,1.50,74000,108900,+0.08,6
106/12/18,1.48,1.48,1.37,1.40,56000,79680,-0.10,10
106/12/19,1.42,1.46,1.42,1.46,29000,41880,+0.06,3
106/12/20,1.47,1.51,1.47,1.51,35000,51950,+0.05,4
106/12/21,1.47,1.47,1.47,1.47,20000,29400,-0.04,1
106/12/22,1.45,1.49,1.45,1.49,9000,13250,+0.02,2
106/12/25,1.37,1.37,1.37,1.37,4000,5480,-0.12,1
106/12/26,1.43,1.44,1.43,1.44,12000,17230,+0.07,2
106/12/27,1.40,1.43,1.40,1.43,21000,29560,-0.01,5
106/12/28,1.35,1.36,1.34,1.34,51000,68660,-0.09,6
106/12/29,1.30,1.30,1.30,1.30,40000,52000,-0.04,1
107/01/02,1.28,1.28,1.22,1.22,42000,52620,-0.08,2
107/01/03,1.10,1.15,1.10,1.13,100000,111640,-0.09,7
107/01/04,1.15,1.26,1.15,1.26,243000,297160,+0.13,9
107/01/05,1.16,1.23,1.16,1.20,267000,321150,-0.06,16
107/01/08,1.15,1.15,1.12,1.13,139000,159380,-0.07,5
107/01/09,1.06,1.07,1.06,1.07,22000,23440,-0.06,2
107/01/10,1.02,1.02,1.02,1.02,15000,15300,-0.05,2
107/01/11,1.00,1.03,1.00,1.03,20000,20300,+0.01,2
107/01/12,1.02,1.06,1.02,1.06,21000,21850,+0.03,3
107/01/15,1.01,1.02,1.01,1.02,14000,14180,-0.04,2
107/01/16,---,---,---,---,0,0,---,0
107/01/17,0.98,0.98,0.98,0.98,1000,980,-0.01,1
107/01/18,0.95,0.96,0.93,0.93,19000,17890,-0.05,4
107/01/19,0.93,0.95,0.93,0.95,20000,18800,+0.02,2
107/01/22,0.96,0.98,0.95,0.95,99000,96360,0.00,5
107/01/23,0.95,0.96,0.92,0.92,101000,95750,-0.03,3
107/01/24,0.92,0.95,0.92,0.95,20000,18700,+0.03,2
107/01/25,0.91,0.99,0.91,0.99,30000,28600,+0.04,3
107/01/26,1.00,1.00,0.90,0.90,40000,39000,-0.09,3
107/01/29,0.91,0.92,0.91,0.92,20000,18300,+0.02,2
107/01/30,0.93,1.00,0.93,1.00,155000,153300,+0.08,11
107/01/31,1.00,1.01,0.98,0.98,159000,156750,-0.02,7
107/02/01,0.96,0.99,0.96,0.99,40000,39100,+0.01,4
107/02/02,1.00,1.01,1.00,1.00,161000,162200,+0.01,7
107/02/05,1.15,1.15,1.02,1.07,333000,363760,+0.07,24
107/02/06,1.14,1.42,1.14,1.42,330000,396100,+0.35,18
107/02/07,1.24,1.27,1.24,1.27,130000,161500,-0.15,8
107/02/08,1.26,1.32,1.23,1.27,148000,187250,0.00,30
107/02/09,1.52,1.65,1.52,1.58,218000,343680,+0.31,29
107/02/12,1.43,1.43,1.43,1.43,44000,62920,-0.15,1
107/02/21,1.27,1.27,1.23,1.25,129000,162810,-0.18,10
107/02/22,1.19,1.33,1.17,1.30,204000,248660,+0.05,19
107/02/23,1.25,1.25,1.24,1.25,130000,162400,-0.05,7
107/02/26,1.17,1.25,1.17,1.25,40000,48700,0.00,4
107/02/27,1.13,1.17,1.13,1.16,65000,74900,-0.09,7
107/03/01,1.18,1.18,1.16,1.16,33000,38680,0.00,3
107/03/02,1.10,1.12,1.09,1.12,226000,252630,-0.04,4
107/03/05,1.08,1.08,1.02,1.04,38000,40000,-0.08,4
