107/03/02,---,---,---,---,0,0,---,0
107/03/05,1.25,1.29,1.25,1.29,947000,1213800,+0.04,9
107/03/06,1.24,1.24,1.21,1.21,947000,1164870,-0.08,7
107/03/07,---,---,---,---,0,0,---,0
107/03/08,---,---,---,---,0,0,---,0
107/03/09,1.08,1.08,1.02,1.02,16000,17160,-0.07,2
107/03/12,1.05,1.10,1.05,1.09,2252000,2434440,+0.07,28
107/03/13,1.10,1.23,1.05,1.17,3823000,4348570,+0.08,57
107/03/14,1.17,1.22,1.17,1.19,2239000,2657910,+0.02,59
107/03/15,1.19,1.19,1.14,1.14,589000,691000,-0.05,19
107/03/16,1.13,1.15,1.13,1.15,167000,190570,+0.01,7
107/03/19,1.18,1.25,1.15,1.22,1917000,2290210,+0.07,26
107/03/20,1.17,1.19,1.14,1.15,1880000,2188070,-0.07,41
107/03/21,1.16,1.17,1.16,1.17,17000,19880,+0.02,2
107/03/22,1.17,1.17,1.12,1.12,28000,32060,-0.05,2
107/03/23,1.09,1.09,1.05,1.05,118000,128100,-0.07,2
107/03/26,0.99,0.99,0.99,0.99,79000,78210,-0.06,1
107/03/27,1.00,1.00,0.99,0.99,346000,343330,0.00,6
107/03/28,0.97,0.97,0.93,0.93,296000,284390,-0.06,10
107/03/29,1.00,1.20,1.00,1.15,3889000,4307320,+0.22,58
107/03/30,1.26,1.47,1.21,1.44,7935000,10243250,+0.29,163
107/03/31,1.41,1.41,1.31,1.35,4444000,6103600,-0.09,81
107/04/02,1.39,1.43,1.27,1.27,742000,1012850,-0.08,15
107/04/03,1.20,1.32,1.18,1.32,591000,733050,+0.05,21
107/04/09,1.25,1.25,1.21,1.23,1520000,1863210,-0.09,17
107/04/10,1.20,1.23,1.17,1.18,1529000,1823050,-0.05,16
107/04/11,1.21,1.22,1.18,1.18,3082000,3718160,0.00,40
107/04/12,1.17,1.21,1.13,1.17,2532000,2966670,-0.01,69
107/04/13,1.16,1.16,1.08,1.08,994000,1140170,-0.09,13
107/04/16,1.10,1.10,1.02,1.08,1556000,1643120,0.00,8
107/04/17,1.00,1.00,0.93,0.94,1685000,1600890,-0.14,14
107/04/18,0.99,1.08,0.94,1.08,3244000,3192480,+0.14,28
107/04/19,1.08,1.17,1.05,1.08,4573000,5088330,0.00,49
107/04/20,1.05,1.17,0.98,1.05,4121000,4552290,-0.03,92
107/04/23,1.04,1.04,0.60,0.60,3065000,2856990,-0.45,91
107/04/24,0.44,0.57,0.44,0.55,1951000,1015300,-0.05,34
107/04/25,0.51,0.71,0.51,0.70,1763000,1119920,+0.15,26
107/04/26,0.65,0.77,0.65,0.67,2075000,1454810,-0.03,20
107/04/27,0.69,0.70,0.63,0.66,2537000,1680950,-0.01,23
