107/05/30,1.18,1.31,1.18,1.31,304000,367850,0.00,16
107/05/31,1.42,1.42,1.34,1.34,430000,595070,+0.03,38
107/06/01,1.27,1.31,1.22,1.27,126000,161470,-0.07,7
107/06/04,1.30,1.42,1.30,1.42,576000,782210,+0.15,20
107/06/05,1.35,1.35,1.25,1.25,596000,787930,-0.17,22
107/06/06,1.30,1.34,1.30,1.33,256000,340880,+0.08,9
107/06/07,1.44,1.50,1.41,1.45,214000,304540,+0.12,6
107/06/08,1.34,1.34,1.34,1.34,17000,22780,-0.11,1
107/06/11,1.38,1.41,1.37,1.37,275000,383110,+0.03,14
107/06/12,1.37,1.43,1.34,1.34,374000,520040,-0.03,18
107/06/13,1.36,1.36,1.25,1.25,100000,133020,-0.09,8
107/06/14,---,---,---,---,0,0,---,0
107/06/15,---,---,---,---,0,0,---,0
107/06/19,---,---,---,---,0,0,---,0
107/06/20,---,---,---,---,0,0,---,0
107/06/21,0.97,0.98,0.97,0.98,60000,58300,+0.03,2
107/06/22,0.98,0.98,0.98,0.98,50000,49000,0.00,1
107/06/25,---,---,---,---,0,0,---,0
107/06/26,0.81,0.83,0.81,0.83,111000,89930,+0.01,3
107/06/27,0.83,0.86,0.82,0.86,112000,92980,+0.03,5
107/06/28,---,---,---,---,0,0,---,0
107/06/29,---,---,---,---,0,0,---,0
107/07/02,0.86,0.88,0.86,0.88,7000,6140,+0.03,3
107/07/03,0.82,0.82,0.82,0.82,10000,8200,-0.06,2
107/07/04,0.66,0.72,0.66,0.68,114000,77840,-0.14,3
107/07/05,0.61,0.66,0.59,0.59,670000,412060,-0.09,15
107/07/06,0.64,0.64,0.59,0.59,652000,398020,0.00,13
107/07/09,0.61,0.61,0.58,0.58,252000,151270,-0.01,5
107/07/10,0.61,0.66,0.61,0.65,470000,305550,+0.07,8
107/07/11,0.58,0.60,0.57,0.60,360000,212300,-0.05,5
107/07/12,0.63,0.73,0.63,0.73,974000,674610,+0.13,17
107/07/13,0.74,0.77,0.71,0.77,1075000,792520,+0.04,29
107/07/16,0.71,0.71,0.68,0.68,111000,77980,-0.09,4
107/07/17,0.61,0.61,0.59,0.59,12000,7200,-0.09,2
107/07/18,0.56,0.56,0.56,0.56,16000,8960,-0.03,2
107/07/19,0.58,0.61,0.58,0.60,430000,252660,+0.04,9
107/07/20,0.57,0.58,0.54,0.54,428000,244130,-0.06,7
107/07/23,---,---,---,---,0,0,---,0
107/07/24,0.56,0.58,0.56,0.58,431000,244780,+0.04,9
107/07/25,0.57,0.58,0.56,0.57,524000,297620,-0.01,8
107/07/26,0.56,0.57,0.56,0.56,215000,121900,-0.01,4
107/07/27,0.59,0.59,0.57,0.59,124000,71060,+0.03,6
107/07/30,0.60,0.62,0.60,0.60,81000,49640,+0.01,7
107/07/31,0.54,0.54,0.54,0.54,50000,27000,-0.06,1
107/08/01,0.59,0.62,0.59,0.62,583000,358710,+0.08,11
107/08/02,0.61,0.61,0.56,0.56,585000,333580,-0.06,9
107/08/03,0.56,0.59,0.56,0.59,16000,9260,+0.03,2
107/08/06,0.60,0.64,0.60,0.64,277000,171840,+0.05,13
107/08/07,0.60,0.63,0.58,0.63,561000,340830,-0.01,15
107/08/08,0.79,0.82,0.75,0.82,708000,551000,+0.19,21
107/08/09,0.74,0.79,0.71,0.78,520000,392090,-0.04,19
107/08/10,0.81,0.90,0.78,0.83,332000,279630,+0.05,18
107/08/13,0.75,0.75,0.70,0.70,209000,149020,-0.13,11
107/08/14,0.69,0.76,0.65,0.76,233000,160250,+0.06,7
107/08/15,0.75,0.75,0.70,0.70,134000,98000,-0.06,7
107/08/16,0.70,0.85,0.70,0.85,649000,485280,+0.15,9
107/08/17,0.88,0.93,0.86,0.86,690000,623290,+0.01,17
107/08/20,0.81,0.81,0.77,0.78,31000,24370,-0.08,4
107/08/21,0.82,0.88,0.82,0.86,1408000,1197940,+0.08,18
107/08/22,0.88,0.90,0.83,0.83,1509000,1304250,-0.03,27
107/08/23,0.83,0.84,0.77,0.77,200000,161000,-0.06,4
