106/12/28,1.01,1.01,1.01,1.01,80000,80800,0.00,1
106/12/29,1.03,1.05,0.97,1.05,265000,268740,+0.04,10
107/01/02,0.99,1.19,0.99,1.17,1037000,1105150,+0.12,47
107/01/03,1.10,1.10,1.06,1.07,713000,773400,-0.10,46
107/01/04,0.98,1.02,0.97,0.98,44000,43590,-0.09,9
107/01/05,0.98,1.00,0.95,0.95,301000,297460,-0.03,12
107/01/08,0.96,0.99,0.86,0.86,438000,420180,-0.09,11
107/01/09,0.87,0.87,0.74,0.77,507000,402690,-0.09,19
107/01/10,0.81,0.81,0.79,0.79,328000,262440,+0.02,8
107/01/11,0.77,0.77,0.74,0.74,295000,226600,-0.05,6
107/01/12,0.78,0.81,0.78,0.80,183000,146670,+0.06,5
107/01/15,0.79,0.80,0.75,0.75,94000,73240,-0.05,11
107/01/16,0.76,0.77,0.75,0.77,42000,32020,+0.02,6
107/01/17,0.78,0.78,0.76,0.76,300000,228900,-0.01,9
107/01/18,0.77,0.82,0.76,0.82,471000,371170,+0.06,16
107/01/19,0.83,0.85,0.77,0.77,191000,158280,-0.05,18
107/01/22,0.72,0.73,0.61,0.61,546000,356850,-0.16,11
107/01/23,0.60,0.60,0.56,0.56,504000,301570,-0.05,10
107/01/24,0.58,0.59,0.58,0.59,14000,8160,+0.03,2
107/01/25,0.61,0.61,0.57,0.58,74000,44140,-0.01,17
107/01/26,0.62,0.71,0.62,0.66,1661000,1075000,+0.08,20
107/01/29,0.65,0.67,0.62,0.62,1773000,1134690,-0.04,29
107/01/30,0.60,0.60,0.54,0.54,205000,114020,-0.08,16
107/01/31,0.56,0.63,0.56,0.62,1148000,690160,+0.08,14
107/02/01,0.62,0.63,0.58,0.58,1169000,713270,-0.04,22
107/02/02,0.62,0.62,0.57,0.57,97000,55490,-0.01,4
107/02/05,0.49,0.49,0.49,0.49,5000,2450,-0.08,1
107/02/06,0.45,0.45,0.34,0.34,51000,21050,-0.15,3
107/02/07,0.36,0.38,0.36,0.38,360000,136400,+0.04,2
107/02/08,0.37,0.39,0.37,0.38,340000,129000,0.00,7
107/02/09,---,---,---,---,0,0,---,0
107/02/12,---,---,---,---,0,0,---,0
