106/12/19,---,---,---,---,0,0,---,0
106/12/20,1.21,1.21,1.21,1.21,105000,127050,+0.02,2
106/12/21,1.20,1.26,1.20,1.26,1167000,1440370,+0.05,12
106/12/22,1.24,1.31,1.23,1.30,1716000,2178490,+0.04,21
106/12/25,1.30,1.31,1.25,1.29,930000,1200170,-0.01,30
106/12/26,1.34,1.51,1.34,1.42,1155000,1615970,+0.13,23
106/12/27,1.41,1.50,1.41,1.48,2088000,3001120,+0.06,36
106/12/28,1.42,1.44,1.36,1.36,1175000,1649980,-0.12,35
106/12/29,1.33,1.41,1.33,1.39,356000,487740,+0.03,7
107/01/02,1.40,1.46,1.38,1.38,355000,505890,-0.01,17
107/01/03,1.32,1.33,1.16,1.20,540000,684440,-0.18,16
107/01/04,1.18,1.18,1.15,1.17,114000,133940,-0.03,5
107/01/05,1.10,1.16,1.10,1.16,327000,368820,-0.01,7
107/01/08,1.17,1.21,1.17,1.21,192000,229690,+0.05,6
107/01/09,1.19,1.38,1.19,1.36,676000,845000,+0.15,15
107/01/10,1.34,1.48,1.32,1.46,989000,1376930,+0.10,38
107/01/11,1.48,1.48,1.40,1.45,881000,1274610,-0.01,30
107/01/12,1.45,1.62,1.45,1.62,1291000,1975840,+0.17,42
107/01/15,1.66,1.68,1.47,1.47,1804000,2880010,-0.15,62
107/01/16,1.08,1.47,1.08,1.44,597000,851850,-0.03,19
107/01/17,1.46,1.46,1.39,1.40,161000,225760,-0.04,10
107/01/18,1.35,1.39,1.35,1.39,133000,179820,-0.01,7
107/01/19,1.37,1.52,1.37,1.51,971000,1425090,+0.12,27
107/01/22,1.54,1.57,1.38,1.39,1178000,1795550,-0.12,31
107/01/23,1.42,1.51,1.42,1.51,415000,614990,+0.12,16
107/01/24,1.60,1.63,1.57,1.60,835000,1339250,+0.09,32
107/01/25,1.61,1.67,1.52,1.67,811000,1306440,+0.07,30
107/01/26,1.72,1.72,1.63,1.68,531000,897050,+0.01,24
107/01/29,1.65,1.66,1.63,1.63,159000,259970,-0.05,9
107/01/30,1.47,1.53,1.41,1.53,303000,448080,-0.10,14
107/01/31,1.56,1.56,1.43,1.43,183000,271430,-0.10,5
107/02/01,1.39,1.47,1.39,1.43,464000,665270,0.00,10
107/02/02,1.39,1.40,1.39,1.39,312000,433780,-0.04,4
107/02/05,1.45,1.48,1.45,1.47,78000,114890,+0.08,7
107/02/06,1.77,1.77,1.58,1.69,289000,470390,+0.22,10
107/02/07,1.49,1.59,1.43,1.59,586000,893480,-0.10,20
107/02/08,1.53,1.70,1.53,1.67,549000,913240,+0.08,17
107/02/09,1.83,1.85,1.53,1.59,831000,1445160,-0.08,16
107/02/12,1.53,1.56,1.49,1.56,593000,898260,-0.03,8
107/02/21,1.46,1.46,1.37,1.37,134000,191230,-0.19,6
107/02/22,1.34,1.34,1.34,1.34,20000,26800,-0.03,1
107/02/23,1.30,1.30,1.29,1.29,87000,112300,-0.05,3
107/02/26,1.29,1.29,1.26,1.26,132000,169590,-0.03,4
107/02/27,1.17,1.22,1.17,1.22,166000,196470,-0.04,6
107/03/01,1.24,1.24,1.20,1.20,16000,19430,-0.02,3
107/03/02,1.23,1.27,1.23,1.27,604000,749060,+0.07,13
107/03/05,1.24,1.39,1.24,1.39,966000,1254260,+0.12,25
107/03/06,1.32,1.32,1.22,1.23,827000,1077170,-0.16,20
107/03/07,1.26,1.26,1.20,1.20,55000,67100,-0.03,4
107/03/08,1.18,1.18,1.09,1.11,56000,63060,-0.09,5
107/03/09,1.07,1.13,1.07,1.13,39000,43160,+0.02,4
107/03/12,0.96,0.96,0.90,0.90,215000,200330,-0.23,7
107/03/13,0.79,0.79,0.72,0.74,677000,513180,-0.16,10
107/03/14,0.74,0.76,0.73,0.75,37000,27420,+0.01,4
107/03/15,0.73,0.73,0.69,0.69,30000,21450,-0.06,4
107/03/16,0.71,0.71,0.71,0.71,127000,90170,+0.02,1
107/03/19,0.67,0.67,0.67,0.67,137000,91790,-0.04,3
107/03/20,0.77,0.77,0.70,0.70,84000,59740,+0.03,5
107/03/21,0.66,0.68,0.66,0.68,33000,22180,-0.02,3
107/03/22,0.71,0.72,0.71,0.72,10000,7150,+0.04,2
107/03/23,0.79,0.81,0.76,0.81,919000,726690,+0.09,15
107/03/26,0.76,0.77,0.72,0.74,157000,119380,-0.07,7
107/03/27,0.65,0.65,0.65,0.65,5000,3250,-0.09,1
107/03/28,0.64,0.64,0.61,0.61,35000,22250,-0.04,2
107/03/29,0.64,0.64,0.64,0.64,35000,22400,+0.03,2
107/03/30,0.59,0.61,0.59,0.61,55000,32750,-0.03,2
107/03/31,0.61,0.61,0.61,0.61,60000,36600,0.00,2
107/04/02,0.57,0.61,0.57,0.61,381000,224270,0.00,6
107/04/03,0.61,0.64,0.60,0.63,564000,348290,+0.02,8
107/04/09,0.57,0.57,0.57,0.57,95000,54150,-0.06,1
107/04/10,---,---,---,---,0,0,---,0
107/04/11,---,---,---,---,0,0,---,0
107/04/12,---,---,---,---,0,0,---,0
107/04/13,---,---,---,---,0,0,---,0
107/04/16,---,---,---,---,0,0,---,0
107/04/17,0.45,0.53,0.45,0.53,650000,320700,+0.10,5
107/04/18,0.50,0.63,0.50,0.59,1269000,691270,+0.06,19
107/04/19,0.52,0.52,0.49,0.51,614000,313020,-0.08,8
107/04/20,0.55,0.56,0.55,0.56,650000,360500,+0.05,6
107/04/23,0.64,0.71,0.63,0.70,945000,612800,+0.14,19
107/04/24,0.83,1.35,0.83,1.35,135000,157250,+0.65,14
107/04/25,1.32,1.32,1.19,1.29,851000,1075450,-0.06,16
107/04/26,1.20,1.51,1.17,1.51,1041000,1362920,+0.22,19
107/04/27,1.39,1.52,1.39,1.41,869000,1268070,-0.10,12
107/04/30,1.34,1.37,1.34,1.37,113000,152920,-0.04,3
107/05/02,1.32,1.32,1.18,1.18,162000,201130,-0.19,3
107/05/03,---,---,---,---,0,0,---,0
107/05/04,---,---,---,---,0,0,---,0
107/05/07,1.09,1.09,1.09,1.09,50000,54500,-0.07,1
107/05/08,1.16,1.16,1.16,1.16,50000,58000,+0.07,1
107/05/09,1.09,1.09,1.09,1.09,50000,54500,-0.07,1
107/05/10,0.92,0.92,0.75,0.75,200000,171500,-0.34,3
107/05/11,0.69,0.69,0.69,0.69,50000,34500,-0.06,1
107/05/14,0.68,0.69,0.47,0.47,277000,159940,-0.22,6
107/05/15,0.52,0.59,0.52,0.59,428000,242530,+0.12,7
107/05/16,0.59,0.61,0.59,0.61,101000,59610,+0.02,2
107/05/17,0.64,0.69,0.59,0.63,566000,376750,+0.02,11
107/05/18,0.59,0.68,0.59,0.68,955000,620000,+0.05,13
107/05/21,0.58,0.58,0.51,0.53,726000,383420,-0.15,7
107/05/22,0.45,0.48,0.45,0.48,349000,158150,-0.05,6
107/05/23,0.47,0.51,0.47,0.51,432000,212140,+0.03,5
107/05/24,0.44,0.44,0.39,0.39,352000,151360,-0.12,6
107/05/25,---,---,---,---,0,0,---,0
107/05/28,0.35,0.35,0.35,0.35,33000,11550,-0.06,3
107/05/29,0.37,0.43,0.37,0.43,477000,186910,+0.08,5
107/05/30,0.50,0.63,0.48,0.63,1771000,964160,+0.20,14
107/05/31,0.57,0.72,0.56,0.72,2223000,1328990,+0.09,20
107/06/01,0.64,0.65,0.60,0.65,930000,580820,-0.07,12
107/06/04,0.47,0.47,0.40,0.40,190000,82790,-0.25,4
107/06/05,0.42,0.43,0.42,0.43,300000,127500,+0.03,2
107/06/06,0.29,0.29,0.27,0.27,400000,113000,-0.16,3
107/06/07,0.24,0.24,0.24,0.24,60000,14400,-0.03,1
107/06/08,0.36,0.40,0.36,0.40,260000,98400,+0.16,3
107/06/11,0.51,0.52,0.51,0.52,265000,135550,+0.12,3
107/06/12,---,---,---,---,0,0,---,0
107/06/13,---,---,---,---,0,0,---,0
107/06/14,0.43,0.43,0.43,0.43,72000,30960,+0.01,1
