106/09/25,0.31,0.31,0.31,0.31,210000,65100,-0.10,2
106/09/26,--,--,--,--,0,0,0.00,0
106/09/27,0.35,0.35,0.35,0.35,200000,70000,0.00,1
106/09/28,0.34,0.34,0.33,0.33,270000,91100,-0.02,2
106/09/29,0.30,0.30,0.30,0.30,100000,30000,-0.03,1
106/09/30,--,--,--,--,0,0,0.00,0
106/10/02,0.32,0.32,0.32,0.32,219000,70080,0.00,3
106/10/03,0.30,0.30,0.30,0.30,270000,81000,-0.02,2
106/10/05,0.28,0.28,0.28,0.28,35000,9800,-0.02,1
106/10/06,0.43,0.43,0.43,0.43,15000,6450,0.15,2
106/10/11,0.41,0.41,0.41,0.41,99000,40590,-0.02,1
106/10/12,--,--,--,--,0,0,0.00,0
106/10/13,0.50,0.52,0.50,0.51,348000,179380,0.00,6
106/10/16,0.55,0.55,0.42,0.42,323000,171900,-0.09,5
106/10/17,0.35,0.35,0.33,0.33,248000,84810,-0.09,3
106/10/18,0.29,0.29,0.29,0.29,149000,43210,-0.04,2
106/10/19,0.32,0.32,0.30,0.30,297000,91080,0.01,3
106/10/20,0.27,0.29,0.27,0.29,602000,170480,-0.01,6
106/10/23,0.33,0.37,0.33,0.36,745000,259770,0.07,7
106/10/24,--,--,--,--,0,0,0.00,0
106/10/25,0.31,0.31,0.31,0.31,299000,92690,0.00,2
106/10/26,0.34,0.50,0.34,0.50,479000,178610,0.19,7
106/10/27,0.56,0.65,0.41,0.41,1109000,665370,-0.09,13
106/10/30,0.56,0.56,0.44,0.46,1128000,572840,0.05,18
106/10/31,0.49,0.59,0.49,0.57,174000,93110,0.11,6
106/11/01,0.57,0.62,0.53,0.53,319000,182780,-0.04,8
106/11/02,0.54,0.55,0.53,0.53,711000,386840,0.00,11
106/11/03,0.57,0.58,0.53,0.53,601000,334850,0.00,13
106/11/06,0.59,0.60,0.51,0.54,95000,54940,0.01,5
106/11/07,0.49,0.49,0.49,0.49,51000,24990,-0.05,1
106/11/08,0.47,0.47,0.47,0.47,149000,70030,-0.02,1
106/11/09,0.44,0.44,0.32,0.32,209000,90840,-0.15,5
106/11/10,0.31,0.32,0.31,0.32,11000,3420,0.00,2
106/11/13,0.32,0.32,0.32,0.32,15000,4800,0.00,1
106/11/14,0.29,0.29,0.29,0.29,20000,5800,-0.03,1
106/11/15,--,--,--,--,0,0,0.00,0
106/11/16,0.27,0.27,0.27,0.27,25000,6750,0.00,1
106/11/17,--,--,--,--,0,0,0.00,0
106/11/20,--,--,--,--,0,0,0.00,0
106/11/21,--,--,--,--,0,0,0.00,0
106/11/22,0.41,0.41,0.38,0.38,50000,19650,0.00,6
106/11/23,0.45,0.45,0.43,0.44,138000,61800,0.06,4
106/11/24,0.46,0.46,0.46,0.46,134000,61640,0.02,3
106/11/27,0.47,0.47,0.36,0.36,60000,27100,-0.10,2
106/11/28,0.36,0.36,0.36,0.36,399000,143640,0.00,3
106/11/29,0.38,0.38,0.38,0.38,99000,37620,0.02,1
106/11/30,0.32,0.35,0.32,0.32,707000,236760,-0.06,4
106/12/01,0.32,0.32,0.23,0.25,343000,106910,-0.07,3
106/12/04,0.23,0.29,0.23,0.29,70000,17300,0.04,2
106/12/05,--,--,--,--,0,0,0.00,0
106/12/06,0.15,0.15,0.14,0.14,19000,2760,0.00,2
106/12/07,0.12,0.12,0.12,0.12,9000,1080,-0.02,1
106/12/08,0.15,0.15,0.15,0.15,25000,3750,0.03,1
106/12/11,0.19,0.20,0.19,0.20,124000,23810,0.05,2
106/12/12,--,--,--,--,0,0,0.00,0
106/12/13,--,--,--,--,0,0,0.00,0
106/12/14,--,--,--,--,0,0,0.00,0
106/12/15,--,--,--,--,0,0,0.00,0
106/12/18,--,--,--,--,0,0,0.00,0
106/12/19,0.09,0.09,0.09,0.09,600000,54000,0.00,2
106/12/20,--,--,--,--,0,0,0.00,0
106/12/21,--,--,--,--,0,0,0.00,0
106/12/22,--,--,--,--,0,0,0.00,0
106/12/25,--,--,--,--,0,0,0.00,0
106/12/26,--,--,--,--,0,0,0.00,0
106/12/27,--,--,--,--,0,0,0.00,0
106/12/28,--,--,--,--,0,0,0.00,0
