106/10/13,0.91,0.91,0.87,0.87,45000,40000,-0.05,6
106/10/16,0.88,0.88,0.88,0.88,5000,4400,+0.01,1
106/10/17,0.88,0.90,0.86,0.89,219000,190720,+0.01,6
106/10/18,0.90,0.90,0.85,0.85,217000,193230,-0.04,5
106/10/19,0.85,0.86,0.85,0.85,209000,179650,0.00,6
106/10/20,0.82,0.82,0.78,0.79,218000,174180,-0.06,9
106/10/23,0.80,0.80,0.78,0.79,50000,39650,0.00,4
106/10/24,0.77,0.77,0.77,0.77,5000,3850,-0.02,1
106/10/25,0.75,0.75,0.70,0.70,23000,16350,-0.07,4
106/10/26,0.69,0.69,0.69,0.69,327000,225630,-0.01,3
106/10/27,0.67,0.75,0.67,0.71,688000,484260,+0.02,11
106/10/30,0.73,0.74,0.70,0.70,364000,266780,-0.01,13
106/10/31,0.69,0.71,0.69,0.71,60000,42020,+0.01,7
106/11/01,0.73,0.73,0.68,0.68,208000,151590,-0.03,4
106/11/02,0.66,0.66,0.64,0.66,209000,135910,-0.02,4
106/11/03,0.64,0.65,0.61,0.63,65000,40430,-0.03,8
106/11/06,0.64,0.64,0.64,0.64,5000,3200,+0.01,1
106/11/07,0.63,0.63,0.59,0.59,20000,12380,-0.05,3
106/11/08,0.55,0.55,0.55,0.55,10000,5500,-0.04,1
106/11/09,0.56,0.56,0.56,0.56,10000,5600,+0.01,1
106/11/10,0.51,0.52,0.51,0.51,242000,123440,-0.05,4
106/11/13,0.53,0.53,0.49,0.50,405000,209150,-0.01,10
106/11/14,0.47,0.47,0.42,0.42,278000,127600,-0.08,8
106/11/15,0.40,0.40,0.39,0.39,218000,87050,-0.03,5
106/11/16,0.39,0.44,0.39,0.44,198000,80980,+0.05,11
106/11/17,0.45,0.45,0.44,0.44,260000,116700,0.00,5
106/11/20,0.42,0.42,0.41,0.41,230000,94750,-0.03,5
106/11/21,0.39,0.39,0.37,0.38,255000,95150,-0.03,5
106/11/22,0.39,0.44,0.39,0.41,730000,298650,+0.03,12
106/11/23,0.40,0.44,0.39,0.44,868000,355940,+0.03,16
106/11/24,0.44,0.44,0.41,0.41,411000,178180,-0.03,6
106/11/27,0.39,0.39,0.39,0.39,10000,3900,-0.02,1
106/11/28,0.39,0.39,0.39,0.39,20000,7800,0.00,2
106/11/29,0.37,0.37,0.37,0.37,5000,1850,-0.02,1
106/11/30,0.34,0.34,0.34,0.34,10000,3400,-0.03,1
106/12/01,0.33,0.34,0.33,0.34,40000,13350,0.00,3
106/12/04,---,---,---,---,0,0,---,0
106/12/05,0.29,0.29,0.29,0.29,29000,8410,-0.04,1
106/12/06,---,---,---,---,0,0,---,0
106/12/07,---,---,---,---,0,0,---,0
106/12/08,0.23,0.26,0.22,0.26,132000,30980,+0.04,6
106/12/11,0.29,0.29,0.28,0.28,50000,14400,+0.02,3
106/12/12,0.29,0.29,0.27,0.27,25000,7050,-0.01,3
106/12/13,0.28,0.28,0.25,0.25,4000,1060,-0.02,2
106/12/14,0.27,0.27,0.27,0.27,20000,5400,+0.02,1
106/12/15,0.24,0.24,0.24,0.24,2000,480,-0.03,1
106/12/18,0.26,0.26,0.24,0.24,33000,7980,0.00,3
106/12/19,---,---,---,---,0,0,---,0
106/12/20,0.22,0.22,0.22,0.22,10000,2200,0.00,1
106/12/21,0.21,0.21,0.20,0.20,15000,3100,-0.02,2
106/12/22,---,---,---,---,0,0,---,0
106/12/25,0.22,0.23,0.22,0.23,20000,4500,+0.03,3
106/12/26,---,---,---,---,0,0,---,0
106/12/27,---,---,---,---,0,0,---,0
106/12/28,0.21,0.21,0.20,0.20,56000,11500,0.00,3
106/12/29,0.21,0.21,0.21,0.21,13000,2730,+0.01,2
107/01/02,0.20,0.22,0.20,0.22,32000,6800,+0.01,3
107/01/03,0.24,0.25,0.24,0.25,21000,5150,+0.03,3
107/01/04,0.22,0.22,0.22,0.22,7000,1540,-0.03,1
107/01/05,0.21,0.21,0.21,0.21,10000,2100,-0.01,1
107/01/08,0.22,0.22,0.21,0.21,30000,6500,0.00,2
107/01/09,0.24,0.24,0.23,0.24,54000,12800,+0.03,5
107/01/10,0.23,0.23,0.23,0.23,5000,1150,-0.01,1
107/01/11,---,---,---,---,0,0,---,0
107/01/12,---,---,---,---,0,0,---,0
107/01/15,0.22,0.23,0.22,0.23,271000,62260,+0.02,3
107/01/16,0.22,0.22,0.21,0.21,30000,6370,-0.02,3
107/01/17,0.21,0.21,0.21,0.21,274000,57540,0.00,2
107/01/18,---,---,---,---,0,0,---,0
107/01/19,---,---,---,---,0,0,---,0
107/01/22,---,---,---,---,0,0,---,0
107/01/23,---,---,---,---,0,0,---,0
107/01/24,---,---,---,---,0,0,---,0
107/01/25,---,---,---,---,0,0,---,0
107/01/26,0.16,0.16,0.16,0.16,20000,3200,+0.01,1
107/01/29,0.15,0.15,0.15,0.15,10000,1500,-0.01,1
107/01/30,---,---,---,---,0,0,---,0
107/01/31,0.12,0.12,0.12,0.12,20000,2400,-0.01,1
107/02/01,---,---,---,---,0,0,---,0
107/02/02,---,---,---,---,0,0,---,0
107/02/05,---,---,---,---,0,0,---,0
107/02/06,---,---,---,---,0,0,---,0
107/02/07,---,---,---,---,0,0,---,0
107/02/08,---,---,---,---,0,0,---,0
107/02/09,---,---,---,---,0,0,---,0
107/02/12,0.03,0.03,0.03,0.03,6000,180,-0.06,1
107/02/21,---,---,---,---,0,0,---,0
107/02/22,0.03,0.03,0.03,0.03,40000,1200,0.00,1
107/02/23,---,---,---,---,0,0,---,0
107/02/26,---,---,---,---,0,0,---,0
107/02/27,---,---,---,---,0,0,---,0
107/03/01,0.02,0.02,0.02,0.02,95000,1900,-0.01,1
107/03/02,---,---,---,---,0,0,---,0
107/03/05,---,---,---,---,0,0,---,0
107/03/06,---,---,---,---,0,0,---,0
107/03/07,---,---,---,---,0,0,---,0
107/03/08,---,---,---,---,0,0,---,0
107/03/09,---,---,---,---,0,0,---,0
107/03/12,---,---,---,---,0,0,---,0
107/03/13,---,---,---,---,0,0,---,0
107/03/14,---,---,---,---,0,0,---,0
107/03/15,---,---,---,---,0,0,---,0
107/03/16,---,---,---,---,0,0,---,0
107/03/19,---,---,---,---,0,0,---,0
107/03/20,---,---,---,---,0,0,---,0
107/03/21,---,---,---,---,0,0,---,0
107/03/22,---,---,---,---,0,0,---,0
107/03/23,---,---,---,---,0,0,---,0
107/03/26,---,---,---,---,0,0,---,0
107/03/27,---,---,---,---,0,0,---,0
107/03/28,---,---,---,---,0,0,---,0
107/03/29,---,---,---,---,0,0,---,0
107/03/30,---,---,---,---,0,0,---,0
107/03/31,---,---,---,---,0,0,---,0
107/04/02,---,---,---,---,0,0,---,0
107/04/03,---,---,---,---,0,0,---,0
107/04/09,---,---,---,---,0,0,---,0
107/04/10,---,---,---,---,0,0,---,0
