107/03/01,1.10,1.10,1.10,1.10,4000,4400,-0.46,1
107/03/02,1.08,1.08,1.08,1.08,4000,4320,-0.02,1
107/03/05,---,---,---,---,0,0,---,0
107/03/06,1.09,1.11,1.09,1.11,44000,48400,+0.06,2
107/03/07,1.06,1.06,1.06,1.06,44000,46640,-0.05,1
107/03/08,1.08,1.11,1.08,1.11,44000,48180,+0.05,2
107/03/09,1.09,1.09,1.09,1.09,44000,47960,-0.02,1
107/03/12,1.16,1.25,1.16,1.25,121000,143320,+0.16,10
107/03/13,1.15,1.18,1.14,1.17,196000,228160,-0.08,9
107/03/14,1.18,1.20,1.18,1.19,99000,117810,+0.02,3
107/03/15,1.23,1.27,1.23,1.25,218000,270780,+0.06,8
107/03/16,1.24,1.25,1.24,1.25,76000,94900,0.00,4
107/03/19,---,---,---,---,0,0,---,0
107/03/20,1.10,1.10,1.09,1.09,50000,54750,0.00,2
107/03/21,1.10,1.10,1.05,1.05,61000,66550,-0.04,2
107/03/22,1.01,1.01,1.01,1.01,111000,112110,-0.04,2
107/03/23,---,---,---,---,0,0,---,0
107/03/26,0.86,0.87,0.86,0.87,58000,50210,+0.03,4
107/03/27,0.92,1.05,0.91,0.97,316000,306260,+0.10,12
107/03/28,0.93,1.00,0.93,0.95,264000,257730,-0.02,10
107/03/29,0.91,0.91,0.91,0.91,2000,1820,-0.04,1
107/03/30,---,---,---,---,0,0,---,0
107/03/31,---,---,---,---,0,0,---,0
107/04/02,---,---,---,---,0,0,---,0
107/04/03,0.83,0.83,0.82,0.82,10000,8250,-0.06,2
107/04/09,---,---,---,---,0,0,---,0
107/04/10,---,---,---,---,0,0,---,0
107/04/11,---,---,---,---,0,0,---,0
107/04/12,---,---,---,---,0,0,---,0
107/04/13,---,---,---,---,0,0,---,0
107/04/16,---,---,---,---,0,0,---,0
107/04/17,0.75,0.75,0.75,0.75,1000,750,-0.06,1
107/04/18,0.62,0.63,0.62,0.63,112000,69460,-0.12,3
107/04/19,0.64,0.65,0.62,0.65,435000,278950,+0.02,6
107/04/20,0.65,0.74,0.65,0.74,1107000,778680,+0.09,25
107/04/23,0.62,0.62,0.58,0.59,1481000,880200,-0.15,15
107/04/24,0.49,0.49,0.43,0.44,702000,307100,-0.15,6
107/04/25,---,---,---,---,0,0,---,0
107/04/26,0.42,0.42,0.36,0.36,60000,23400,-0.06,2
107/04/27,0.37,0.37,0.37,0.37,106000,39220,+0.01,3
107/04/30,0.38,0.38,0.38,0.38,100000,38000,+0.01,1
107/05/02,---,---,---,---,0,0,---,0
107/05/03,0.41,0.41,0.41,0.41,100000,41000,+0.03,1
107/05/04,0.39,0.40,0.39,0.40,847000,333300,-0.01,10
107/05/07,0.40,0.40,0.40,0.40,947000,378800,0.00,6
107/05/08,0.37,0.48,0.37,0.48,963000,394790,+0.08,19
107/05/09,0.42,0.43,0.41,0.43,838000,355060,-0.05,8
107/05/10,0.43,0.47,0.43,0.47,525000,232750,+0.04,7
107/05/11,0.47,0.49,0.47,0.47,630000,297900,0.00,10
107/05/14,0.47,0.47,0.45,0.47,385000,176850,0.00,7
107/05/15,0.45,0.45,0.45,0.45,75000,33750,-0.02,1
107/05/16,0.43,0.43,0.42,0.42,60000,25400,-0.03,4
107/05/17,---,---,---,---,0,0,---,0
107/05/18,---,---,---,---,0,0,---,0
107/05/21,0.43,0.44,0.43,0.44,147000,64210,+0.03,3
107/05/22,0.42,0.42,0.41,0.42,147000,61240,-0.02,4
107/05/23,---,---,---,---,0,0,---,0
107/05/24,---,---,---,---,0,0,---,0
