107/01/17,1.10,1.10,1.10,1.10,1000,1100,0.00,1
107/01/18,1.00,1.04,1.00,1.04,432000,439650,-0.06,12
107/01/19,0.99,1.05,0.98,0.98,823000,828500,-0.06,14
107/01/22,0.94,0.94,0.70,0.82,1158000,910260,-0.16,30
107/01/23,0.82,0.85,0.78,0.84,751000,600240,+0.02,15
107/01/24,0.84,0.90,0.83,0.84,1071000,930100,0.00,35
107/01/25,0.84,0.84,0.77,0.81,562000,457200,-0.03,33
107/01/26,0.84,0.85,0.84,0.85,392000,332150,+0.04,11
107/01/29,0.84,0.84,0.80,0.84,966000,801020,-0.01,31
107/01/30,0.84,0.85,0.81,0.81,631000,523910,-0.03,18
107/01/31,0.79,0.85,0.79,0.83,421000,343410,+0.02,17
107/02/01,0.84,0.85,0.83,0.85,865000,723040,+0.02,18
107/02/02,0.81,0.83,0.80,0.83,634000,514210,-0.02,19
107/02/05,0.77,0.79,0.77,0.79,94000,74140,-0.04,6
107/02/06,0.64,0.69,0.58,0.58,441000,270810,-0.21,15
107/02/07,0.70,0.80,0.70,0.80,35000,26000,+0.22,4
107/02/08,0.81,0.88,0.76,0.79,764000,625320,-0.01,14
107/02/09,0.66,0.71,0.65,0.71,434000,284700,-0.08,9
107/02/12,0.76,0.76,0.69,0.69,72000,51220,-0.02,4
107/02/21,---,---,---,---,0,0,---,0
107/02/22,0.61,0.61,0.61,0.61,10000,6100,-0.07,1
107/02/23,---,---,---,---,0,0,---,0
107/02/26,0.61,0.61,0.59,0.59,52000,30720,-0.03,3
107/02/27,0.66,0.81,0.66,0.81,215000,154650,+0.22,5
107/03/01,0.79,0.79,0.75,0.78,269000,206330,-0.03,17
107/03/02,0.73,0.73,0.71,0.72,64000,46200,-0.06,5
107/03/05,0.66,0.66,0.66,0.66,100000,66000,-0.06,3
107/03/06,0.67,0.74,0.67,0.74,216000,150340,+0.08,7
107/03/07,0.82,0.86,0.80,0.84,490000,413790,+0.10,24
107/03/08,0.72,0.72,0.69,0.70,551000,386540,-0.14,8
107/03/09,0.71,0.74,0.71,0.74,197000,142870,+0.04,3
107/03/12,0.74,0.74,0.70,0.70,222000,159260,-0.04,7
107/03/13,0.70,0.71,0.70,0.71,307000,216900,+0.01,5
107/03/14,0.73,0.79,0.71,0.77,870000,649230,+0.06,19
107/03/15,0.72,0.74,0.72,0.72,780000,568690,-0.05,17
107/03/16,0.74,0.74,0.71,0.71,139000,102460,-0.01,5
107/03/19,0.72,0.73,0.72,0.73,21000,15130,+0.02,2
107/03/20,---,---,---,---,0,0,---,0
107/03/21,0.65,0.65,0.65,0.65,2000,1300,-0.05,1
107/03/22,0.60,0.60,0.60,0.60,6000,3600,-0.05,1
107/03/23,0.53,0.58,0.53,0.58,25000,13520,-0.02,4
107/03/26,0.56,0.69,0.56,0.69,260000,162600,+0.11,7
107/03/27,0.68,0.71,0.68,0.71,369000,255290,+0.02,6
107/03/28,0.65,0.69,0.65,0.66,298000,199250,-0.05,9
107/03/29,0.64,0.66,0.64,0.64,252000,161330,-0.02,7
107/03/30,0.64,0.64,0.64,0.64,15000,9600,0.00,2
107/03/31,0.63,0.63,0.61,0.63,201000,124630,-0.01,3
107/04/02,0.63,0.65,0.62,0.63,531000,341830,0.00,11
