106/11/06,1.34,1.38,1.29,1.29,154000,205800,+0.18,6
106/11/07,1.38,1.50,1.30,1.32,1466000,2099940,+0.03,38
106/11/08,1.30,1.31,1.26,1.28,1591000,2032690,-0.04,39
106/11/09,1.31,1.46,1.26,1.29,1965000,2675400,+0.01,32
106/11/10,1.35,1.35,1.18,1.26,1169000,1446950,-0.03,35
106/11/13,1.24,1.24,1.07,1.13,586000,668450,-0.13,28
106/11/14,1.12,1.12,1.02,1.04,421000,452910,-0.09,26
106/11/15,1.03,1.17,1.02,1.17,1610000,1759490,+0.13,33
106/11/16,1.14,1.20,1.11,1.15,1881000,2159840,-0.02,47
106/11/17,1.16,1.23,1.11,1.17,1740000,2059850,+0.02,39
106/11/20,1.25,1.33,1.18,1.26,2173000,2751660,+0.09,87
106/11/21,1.24,1.27,1.15,1.27,1898000,2316730,+0.01,67
106/11/22,1.35,1.36,1.23,1.23,877000,1150030,-0.04,24
106/11/23,1.25,1.35,1.20,1.33,2278000,2915250,+0.10,47
106/11/24,1.33,1.96,1.33,1.95,1410000,2348130,+0.62,86
106/11/27,1.82,2.00,1.79,1.82,1525000,2828110,-0.13,93
106/11/28,1.93,2.09,1.76,2.09,522000,991770,+0.27,47
106/11/29,2.25,2.34,1.87,1.94,422000,902060,-0.15,35
106/11/30,1.80,1.87,1.79,1.79,152000,275950,-0.15,13
106/12/01,2.00,2.03,1.86,1.86,98000,186800,+0.07,8
106/12/04,1.87,1.91,1.86,1.86,136000,254470,0.00,8
106/12/05,1.93,1.93,1.42,1.43,217000,359980,-0.43,14
106/12/06,1.45,1.49,1.20,1.22,355000,490750,-0.21,38
106/12/07,1.27,1.36,1.27,1.34,55000,72100,+0.12,7
106/12/08,1.31,1.34,1.24,1.34,50000,64300,0.00,7
106/12/11,1.36,1.52,1.36,1.52,121000,172520,+0.18,7
106/12/12,1.51,1.63,1.50,1.63,40000,61630,+0.11,6
106/12/13,1.52,1.60,1.52,1.60,20000,31200,-0.03,2
106/12/14,1.62,1.73,1.62,1.72,60000,101800,+0.12,4
106/12/15,1.54,1.59,1.54,1.59,40000,62400,-0.13,4
106/12/18,---,---,---,---,0,0,---,0
106/12/19,1.62,1.62,1.62,1.62,40000,64800,+0.02,1
106/12/20,1.75,1.78,1.75,1.78,35000,62050,+0.16,3
106/12/21,1.78,1.78,1.78,1.78,20000,35600,0.00,1
106/12/22,1.74,1.74,1.74,1.74,20000,34800,-0.04,1
106/12/25,1.65,1.65,1.53,1.65,222000,352100,-0.09,7
106/12/26,1.60,1.60,1.40,1.40,135000,209950,-0.25,10
106/12/27,1.49,1.49,1.49,1.49,3000,4470,+0.09,1
106/12/28,1.48,1.57,1.48,1.57,153000,234440,+0.08,4
106/12/29,1.83,1.85,1.80,1.85,105000,191650,+0.28,6
107/01/02,1.86,1.91,1.86,1.91,11000,20510,+0.06,2
107/01/03,2.05,2.05,2.05,2.05,1000,2050,+0.14,1
107/01/04,2.29,2.29,2.29,2.29,24000,54960,+0.24,2
107/01/05,2.25,2.53,2.25,2.45,33000,75890,+0.16,4
107/01/08,2.70,2.95,2.70,2.95,3000,8600,+0.50,2
107/01/09,2.83,2.83,2.83,2.83,1000,2830,-0.12,1
107/01/10,---,---,---,---,0,0,---,0
107/01/11,---,---,---,---,0,0,---,0
107/01/12,---,---,---,---,0,0,---,0
107/01/15,---,---,---,---,0,0,---,0
107/01/16,4.36,4.36,4.36,4.36,1000,4360,+0.05,1
107/01/17,---,---,---,---,0,0,---,0
107/01/18,---,---,---,---,0,0,---,0
107/01/19,---,---,---,---,0,0,---,0
107/01/22,4.74,4.80,4.74,4.80,30000,143200,+0.65,3
107/01/23,4.83,4.83,4.83,4.83,30000,144900,+0.03,1
107/01/24,---,---,---,---,0,0,---,0
107/01/25,---,---,---,---,0,0,---,0
107/01/26,5.20,5.20,5.20,5.20,1000,5200,-0.75,1
107/01/29,---,---,---,---,0,0,---,0
107/01/30,---,---,---,---,0,0,---,0
107/01/31,---,---,---,---,0,0,---,0
107/02/01,---,---,---,---,0,0,---,0
107/02/02,---,---,---,---,0,0,---,0
107/02/05,---,---,---,---,0,0,---,0
107/02/06,4.54,4.54,4.50,4.50,11000,49900,-0.55,3
107/02/07,---,---,---,---,0,0,---,0
107/02/08,---,---,---,---,0,0,---,0
107/02/09,---,---,---,---,0,0,---,0
107/02/12,3.45,3.45,3.45,3.45,10000,34500,+0.18,1
107/02/21,---,---,---,---,0,0,---,0
107/02/22,---,---,---,---,0,0,---,0
107/02/23,---,---,---,---,0,0,---,0
107/02/26,4.93,4.93,4.93,4.93,10000,49300,+0.65,1
107/02/27,5.30,5.30,4.88,4.88,12000,62860,-0.05,3
107/03/01,---,---,---,---,0,0,---,0
107/03/02,---,---,---,---,0,0,---,0
107/03/05,---,---,---,---,0,0,---,0
107/03/06,5.20,5.20,5.20,5.20,1000,5200,+0.05,1
107/03/07,---,---,---,---,0,0,---,0
107/03/08,---,---,---,---,0,0,---,0
107/03/09,---,---,---,---,0,0,---,0
107/03/12,---,---,---,---,0,0,---,0
107/03/13,---,---,---,---,0,0,---,0
107/03/14,---,---,---,---,0,0,---,0
107/03/15,---,---,---,---,0,0,---,0
107/03/16,---,---,---,---,0,0,---,0
107/03/19,---,---,---,---,0,0,---,0
107/03/20,---,---,---,---,0,0,---,0
107/03/21,---,---,---,---,0,0,---,0
107/03/22,---,---,---,---,0,0,---,0
107/03/23,---,---,---,---,0,0,---,0
107/03/26,---,---,---,---,0,0,---,0
107/03/27,---,---,---,---,0,0,---,0
107/03/28,---,---,---,---,0,0,---,0
107/03/29,---,---,---,---,0,0,---,0
107/03/30,---,---,---,---,0,0,---,0
107/03/31,---,---,---,---,0,0,---,0
107/04/02,---,---,---,---,0,0,---,0
107/04/03,---,---,---,---,0,0,---,0
107/04/09,---,---,---,---,0,0,---,0
107/04/10,---,---,---,---,0,0,---,0
107/04/11,---,---,---,---,0,0,---,0
107/04/12,---,---,---,---,0,0,---,0
107/04/13,---,---,---,---,0,0,---,0
107/04/16,---,---,---,---,0,0,---,0
107/04/17,---,---,---,---,0,0,---,0
107/04/18,---,---,---,---,0,0,---,0
107/04/19,---,---,---,---,0,0,---,0
107/04/20,---,---,---,---,0,0,---,0
107/04/23,---,---,---,---,0,0,---,0
107/04/24,---,---,---,---,0,0,---,0
107/04/25,---,---,---,---,0,0,---,0
107/04/26,---,---,---,---,0,0,---,0
107/04/27,---,---,---,---,0,0,---,0
107/04/30,---,---,---,---,0,0,---,0
107/05/02,---,---,---,---,0,0,---,0
107/05/03,---,---,---,---,0,0,---,0
