107/04/16,---,---,---,---,0,0,---,0
107/04/17,1.11,1.12,1.10,1.10,305000,338610,+0.02,4
107/04/18,1.16,1.26,1.05,1.05,1172000,1390150,-0.05,27
107/04/19,1.06,1.12,1.03,1.09,843000,893560,+0.04,9
107/04/20,1.12,1.12,1.06,1.11,616000,680990,+0.02,12
107/04/23,1.08,1.23,1.08,1.21,934000,1076140,+0.10,21
107/04/24,1.19,1.30,1.19,1.25,1365000,1685400,+0.04,22
107/04/25,1.25,1.26,1.22,1.26,806000,1009140,+0.01,12
107/04/26,1.29,1.58,1.29,1.58,1382000,1951740,+0.32,53
107/04/27,1.56,1.82,1.53,1.67,1909000,3154910,+0.09,83
107/04/30,1.64,1.69,1.61,1.65,834000,1382950,-0.02,31
107/05/02,1.63,1.69,1.47,1.51,425000,680980,-0.14,18
107/05/03,1.47,1.48,1.35,1.39,650000,923580,-0.12,28
107/05/04,1.37,1.48,1.37,1.48,699000,1005220,+0.09,22
107/05/07,1.45,1.58,1.43,1.53,1494000,2268880,+0.05,27
107/05/08,1.52,1.52,1.36,1.39,819000,1171050,-0.14,27
107/05/09,1.41,1.42,1.40,1.42,325000,458600,+0.03,4
107/05/10,1.38,1.40,1.37,1.38,291000,400490,-0.04,7
107/05/11,1.37,1.47,1.37,1.45,550000,782900,+0.07,9
107/05/14,1.30,1.31,1.21,1.21,636000,799670,-0.24,20
107/05/15,1.15,1.34,1.15,1.34,750000,961010,+0.13,19
107/05/16,1.32,1.34,1.27,1.32,1045000,1376910,-0.02,18
107/05/17,1.28,1.35,1.28,1.34,510000,680120,+0.02,8
107/05/18,1.33,1.33,1.32,1.32,216000,286930,-0.02,3
107/05/21,1.25,1.27,1.25,1.26,250000,314070,-0.06,5
107/05/22,1.19,1.21,1.18,1.21,380000,454100,-0.05,8
107/05/23,1.24,1.29,1.24,1.29,305000,381600,+0.08,4
107/05/24,1.29,1.29,1.28,1.28,175000,224700,-0.01,3
107/05/25,1.31,1.31,1.22,1.25,128000,162700,-0.03,3
107/05/28,1.22,1.22,1.17,1.22,308000,371460,-0.03,5
107/05/29,1.18,1.18,1.16,1.17,605000,706150,-0.05,7
107/05/30,1.23,1.23,1.20,1.20,1250000,1516400,+0.03,10
107/05/31,1.19,1.23,1.19,1.23,294000,357700,+0.03,4
107/06/01,1.21,1.23,1.20,1.23,706000,855420,0.00,5
107/06/04,1.13,1.13,0.99,0.99,116000,121820,-0.24,9
107/06/05,1.00,1.01,0.85,0.87,445000,413500,-0.12,21
107/06/06,0.90,0.91,0.88,0.90,457000,411220,+0.03,7
107/06/07,0.90,0.95,0.90,0.94,217000,198100,+0.04,8
107/06/08,0.92,1.07,0.92,1.06,100000,98500,+0.12,6
107/06/11,1.09,1.14,1.08,1.14,177000,198210,+0.08,6
107/06/12,1.00,1.03,0.99,1.03,550000,555120,-0.11,8
107/06/13,0.95,0.97,0.87,0.96,911000,841800,-0.07,20
107/06/14,0.98,1.02,0.94,0.94,802000,792270,-0.02,18
107/06/15,0.97,0.97,0.89,0.90,521000,478320,-0.04,9
107/06/19,0.98,1.11,0.97,1.10,1112000,1151900,+0.20,26
107/06/20,1.09,1.10,1.01,1.01,2340000,2480790,-0.09,31
107/06/21,0.97,1.12,0.97,1.10,2661000,2876680,+0.09,38
107/06/22,1.13,1.19,1.08,1.08,1161000,1342670,-0.02,19
107/06/25,1.06,1.07,1.04,1.06,66000,69540,-0.02,7
107/06/26,1.10,1.26,1.10,1.25,801000,931950,+0.19,29
107/06/27,1.17,1.27,1.15,1.27,663000,805850,+0.02,19
107/06/28,1.29,1.39,1.29,1.37,722000,967010,+0.10,22
107/06/29,1.32,1.32,1.18,1.20,1067000,1338090,-0.17,30
107/07/02,1.18,1.30,1.18,1.30,553000,683350,+0.10,17
107/07/03,1.25,1.38,1.23,1.38,655000,864180,+0.08,21
107/07/04,1.34,1.34,1.27,1.27,580000,751900,-0.11,18
107/07/05,1.31,1.35,1.30,1.32,599000,795520,+0.05,17
107/07/06,1.52,1.56,1.41,1.51,1947000,2950730,+0.19,33
107/07/09,1.54,1.68,1.46,1.49,2184000,3494720,-0.02,45
107/07/10,1.51,1.58,1.50,1.54,528000,809770,+0.05,18
107/07/11,1.62,1.62,1.56,1.57,397000,630380,+0.03,10
107/07/12,1.52,1.52,1.47,1.51,250000,374000,-0.06,8
107/07/13,1.45,1.45,1.29,1.29,987000,1341670,-0.22,20
107/07/16,1.33,1.33,1.15,1.24,613000,784970,-0.05,14
107/07/17,1.19,1.19,1.11,1.13,641000,730750,-0.11,13
107/07/18,1.10,1.14,1.10,1.10,696000,774740,-0.03,11
107/07/19,1.11,1.12,1.09,1.12,976000,1080390,+0.02,13
107/07/20,1.09,1.21,1.09,1.21,822000,952070,+0.09,18
107/07/23,1.23,1.31,1.23,1.29,639000,815400,+0.08,26
107/07/24,1.26,1.26,1.17,1.17,408000,490810,-0.12,12
107/07/25,1.22,1.22,1.16,1.16,237000,280470,-0.01,4
107/07/26,1.19,1.19,1.09,1.09,274000,310330,-0.07,5
107/07/27,1.13,1.14,1.09,1.09,538000,599980,0.00,9
107/07/30,1.10,1.11,1.04,1.06,802000,859620,-0.03,14
107/07/31,1.16,1.16,1.10,1.15,928000,1055910,+0.09,22
