107/03/12,---,---,---,---,0,0,---,0
107/03/13,---,---,---,---,0,0,---,0
107/03/14,---,---,---,---,0,0,---,0
107/03/15,---,---,---,---,0,0,---,0
107/03/16,1.33,1.37,1.33,1.36,257000,346950,+0.09,9
107/03/19,1.40,1.44,1.35,1.38,341000,478360,+0.02,12
107/03/20,1.42,1.43,1.40,1.43,213000,302080,+0.05,9
107/03/21,1.47,1.58,1.47,1.53,751000,1158080,+0.10,18
107/03/22,1.56,1.56,1.49,1.52,1258000,1910710,-0.01,17
107/03/23,1.37,1.39,1.37,1.37,823000,1140510,-0.15,7
107/03/26,1.40,1.54,1.40,1.46,120000,181640,+0.09,6
107/03/27,1.54,1.62,1.54,1.61,713000,1140130,+0.15,21
107/03/28,1.56,1.56,1.50,1.51,597000,922400,-0.10,25
107/03/29,1.59,1.59,1.50,1.50,44000,68970,-0.01,2
107/03/30,1.44,1.70,1.43,1.65,744000,1138710,+0.15,25
107/03/31,1.68,1.68,1.55,1.63,767000,1245590,-0.02,18
107/04/02,1.59,1.59,1.50,1.50,126000,190810,-0.13,10
107/04/03,1.41,1.41,1.19,1.19,176000,237280,-0.31,9
107/04/09,1.13,1.13,0.86,0.86,766000,686280,-0.33,56
107/04/10,0.75,0.79,0.69,0.73,4188000,3075910,-0.13,243
107/04/11,0.75,0.76,0.54,0.54,6765000,4224090,-0.19,377
107/04/12,0.53,0.63,0.53,0.60,3331000,1956580,+0.06,159
107/04/13,0.58,0.59,0.55,0.57,2857000,1607390,-0.03,73
107/04/16,0.58,0.67,0.56,0.65,2353000,1466470,+0.08,98
107/04/17,0.62,0.62,0.53,0.53,1486000,832570,-0.12,52
107/04/18,0.56,0.56,0.48,0.48,1234000,636470,-0.05,28
107/04/19,0.50,0.52,0.49,0.50,1083000,548350,+0.02,26
107/04/20,0.49,0.50,0.48,0.48,1511000,743880,-0.02,73
107/04/23,0.49,0.49,0.42,0.42,660000,301410,-0.06,20
107/04/24,0.39,0.48,0.36,0.44,1173000,466170,+0.02,33
107/04/25,0.45,0.49,0.44,0.47,622000,285670,+0.03,17
107/04/26,0.46,0.46,0.36,0.36,618000,258460,-0.11,17
107/04/27,0.36,0.36,0.32,0.35,105000,34800,-0.01,5
107/04/30,0.33,0.39,0.33,0.39,95000,34150,+0.04,5
107/05/02,0.36,0.39,0.36,0.36,217000,80360,-0.03,9
107/05/03,0.36,0.38,0.36,0.36,110000,41400,0.00,3
107/05/04,0.38,0.38,0.38,0.38,20000,7600,+0.02,1
107/05/07,0.32,0.32,0.28,0.28,580000,179700,-0.10,17
107/05/08,0.28,0.30,0.28,0.30,180000,52200,+0.02,6
107/05/09,0.30,0.30,0.27,0.28,410000,117850,-0.02,12
107/05/10,0.29,0.32,0.29,0.32,165000,49150,+0.04,7
107/05/11,0.29,0.29,0.27,0.27,80000,21800,-0.05,3
107/05/14,0.29,0.30,0.29,0.29,234000,69400,+0.02,6
107/05/15,0.29,0.30,0.29,0.30,93000,27570,+0.01,6
107/05/16,0.28,0.30,0.26,0.26,145000,41900,-0.04,7
107/05/17,0.25,0.25,0.23,0.24,254000,61270,-0.02,8
107/05/18,0.26,0.26,0.23,0.23,100000,24500,-0.01,2
107/05/21,0.26,0.28,0.25,0.28,51000,13310,+0.05,5
107/05/22,0.33,0.49,0.33,0.49,780000,282450,+0.21,28
107/05/23,0.37,0.38,0.35,0.36,575000,205350,-0.13,16
107/05/24,0.37,0.38,0.35,0.35,126000,45720,-0.01,11
107/05/25,0.35,0.35,0.30,0.30,123000,40120,-0.05,13
107/05/28,0.33,0.39,0.33,0.38,190000,70100,+0.08,13
107/05/29,0.40,0.45,0.40,0.40,414000,172760,+0.02,23
107/05/30,0.40,0.40,0.34,0.34,168000,59030,-0.06,11
107/05/31,0.37,0.37,0.33,0.33,179000,62190,-0.01,11
107/06/01,0.37,0.43,0.37,0.42,175000,72490,+0.09,16
107/06/04,0.47,0.47,0.43,0.43,469000,210000,+0.01,18
107/06/05,0.40,0.41,0.39,0.39,162000,64330,-0.04,18
107/06/06,0.41,0.43,0.38,0.38,249000,100430,-0.01,13
107/06/07,0.39,0.39,0.35,0.35,212000,77400,-0.03,17
107/06/08,0.36,0.38,0.36,0.38,156000,57680,+0.03,13
107/06/11,0.40,0.40,0.36,0.37,147000,55620,-0.01,8
107/06/12,0.36,0.39,0.34,0.36,280000,102680,-0.01,18
107/06/13,0.34,0.34,0.31,0.31,1682000,553140,-0.05,20
107/06/14,0.33,0.34,0.32,0.32,143000,46860,+0.01,7
107/06/15,0.32,0.35,0.32,0.34,344000,117140,+0.02,15
107/06/19,0.32,0.32,0.27,0.27,300000,81900,-0.07,11
107/06/20,0.25,0.25,0.21,0.21,536000,121880,-0.06,18
107/06/21,0.23,0.25,0.23,0.24,508000,118130,+0.03,14
107/06/22,0.23,0.25,0.22,0.23,168000,38540,-0.01,9
107/06/25,0.29,0.29,0.25,0.25,147000,39780,+0.02,8
107/06/26,0.23,0.23,0.21,0.22,166000,36620,-0.03,9
107/06/27,0.24,0.24,0.20,0.20,232000,50300,-0.02,10
107/06/28,0.22,0.23,0.22,0.23,148000,33540,+0.03,7
107/06/29,0.24,0.24,0.23,0.23,92000,21610,0.00,4
107/07/02,0.21,0.21,0.19,0.19,201000,41190,-0.04,5
107/07/03,0.20,0.20,0.16,0.16,159000,26930,-0.03,3
107/07/04,0.17,0.18,0.17,0.17,61000,10870,+0.01,3
