106/12/08,---,---,---,---,0,0,---,0
106/12/11,0.55,0.70,0.55,0.69,126000,75450,+0.16,6
106/12/12,0.71,0.80,0.60,0.60,177000,127710,-0.09,13
106/12/13,0.62,0.72,0.62,0.68,462000,311660,+0.08,21
106/12/14,0.66,0.68,0.64,0.67,357000,238020,-0.01,12
106/12/15,0.60,0.65,0.60,0.62,124000,79460,-0.05,5
106/12/18,0.63,0.81,0.63,0.72,558000,403420,+0.10,35
106/12/19,0.76,0.77,0.65,0.67,1249000,905710,-0.05,36
106/12/20,0.69,0.73,0.66,0.73,1042000,740370,+0.06,30
106/12/21,0.88,1.28,0.83,1.28,1223000,1118880,+0.55,64
106/12/22,1.08,1.13,0.93,1.05,1397000,1401710,-0.23,74
106/12/25,1.06,1.15,0.99,1.04,1248000,1331270,-0.01,61
106/12/26,1.05,1.05,0.96,1.01,861000,873700,-0.03,31
106/12/27,1.11,1.63,1.11,1.63,458000,561300,+0.62,39
106/12/28,1.38,1.51,1.32,1.39,651000,907000,-0.24,44
106/12/29,1.24,1.50,1.24,1.50,501000,667380,+0.11,29
107/01/02,1.36,1.84,1.36,1.84,1237000,1852530,+0.34,56
107/01/03,1.71,2.25,1.68,2.25,1065000,2079340,+0.41,67
107/01/04,1.95,2.21,1.95,2.07,639000,1355180,-0.18,42
107/01/05,1.96,2.03,1.82,1.91,163000,306080,-0.16,17
107/01/08,1.77,1.78,1.51,1.51,124000,204400,-0.40,10
107/01/09,1.58,1.59,1.51,1.51,49000,76690,0.00,5
107/01/10,1.54,1.54,1.38,1.38,80000,117500,-0.13,9
107/01/11,1.48,1.54,1.42,1.42,56000,82890,+0.04,8
107/01/12,1.41,1.41,1.31,1.32,57000,76400,-0.10,6
107/01/15,1.54,1.69,1.37,1.37,523000,800290,+0.05,48
107/01/16,1.27,1.37,1.23,1.31,320000,421240,-0.06,26
107/01/17,1.24,1.24,1.17,1.17,227000,270550,-0.14,10
107/01/18,1.17,1.24,1.15,1.15,369000,441490,-0.02,11
107/01/19,1.16,1.16,1.10,1.10,595000,672380,-0.05,12
107/01/22,1.01,1.17,0.96,1.13,1036000,1070570,+0.03,26
107/01/23,1.15,1.15,0.97,0.97,603000,648170,-0.16,18
107/01/24,0.84,0.92,0.84,0.84,682000,595320,-0.13,12
107/01/25,0.87,0.87,0.79,0.79,422000,363200,-0.05,5
107/01/26,0.74,0.75,0.70,0.70,297000,218680,-0.09,5
107/01/29,0.70,0.79,0.67,0.79,643000,460280,+0.09,13
107/01/30,0.75,0.75,0.68,0.68,436000,318860,-0.11,8
107/01/31,0.60,0.68,0.60,0.68,356000,225600,0.00,5
107/02/01,0.73,1.27,0.73,1.27,825000,660200,+0.59,32
107/02/02,0.92,0.93,0.77,0.77,2107000,1774080,-0.50,60
107/02/05,0.66,1.03,0.64,0.97,2096000,1617260,+0.20,54
107/02/06,0.84,1.08,0.73,0.96,1205000,1141990,-0.01,38
107/02/07,1.02,1.10,0.92,0.92,648000,667570,-0.04,23
107/02/08,0.87,0.87,0.75,0.75,278000,225960,-0.17,12
107/02/09,0.60,0.75,0.60,0.73,232000,159520,-0.02,8
107/02/12,0.74,0.74,0.64,0.64,13000,9070,-0.09,3
107/02/21,0.64,0.64,0.64,0.64,115000,73600,0.00,1
107/02/22,0.66,0.71,0.65,0.65,148000,98650,+0.01,4
107/02/23,0.79,0.85,0.71,0.71,382000,309180,+0.06,14
107/02/26,0.68,0.68,0.63,0.64,488000,320070,-0.07,17
107/02/27,0.64,0.67,0.64,0.67,367000,242630,+0.03,10
107/03/01,0.59,0.77,0.59,0.77,1927000,1287590,+0.10,28
107/03/02,0.85,1.20,0.85,1.20,2157000,2021660,+0.43,38
107/03/05,1.22,1.38,1.20,1.25,763000,958540,+0.05,52
107/03/06,1.20,1.23,1.07,1.12,218000,254610,-0.13,23
107/03/07,1.17,1.33,1.11,1.12,463000,559620,0.00,26
107/03/08,1.11,1.14,0.97,1.00,586000,643370,-0.12,20
107/03/09,0.97,1.01,0.93,0.93,181000,176390,-0.07,7
107/03/12,0.92,1.00,0.92,1.00,400000,380340,+0.07,8
107/03/13,1.08,1.14,1.05,1.05,326000,359680,+0.05,14
107/03/14,1.01,1.16,1.01,1.07,638000,717570,+0.02,23
107/03/15,0.99,1.01,0.94,0.94,455000,456090,-0.13,12
107/03/16,0.97,0.97,0.94,0.94,10000,9550,0.00,2
107/03/19,0.90,0.94,0.85,0.85,299000,275250,-0.09,14
107/03/20,0.89,1.09,0.89,0.98,795000,799040,+0.13,30
107/03/21,0.97,0.97,0.92,0.92,387000,373120,-0.06,10
107/03/22,1.01,1.01,0.90,0.90,357000,352060,-0.02,12
107/03/23,0.77,0.77,0.73,0.74,181000,134270,-0.16,8
107/03/26,0.78,0.78,0.71,0.72,355000,262410,-0.02,9
107/03/27,0.77,0.81,0.74,0.78,475000,366610,+0.06,13
107/03/28,0.79,0.79,0.74,0.74,349000,274430,-0.04,5
107/03/29,0.69,0.69,0.69,0.69,25000,17250,-0.05,3
107/03/30,0.75,0.85,0.75,0.79,457000,369560,+0.10,14
107/03/31,0.81,0.85,0.73,0.73,560000,457250,-0.06,15
107/04/02,0.66,0.68,0.61,0.61,437000,279020,-0.12,9
107/04/03,0.53,0.53,0.42,0.44,362000,180530,-0.17,9
107/04/09,0.45,0.54,0.45,0.54,562000,294420,+0.10,7
107/04/10,0.52,0.52,0.44,0.44,290000,146800,-0.10,5
107/04/11,0.49,0.49,0.44,0.44,100000,47300,0.00,3
107/04/12,0.42,0.45,0.40,0.45,600000,260500,+0.01,9
107/04/13,0.50,0.51,0.49,0.49,530000,267120,+0.04,6
107/04/16,0.52,0.63,0.52,0.63,565000,311100,+0.14,12
107/04/17,0.57,0.58,0.57,0.58,535000,309300,-0.05,6
107/04/18,0.49,0.49,0.49,0.49,20000,9800,-0.09,1
107/04/19,0.51,0.59,0.51,0.59,910000,498500,+0.10,15
107/04/20,0.41,0.43,0.41,0.43,920000,377800,-0.16,10
107/04/23,0.55,0.56,0.52,0.56,295000,160100,+0.13,6
107/04/24,0.62,0.62,0.49,0.49,325000,180610,-0.07,8
107/04/25,0.49,0.65,0.49,0.63,116000,73730,+0.14,8
107/04/26,0.59,0.59,0.45,0.45,216000,122460,-0.18,6
107/04/27,0.43,0.50,0.43,0.50,500000,228000,+0.05,8
107/04/30,0.43,0.43,0.41,0.41,405000,167470,-0.09,7
107/05/02,0.33,0.37,0.32,0.34,130000,46730,-0.07,4
107/05/03,0.31,0.31,0.31,0.31,100000,31000,-0.03,1
107/05/04,0.43,0.55,0.42,0.55,144000,65160,+0.24,12
107/05/07,0.44,0.48,0.44,0.48,198000,91040,-0.07,8
107/05/08,0.50,0.50,0.38,0.38,935000,367620,-0.10,12
107/05/09,0.50,0.51,0.49,0.50,64000,31780,+0.12,5
107/05/10,0.62,0.67,0.53,0.57,388000,231640,+0.07,25
107/05/11,0.50,0.50,0.37,0.37,290000,131610,-0.20,10
