106/12/01,---,---,---,---,0,0,---,0
106/12/04,1.40,1.40,1.40,1.40,143000,200200,+0.01,1
106/12/05,1.15,1.17,1.13,1.16,143000,165880,-0.24,6
106/12/06,0.96,0.96,0.78,0.78,227000,208560,-0.38,7
106/12/07,0.82,0.88,0.79,0.88,413000,351280,+0.10,11
106/12/08,0.90,1.00,0.85,1.00,597000,565210,+0.12,14
106/12/11,0.93,1.01,0.91,1.01,940000,900510,+0.01,15
106/12/12,1.01,1.11,1.01,1.05,638000,669110,+0.04,15
106/12/13,1.03,1.07,1.03,1.03,150000,154900,-0.02,4
106/12/14,1.02,1.03,0.86,0.86,222000,202780,-0.17,7
106/12/15,0.81,0.95,0.80,0.95,333000,280850,+0.09,13
106/12/18,0.97,1.03,0.94,0.99,256000,246680,+0.04,13
106/12/19,0.95,0.95,0.95,0.95,20000,19000,-0.04,2
106/12/20,0.96,0.98,0.96,0.98,92000,88620,+0.03,7
106/12/21,1.03,1.15,1.03,1.08,258000,280000,+0.10,18
106/12/22,1.07,1.07,1.03,1.04,208000,219360,-0.04,12
106/12/25,1.05,1.05,1.00,1.00,74000,76040,-0.04,5
106/12/26,1.04,1.19,1.04,1.13,94000,102210,+0.13,10
106/12/27,1.14,1.14,1.03,1.03,101000,111800,-0.10,7
106/12/28,1.02,1.08,1.02,1.08,40000,42660,+0.05,4
106/12/29,1.14,1.16,1.09,1.11,105000,118380,+0.03,9
107/01/02,1.09,1.10,1.08,1.08,83000,90500,-0.03,6
107/01/03,1.14,1.25,1.14,1.21,526000,629220,+0.13,41
107/01/04,1.25,1.35,1.19,1.35,1034000,1311140,+0.14,54
107/01/05,1.47,1.60,1.46,1.48,508000,780050,+0.13,31
107/01/08,1.42,1.42,1.30,1.30,416000,564870,-0.18,13
107/01/09,1.35,1.45,1.35,1.45,755000,1065960,+0.15,47
107/01/10,1.46,1.46,1.31,1.34,704000,982860,-0.11,53
107/01/11,1.31,1.35,1.26,1.32,186000,245540,-0.02,17
107/01/12,1.35,1.41,1.35,1.35,169000,232990,+0.03,12
107/01/15,1.33,1.42,1.30,1.40,451000,615720,+0.05,42
107/01/16,1.37,1.50,1.35,1.39,710000,1022170,-0.01,37
107/01/17,1.43,1.45,1.33,1.37,518000,719060,-0.02,22
107/01/18,1.48,1.58,1.45,1.46,4598000,6972920,+0.09,105
107/01/19,1.48,1.52,1.46,1.52,3313000,4956030,+0.06,82
107/01/22,1.63,2.04,1.63,2.04,3625000,6649360,+0.52,98
107/01/23,2.25,2.28,1.81,1.90,5470000,11274190,-0.14,158
107/01/24,1.80,1.97,1.80,1.90,2590000,4907180,0.00,88
