106/11/14,0.65,0.65,0.65,0.65,205000,133250,+0.02,6
106/11/15,0.74,0.85,0.74,0.85,987000,777550,+0.20,22
106/11/16,0.86,0.93,0.82,0.82,1258000,1122470,-0.03,53
106/11/17,0.83,0.88,0.81,0.87,2376000,2001250,+0.05,63
106/11/20,0.91,0.91,0.86,0.86,1653000,1482850,-0.01,28
106/11/21,0.85,0.90,0.85,0.90,954000,837950,+0.04,30
106/11/22,0.92,0.92,0.75,0.75,1646000,1389510,-0.15,44
106/11/23,0.78,0.82,0.78,0.81,878000,702050,+0.06,19
106/11/24,0.79,0.82,0.78,0.82,1146000,914610,+0.01,15
106/11/27,0.83,0.84,0.77,0.77,627000,514430,-0.05,15
106/11/28,0.74,0.77,0.68,0.69,419000,303830,-0.08,13
106/11/29,0.74,0.78,0.74,0.78,649000,495200,+0.09,13
106/11/30,0.73,0.75,0.70,0.70,611000,443790,-0.08,14
106/12/01,0.72,0.72,0.61,0.65,737000,478000,-0.05,19
106/12/04,0.62,0.62,0.58,0.61,545000,328500,-0.04,8
106/12/05,0.55,0.57,0.53,0.53,527000,292370,-0.08,10
106/12/06,0.61,0.66,0.61,0.61,901000,577740,+0.08,17
106/12/07,0.60,0.65,0.57,0.65,612000,370800,+0.04,8
106/12/08,0.58,0.64,0.58,0.64,1107000,673040,-0.01,16
106/12/11,0.62,0.68,0.61,0.68,1747000,1110220,+0.04,24
106/12/12,0.61,0.63,0.58,0.58,1035000,645270,-0.10,14
106/12/13,0.55,0.57,0.55,0.57,241000,135050,-0.01,2
106/12/14,0.59,0.60,0.59,0.60,580000,346640,+0.03,9
106/12/15,0.55,0.55,0.54,0.54,532000,291720,-0.06,9
106/12/18,0.54,0.55,0.53,0.55,302000,163760,+0.01,9
106/12/19,0.54,0.55,0.52,0.52,182000,95980,-0.03,6
106/12/20,0.50,0.52,0.50,0.52,128000,64220,0.00,4
106/12/21,0.54,0.55,0.53,0.53,652000,355710,+0.01,10
106/12/22,0.49,0.54,0.49,0.54,807000,418600,+0.01,7
106/12/25,0.52,0.52,0.51,0.51,337000,174510,-0.03,4
106/12/26,0.47,0.47,0.43,0.43,887000,399270,-0.08,16
106/12/27,0.45,0.46,0.43,0.46,1438000,650450,+0.03,13
106/12/28,0.45,0.45,0.45,0.45,979000,440550,-0.01,6
106/12/29,---,---,---,---,0,0,---,0
107/01/02,0.43,0.43,0.43,0.43,250000,107500,+0.01,3
107/01/03,0.45,0.52,0.45,0.51,1024000,491550,+0.08,10
107/01/04,0.49,0.50,0.47,0.48,1205000,590100,-0.03,9
107/01/05,0.49,0.50,0.47,0.49,776000,374940,+0.01,9
107/01/08,0.40,0.40,0.35,0.35,1233000,472720,-0.14,17
107/01/09,0.35,0.35,0.32,0.32,463000,159450,-0.03,6
107/01/10,0.32,0.32,0.30,0.30,649000,198860,-0.02,6
107/01/11,0.30,0.32,0.30,0.32,1215000,370500,+0.02,4
107/01/12,0.32,0.32,0.32,0.32,466000,149120,0.00,3
107/01/15,0.30,0.30,0.30,0.30,1000,300,-0.02,1
107/01/16,0.32,0.32,0.32,0.32,125000,40000,+0.02,1
107/01/17,0.32,0.32,0.32,0.32,872000,279040,0.00,6
107/01/18,0.33,0.33,0.32,0.32,1494000,484320,0.00,7
107/01/19,0.34,0.34,0.34,0.34,747000,253980,+0.02,4
107/01/22,0.33,0.33,0.33,0.33,30000,9900,-0.01,1
107/01/23,0.31,0.31,0.31,0.31,540000,167400,-0.02,2
107/01/24,0.30,0.30,0.30,0.30,540000,162000,-0.01,2
107/01/25,---,---,---,---,0,0,---,0
107/01/26,0.27,0.27,0.27,0.27,202000,54540,-0.02,2
107/01/29,0.30,0.30,0.30,0.30,432000,129600,+0.03,4
107/01/30,0.29,0.29,0.29,0.29,432000,125280,-0.01,2
107/01/31,0.27,0.27,0.27,0.27,10000,2700,-0.02,1
107/02/01,---,---,---,---,0,0,---,0
