107/04/25,---,---,---,---,0,0,---,0
107/04/26,1.33,1.44,1.32,1.44,283000,395070,+0.13,8
107/04/27,1.48,1.53,1.45,1.49,386000,572760,+0.05,27
107/04/30,1.45,1.50,1.45,1.45,147000,217390,-0.04,9
107/05/02,1.43,1.45,1.43,1.45,62000,89610,0.00,3
107/05/03,1.40,1.40,1.40,1.40,41000,57400,-0.05,1
107/05/04,1.33,1.33,1.33,1.33,12000,15960,-0.07,1
107/05/07,1.37,1.57,1.37,1.57,696000,1036370,+0.24,25
107/05/08,1.61,1.61,1.49,1.55,695000,1095580,-0.02,48
107/05/09,1.49,1.60,1.48,1.57,1085000,1674310,+0.02,26
107/05/10,1.48,1.53,1.43,1.46,1221000,1820450,-0.11,37
107/05/11,1.47,1.54,1.47,1.54,753000,1140930,+0.08,19
107/05/14,1.45,1.49,1.45,1.45,477000,697880,-0.09,15
107/05/15,1.45,1.46,1.44,1.46,122000,177790,+0.01,3
107/05/16,1.49,1.51,1.43,1.51,311000,462290,+0.05,10
107/05/17,1.47,1.61,1.46,1.61,1337000,2062950,+0.10,30
107/05/18,1.55,1.57,1.50,1.57,1073000,1640010,-0.04,38
107/05/21,1.53,1.53,1.47,1.47,40000,60420,-0.10,3
107/05/22,1.28,1.28,1.15,1.15,97000,114830,-0.32,8
107/05/23,1.19,1.23,1.18,1.22,322000,392850,+0.07,17
107/05/24,1.22,1.24,1.21,1.24,273000,335770,+0.02,15
107/05/25,1.23,1.28,1.22,1.28,498000,624250,+0.04,13
107/05/28,1.19,1.22,1.13,1.13,517000,620810,-0.15,23
107/05/29,1.14,1.14,1.03,1.09,137000,148600,-0.04,13
107/05/30,1.15,1.18,1.15,1.15,215000,250120,+0.06,11
107/05/31,1.11,1.17,1.10,1.17,294000,334730,+0.02,11
107/06/01,1.14,1.14,1.01,1.01,200000,220850,-0.16,12
107/06/04,0.96,0.96,0.95,0.95,25000,23850,-0.06,3
107/06/05,1.00,1.04,1.00,1.04,219000,223990,+0.09,5
107/06/06,1.00,1.03,0.98,1.03,392000,392440,-0.01,7
107/06/07,1.00,1.04,1.00,1.04,173000,177080,+0.01,6
107/06/08,1.01,1.01,1.01,1.01,50000,50500,-0.03,1
107/06/11,0.96,1.02,0.96,1.02,316000,317190,+0.01,7
107/06/12,1.01,1.05,1.00,1.00,312000,317410,-0.02,13
107/06/13,1.00,1.05,0.99,1.05,475000,492290,+0.05,13
107/06/14,1.03,1.04,1.01,1.04,385000,393080,-0.01,17
107/06/15,1.01,1.01,0.97,0.98,180000,176900,-0.06,4
107/06/19,1.09,1.12,1.08,1.12,591000,649890,+0.14,18
107/06/20,1.16,1.25,1.14,1.23,925000,1104710,+0.11,31
107/06/21,1.18,1.19,1.14,1.14,603000,707230,-0.09,23
107/06/22,1.18,1.18,1.16,1.18,114000,132970,+0.04,6
107/06/25,1.08,1.09,0.99,1.06,259000,269130,-0.12,10
107/06/26,1.13,1.17,1.11,1.16,330000,374890,+0.10,19
107/06/27,1.11,1.17,1.08,1.17,458000,510780,+0.01,18
107/06/28,1.15,1.15,1.08,1.08,273000,308000,-0.09,19
107/06/29,1.05,1.05,1.05,1.05,9000,9450,-0.03,2
107/07/02,1.07,1.15,1.07,1.15,368000,409060,+0.10,9
107/07/03,1.10,1.21,1.09,1.21,602000,686110,+0.06,23
107/07/04,1.19,1.23,1.15,1.15,233000,278470,-0.06,11
107/07/05,1.13,1.19,1.11,1.19,202000,232300,+0.04,10
