106/10/24,1.33,1.33,1.24,1.27,40000,50210,-0.16,7
106/10/25,1.24,1.25,1.19,1.20,64000,78180,-0.07,9
106/10/26,1.17,1.23,1.17,1.23,107000,129890,+0.03,5
106/10/27,1.19,1.49,1.18,1.49,880000,1138960,+0.26,23
106/10/30,1.35,1.67,1.29,1.40,1645000,2420880,-0.09,49
106/10/31,1.28,1.35,1.25,1.30,1271000,1655180,-0.10,39
106/11/01,1.25,1.27,1.12,1.12,833000,999890,-0.18,38
106/11/02,1.15,1.15,1.06,1.10,148000,167790,-0.02,14
106/11/03,1.02,1.04,0.93,0.94,223000,220390,-0.16,18
106/11/06,0.98,1.08,0.97,1.08,819000,838380,+0.14,21
106/11/07,1.02,1.13,1.00,1.09,1423000,1510690,+0.01,38
106/11/08,1.06,1.10,0.98,0.98,1264000,1349550,-0.11,32
106/11/09,0.95,1.07,0.88,1.05,1565000,1471400,+0.07,33
106/11/10,0.98,1.06,0.98,1.02,1168000,1209180,-0.03,26
106/11/13,0.96,1.00,0.90,0.92,440000,427810,-0.10,16
106/11/14,0.88,0.97,0.88,0.96,298000,277710,+0.04,12
106/11/15,0.94,1.00,0.93,1.00,256000,244720,+0.04,12
106/11/16,0.99,0.99,0.93,0.93,128000,123990,-0.07,8
106/11/17,0.87,0.87,0.74,0.75,260000,210600,-0.18,9
106/11/20,0.77,0.84,0.77,0.84,487000,388200,+0.09,15
106/11/21,0.82,0.82,0.79,0.80,448000,361610,-0.04,18
106/11/22,0.77,0.81,0.75,0.80,284000,224660,0.00,8
106/11/23,0.72,0.76,0.71,0.75,498000,367990,-0.05,18
106/11/24,0.73,0.73,0.72,0.72,227000,164710,-0.03,4
106/11/27,0.69,0.69,0.67,0.67,2000,1360,-0.05,2
106/11/28,0.72,0.72,0.68,0.68,194000,138240,+0.01,4
106/11/29,0.63,0.63,0.60,0.60,151000,91920,-0.08,10
106/11/30,0.64,0.67,0.64,0.67,85000,56050,+0.07,3
106/12/01,0.58,0.60,0.58,0.60,160000,94000,-0.07,4
106/12/04,0.59,0.61,0.59,0.61,90000,54500,+0.01,2
106/12/05,0.66,0.74,0.66,0.74,290000,198400,+0.13,5
106/12/06,0.77,1.02,0.77,1.00,676000,583180,+0.26,18
106/12/07,0.92,1.02,0.92,0.96,629000,604810,-0.04,24
106/12/08,0.82,0.93,0.78,0.78,294000,249530,-0.18,16
106/12/11,0.59,0.59,0.56,0.56,280000,158950,-0.22,7
106/12/12,0.47,0.55,0.47,0.50,351000,175400,-0.06,6
106/12/13,0.51,0.57,0.47,0.55,314000,164830,+0.05,11
106/12/14,0.65,0.70,0.62,0.70,860000,587280,+0.15,18
106/12/15,0.65,0.71,0.64,0.66,448000,301070,-0.04,19
106/12/18,0.67,0.69,0.57,0.57,566000,372430,-0.09,11
106/12/19,0.50,0.51,0.46,0.49,326000,156630,-0.08,12
106/12/20,0.50,0.50,0.44,0.50,285000,128800,+0.01,8
106/12/21,0.48,0.53,0.47,0.53,530000,266900,+0.03,6
106/12/22,0.54,0.62,0.54,0.62,201000,123020,+0.09,4
106/12/25,0.59,0.59,0.58,0.58,176000,103690,-0.04,2
106/12/26,0.65,0.69,0.65,0.67,136000,93040,+0.09,4
106/12/27,0.72,0.74,0.70,0.74,106000,75400,+0.07,7
106/12/28,0.70,0.70,0.68,0.68,53000,36240,-0.06,3
106/12/29,0.69,0.69,0.69,0.69,48000,33120,+0.01,1
107/01/02,0.71,0.72,0.71,0.71,50000,35700,+0.02,7
107/01/03,0.61,0.61,0.56,0.57,100000,58160,-0.14,4
107/01/04,0.53,0.53,0.49,0.49,127000,66510,-0.08,3
107/01/05,0.47,0.48,0.47,0.48,119000,55980,-0.01,4
107/01/08,0.50,0.53,0.50,0.53,136000,69650,+0.05,5
107/01/09,0.52,0.62,0.52,0.62,354000,195540,+0.09,9
107/01/10,0.65,0.74,0.65,0.70,783000,547130,+0.08,14
107/01/11,0.68,0.72,0.67,0.70,1050000,739950,0.00,18
107/01/12,0.71,0.85,0.70,0.85,1224000,923660,+0.15,28
107/01/15,0.87,0.89,0.74,0.74,693000,576440,-0.11,13
107/01/16,0.72,0.72,0.71,0.71,8000,5710,-0.03,2
107/01/17,0.67,0.67,0.67,0.67,8000,5360,-0.04,1
107/01/18,0.66,0.67,0.66,0.67,9000,6010,0.00,2
107/01/19,0.70,0.72,0.70,0.72,22000,15440,+0.05,2
107/01/22,0.82,0.82,0.82,0.82,20000,16400,+0.10,1
107/01/23,---,---,---,---,0,0,---,0
107/01/24,---,---,---,---,0,0,---,0
107/01/25,0.85,0.93,0.85,0.93,193000,174050,+0.10,9
107/01/26,0.97,0.98,0.92,0.98,280000,269150,+0.05,11
107/01/29,0.91,0.91,0.84,0.84,59000,53510,-0.14,4
107/01/30,0.71,0.80,0.71,0.80,3000,2270,-0.04,3
107/01/31,0.77,0.77,0.73,0.73,2000,1500,-0.07,2
107/02/01,0.71,0.75,0.71,0.75,212000,154730,+0.02,3
107/02/02,0.67,0.68,0.66,0.66,254000,172420,-0.09,6
107/02/05,0.74,0.74,0.72,0.72,67000,48980,+0.06,2
107/02/06,0.86,1.01,0.86,1.01,385000,335620,+0.29,8
107/02/07,0.71,0.84,0.70,0.84,586000,456810,-0.17,23
107/02/08,0.79,0.96,0.79,0.94,609000,548580,+0.10,18
107/02/09,1.11,1.11,0.78,0.78,395000,385170,-0.16,14
107/02/12,0.81,0.81,0.81,0.81,1000,810,+0.03,1
107/02/21,0.74,0.74,0.71,0.71,130000,92900,-0.10,3
107/02/22,0.69,0.69,0.62,0.62,170000,112200,-0.09,8
107/02/23,0.62,0.62,0.58,0.58,141000,83380,-0.04,2
107/02/26,0.63,0.63,0.62,0.62,488000,304760,+0.04,12
107/02/27,0.53,0.57,0.51,0.57,406000,213300,-0.05,8
107/03/01,0.57,0.57,0.54,0.54,119000,67600,-0.03,4
107/03/02,0.59,0.61,0.59,0.61,227000,137260,+0.07,5
107/03/05,0.59,0.71,0.59,0.71,475000,298320,+0.10,10
107/03/06,0.65,0.68,0.65,0.68,150000,97560,-0.03,3
107/03/07,0.62,0.62,0.62,0.62,16000,9920,-0.06,1
107/03/08,0.55,0.55,0.49,0.50,156000,78500,-0.12,4
107/03/09,0.47,0.51,0.47,0.51,80000,40100,+0.01,4
107/03/12,0.40,0.40,0.33,0.33,150000,55520,-0.18,4
107/03/13,0.26,0.26,0.24,0.24,325000,78430,-0.09,6
107/03/14,0.22,0.24,0.22,0.24,203000,46660,0.00,3
107/03/15,0.19,0.21,0.19,0.21,214000,40840,-0.03,4
107/03/16,0.19,0.21,0.19,0.19,224000,43580,-0.02,5
107/03/19,0.17,0.17,0.17,0.17,100000,17000,-0.02,1
107/03/20,0.22,0.22,0.22,0.22,100000,22000,+0.05,5
107/03/21,0.17,0.17,0.17,0.17,100000,17000,-0.05,1
107/03/22,0.17,0.19,0.17,0.19,190000,34200,+0.02,3
107/03/23,0.24,0.24,0.22,0.22,183000,40860,+0.03,4
