106/10/31,---,---,---,---,0,0,---,0
106/11/01,1.18,1.29,1.17,1.23,375000,463180,+0.12,22
106/11/02,1.24,1.26,1.19,1.20,409000,500320,-0.03,12
106/11/03,1.15,1.15,1.13,1.15,84000,96400,-0.05,3
106/11/06,1.17,1.27,1.13,1.13,486000,593120,-0.02,12
106/11/07,1.16,1.17,1.13,1.17,450000,519490,+0.04,12
106/11/08,1.26,1.43,1.25,1.40,729000,986230,+0.23,35
106/11/09,1.24,1.72,1.24,1.54,1205000,1950580,+0.14,58
106/11/10,1.54,1.68,1.39,1.68,1274000,1922090,+0.14,60
106/11/13,2.19,2.22,2.19,2.22,69000,151700,+0.54,8
106/11/14,2.20,2.20,1.92,1.93,898000,1820570,-0.29,35
106/11/15,2.02,2.19,2.02,2.19,1927000,4077170,+0.26,72
106/11/16,2.21,2.38,2.11,2.22,3075000,6828860,+0.03,110
106/11/17,2.29,2.70,2.27,2.64,2280000,5455350,+0.42,110
106/11/20,2.48,2.76,2.45,2.48,950000,2426380,-0.16,53
106/11/21,2.55,3.19,2.55,3.19,934000,2562530,+0.71,41
106/11/22,3.26,3.52,3.16,3.28,832000,2732260,+0.09,41
106/11/23,3.33,3.72,3.33,3.72,294000,1017050,+0.44,11
106/11/24,3.71,3.80,3.69,3.69,172000,640990,-0.03,10
106/11/27,3.83,3.83,3.15,3.23,55000,184960,-0.46,10
106/11/28,3.26,3.59,3.01,3.59,99000,334040,+0.36,14
106/11/29,3.71,4.13,3.63,4.13,97000,373860,+0.54,8
106/11/30,3.49,3.92,3.49,3.92,60000,219700,-0.21,9
106/12/01,4.29,4.73,3.98,3.98,24000,107220,+0.06,4
106/12/04,4.00,4.00,4.00,4.00,20000,80000,+0.02,2
106/12/05,3.52,3.52,3.30,3.30,19000,66440,-0.70,3
106/12/06,3.64,3.65,3.64,3.65,20000,72900,+0.35,2
106/12/07,3.20,3.20,3.13,3.13,20000,63300,-0.52,2
106/12/08,2.46,3.10,2.18,3.10,563000,1436330,-0.03,16
106/12/11,3.39,3.50,3.08,3.10,641000,2094200,0.00,32
106/12/12,3.00,3.00,2.91,2.91,30000,88200,-0.19,3
106/12/13,2.57,2.69,2.55,2.69,30000,78100,-0.22,3
106/12/14,2.62,3.13,2.62,3.13,190000,544300,+0.44,11
106/12/15,3.09,3.09,2.86,3.02,117000,355500,-0.11,8
106/12/18,3.10,3.16,3.10,3.16,57000,177800,+0.14,4
106/12/19,3.00,3.05,3.00,3.05,26000,78690,-0.11,3
106/12/20,2.76,2.79,2.76,2.79,41000,113310,-0.26,2
106/12/21,2.81,2.87,2.58,2.58,59000,164910,-0.21,4
106/12/22,2.36,2.70,2.35,2.70,219000,579210,+0.12,6
106/12/25,2.60,2.73,2.57,2.57,289000,770340,-0.13,5
106/12/26,2.39,2.45,2.24,2.24,70000,165170,-0.33,6
106/12/27,2.28,2.39,2.23,2.24,417000,948680,0.00,11
106/12/28,2.28,2.52,2.28,2.48,585000,1375770,+0.24,11
106/12/29,2.52,2.63,2.37,2.37,270000,693980,-0.11,8
107/01/02,2.27,2.27,2.12,2.19,355000,774730,-0.18,9
107/01/03,2.23,2.35,2.23,2.28,780000,1781000,+0.09,24
107/01/04,2.31,2.50,2.31,2.50,150000,361900,+0.22,5
107/01/05,2.49,2.56,2.49,2.52,110000,276420,+0.02,5
107/01/08,2.61,2.61,2.48,2.48,58000,146180,-0.04,2
107/01/09,2.22,2.22,1.68,1.68,96000,209940,-0.80,4
107/01/10,1.46,1.67,1.44,1.67,229000,357240,-0.01,11
107/01/11,1.63,1.76,1.54,1.61,425000,692120,-0.06,12
107/01/12,1.62,1.63,1.55,1.59,648000,1032270,-0.02,12
107/01/15,1.65,2.05,1.62,2.05,1529000,2666380,+0.46,59
107/01/16,2.04,2.04,1.93,1.94,595000,1187420,-0.11,25
107/01/17,1.86,2.21,1.86,2.05,1355000,2763110,+0.11,18
107/01/18,2.05,2.15,2.04,2.10,417000,871750,+0.05,23
107/01/19,2.04,2.04,2.00,2.01,66000,132780,-0.09,8
107/01/22,2.07,2.07,1.74,1.74,362000,707460,-0.27,14
107/01/23,1.67,1.79,1.67,1.68,91000,159120,-0.06,4
107/01/24,1.58,1.73,1.58,1.73,334000,553850,+0.05,11
