96/04/18,0.54,0.67,0.50,0.60,23966000,12538130,0.07,281
96/04/19,0.60,0.74,0.56,0.69,1868000,1312060,0.09,111
96/04/20,0.69,0.74,0.69,0.70,1802000,1295220,0.01,95
96/04/23,0.73,0.75,0.62,0.62,1291000,889840,-0.08,93
96/04/24,0.62,0.62,0.40,0.43,1033000,507500,-0.19,68
96/04/25,0.41,0.43,0.33,0.34,1446000,511560,-0.09,84
96/04/26,0.36,0.42,0.36,0.41,1608000,625020,0.07,91
96/04/27,0.41,0.41,0.37,0.38,1340000,533080,-0.03,72
96/04/30,0.40,0.41,0.34,0.34,318000,119860,-0.04,16
96/05/02,0.36,0.38,0.27,0.28,1495000,494480,-0.06,94
96/05/03,0.29,0.29,0.21,0.26,1690000,441080,-0.02,97
96/05/04,0.25,0.29,0.25,0.26,839000,227410,,50
96/05/07,0.28,0.28,0.23,0.25,1473000,386840,-0.01,82
96/05/08,0.26,0.26,0.23,0.24,1254000,309210,-0.01,84
96/05/09,0.24,0.24,0.22,0.23,1292000,293400,-0.01,76
96/05/10,0.24,0.25,0.23,0.23,1152000,276300,,75
96/05/11,0.22,0.23,0.21,0.22,1170000,250280,-0.01,84
96/05/14,0.22,0.24,0.20,0.21,1402000,296020,-0.01,80
96/05/15,0.21,0.22,0.20,0.20,457000,94160,-0.01,51
96/05/16,0.20,0.21,0.20,0.20,365000,74750,,17
96/05/17,0.20,0.22,0.20,0.21,623000,130040,0.01,54
96/05/18,0.21,0.23,0.20,0.20,527000,106590,-0.01,50
96/05/21,0.24,0.25,0.22,0.25,727000,171690,0.05,62
96/05/22,0.25,0.32,0.25,0.28,919000,264590,0.03,72
96/05/23,0.30,0.36,0.30,0.35,877000,293940,0.07,74
96/05/24,0.34,0.34,0.32,0.32,191000,63710,-0.03,15
96/05/25,0.30,0.37,0.30,0.35,508000,176880,0.03,29
96/05/28,0.37,0.38,0.32,0.34,693000,234590,-0.01,55
96/05/29,0.34,0.63,0.34,0.48,1430000,687270,0.14,91
96/05/30,0.50,0.52,0.45,0.45,720000,347920,-0.03,49
96/05/31,0.47,0.49,0.37,0.42,652000,278800,-0.03,44
96/06/01,0.42,0.48,0.41,0.48,1199000,521890,0.06,108
96/06/04,0.49,0.49,0.36,0.40,1618000,632680,-0.08,108
96/06/05,0.40,0.40,0.31,0.34,1142000,405490,-0.06,83
96/06/06,0.35,0.39,0.32,0.35,649000,225630,0.01,29
96/06/07,0.35,0.37,0.34,0.37,634000,226800,0.02,43
96/06/08,0.35,0.35,0.28,0.32,1133000,344150,-0.05,90
96/06/11,0.34,0.34,0.32,0.33,848000,274650,0.01,76
96/06/12,0.34,0.35,0.27,0.29,636000,201050,-0.04,54
96/06/13,0.31,0.31,0.27,0.29,809000,239800,,70
96/06/14,0.30,0.33,0.26,0.28,819000,243070,-0.01,68
96/06/15,0.28,0.32,0.28,0.28,721000,214340,,63
96/06/20,0.30,0.38,0.28,0.38,1296000,432360,0.10,90
96/06/21,0.38,0.38,0.34,0.36,702000,249950,-0.02,62
96/06/22,0.38,0.39,0.33,0.36,907000,328690,,74
96/06/23,0.36,0.48,0.36,0.40,1267000,516600,0.04,88
96/06/25,0.42,0.52,0.40,0.46,971000,426070,0.06,88
96/06/26,0.48,0.50,0.44,0.46,876000,407640,,71
96/06/27,0.46,0.50,0.44,0.48,1252000,579190,0.02,96
96/06/28,0.50,0.50,0.44,0.49,1332000,625320,0.01,94
96/06/29,0.49,0.49,0.42,0.42,955000,438600,-0.07,75
96/07/02,0.44,0.48,0.43,0.45,888000,398890,0.03,69
96/07/03,0.47,0.62,0.47,0.58,1235000,658290,0.13,63
96/07/04,0.58,0.75,0.56,0.61,1283000,852480,0.03,88
96/07/05,0.63,0.65,0.59,0.60,227000,140720,-0.01,16
96/07/06,0.62,0.64,0.56,0.60,468000,280040,,31
96/07/09,0.62,0.64,0.58,0.58,549000,337790,-0.02,28
96/07/10,0.58,0.67,0.47,0.53,1099000,590410,-0.05,99
96/07/11,0.52,0.58,0.49,0.56,1091000,593450,0.03,103
96/07/12,0.58,0.64,0.58,0.62,1276000,784080,0.06,122
96/07/13,0.65,0.96,0.63,0.95,1152000,972220,0.33,76
96/07/16,1.01,1.13,0.81,0.88,2528000,2434050,-0.07,246
96/07/17,0.88,0.90,0.82,0.86,980000,829830,-0.02,104
96/07/18,0.88,1.08,0.88,1.00,1584000,1521580,0.14,139
96/07/19,1.02,1.20,1.00,1.12,2670000,2984720,0.12,225
96/07/20,1.14,1.20,1.00,1.14,1509000,1686630,0.02,123
96/07/23,1.14,1.16,1.00,1.06,1422000,1517750,-0.08,108
96/07/24,1.06,1.17,1.02,1.11,1487000,1604260,0.05,134
96/07/25,1.20,1.45,1.20,1.35,1433000,1843610,0.24,135
96/07/26,1.45,1.45,1.10,1.10,1047000,1274910,-0.25,127
96/07/27,0.90,0.93,0.82,0.83,793000,686620,-0.27,70
96/07/30,0.65,0.78,0.65,0.71,758000,551350,-0.12,76
96/07/31,0.74,0.89,0.71,0.84,760000,639030,0.13,72
96/08/01,0.82,0.89,0.71,0.71,993000,803880,-0.13,91
96/08/02,0.73,0.78,0.60,0.76,825000,604930,0.05,80
96/08/03,0.79,0.79,0.73,0.75,748000,570860,-0.01,68
96/08/06,0.74,0.74,0.62,0.72,699000,503770,-0.03,73
96/08/07,0.73,0.79,0.71,0.72,661000,489830,,66
