109/10/12,---,---,---,---,0,0,---,0
109/10/13,1.16,1.24,1.16,1.24,114000,137580,+0.04,5
109/10/14,1.25,1.39,1.24,1.38,503000,657570,+0.14,34
109/10/15,1.34,1.34,1.28,1.28,389000,511790,-0.10,28
109/10/16,1.26,1.42,1.26,1.35,404000,540230,+0.07,21
109/10/19,1.45,1.46,1.37,1.46,412000,584430,+0.11,27
109/10/20,1.56,1.60,1.42,1.47,92000,138260,+0.01,9
109/10/21,1.38,1.38,1.33,1.33,16000,21600,-0.14,6
109/10/22,1.34,1.34,1.21,1.21,7000,8990,-0.12,2
109/10/23,1.25,1.33,1.25,1.33,129000,168250,+0.12,9
109/10/26,1.26,1.26,1.21,1.21,129000,160590,-0.12,12
109/10/27,1.19,1.22,1.17,1.19,100000,120210,-0.02,6
109/10/28,1.18,1.19,1.12,1.12,47000,54280,-0.07,4
109/10/29,1.11,1.19,1.11,1.19,104000,121360,+0.07,3
109/10/30,1.22,1.26,1.19,1.26,479000,583980,+0.07,24
109/11/02,1.12,1.12,1.05,1.09,276000,298870,-0.17,16
109/11/03,1.16,1.25,1.16,1.24,203000,241700,+0.15,14
109/11/04,1.19,1.21,1.17,1.17,98000,116450,-0.07,11
109/11/05,1.18,1.28,1.18,1.25,418000,511110,+0.08,27
109/11/06,1.35,1.36,1.31,1.32,514000,687570,+0.07,45
109/11/09,1.41,1.45,1.36,1.45,366000,516870,+0.13,23
109/11/10,1.35,1.37,1.32,1.35,169000,226480,-0.10,19
109/11/11,1.45,1.46,1.41,1.41,285000,411450,+0.06,7
109/11/12,1.28,1.29,1.23,1.23,550000,692300,-0.18,5
109/11/13,1.26,1.33,1.26,1.28,423000,544200,+0.05,9
109/11/16,1.28,1.28,1.25,1.28,183000,232780,0.00,15
109/11/17,1.27,1.37,1.27,1.35,332000,439140,+0.07,20
109/11/18,1.42,1.52,1.39,1.50,839000,1218270,+0.15,47
109/11/19,1.51,1.59,1.48,1.53,520000,797350,+0.03,44
109/11/20,1.42,1.42,1.41,1.41,252000,357740,-0.12,6
109/11/23,1.43,1.45,1.43,1.45,234000,335110,+0.04,7
109/11/24,1.38,1.48,1.37,1.42,139000,197340,-0.03,20
109/11/25,1.47,1.80,1.46,1.80,347000,556230,+0.38,36
109/11/26,1.81,1.83,1.73,1.73,319000,567440,-0.07,35
109/11/27,1.69,1.69,1.61,1.68,159000,266130,-0.05,8
109/11/30,1.69,1.78,1.67,1.68,207000,353040,0.00,19
109/12/01,1.69,1.69,1.57,1.62,257000,416330,-0.06,7
109/12/02,1.64,1.64,1.55,1.55,150000,235100,-0.07,6
109/12/03,1.55,1.55,1.48,1.48,11000,16980,-0.07,2
109/12/04,1.49,1.50,1.49,1.50,36000,53970,+0.02,2
109/12/07,1.48,1.49,1.40,1.40,45000,65940,-0.10,6
109/12/08,1.51,1.55,1.51,1.55,16000,24420,+0.15,4
109/12/09,1.46,1.46,1.40,1.42,18000,26010,-0.13,7
109/12/10,---,---,---,---,0,0,---,0
109/12/11,1.33,1.33,1.33,1.33,7000,9310,+0.03,1
109/12/14,1.34,1.42,1.34,1.42,269000,374520,+0.09,6
109/12/15,1.36,1.38,1.24,1.25,280000,378760,-0.17,23
109/12/16,---,---,---,---,0,0,---,0
109/12/17,---,---,---,---,0,0,---,0
109/12/18,---,---,---,---,0,0,---,0
109/12/21,1.23,1.32,1.23,1.27,208000,266640,+0.10,6
109/12/22,1.23,1.38,1.22,1.27,331000,432070,0.00,12
109/12/23,1.29,1.29,1.23,1.23,122000,152410,-0.04,7
109/12/24,1.32,1.39,1.32,1.39,35000,47680,+0.16,4
109/12/25,1.30,1.44,1.30,1.36,178000,243790,-0.03,22
