109/07/02,---,---,---,---,0,0,---,0
109/07/03,1.44,1.44,1.41,1.41,74000,106250,0.00,4
109/07/06,1.34,1.34,1.32,1.33,74000,98440,-0.08,3
109/07/07,1.31,1.42,1.31,1.41,265000,358300,+0.08,7
109/07/08,1.37,1.40,1.35,1.36,370000,510750,-0.05,17
109/07/09,1.23,1.26,1.23,1.24,420000,518730,-0.12,8
109/07/10,1.26,1.38,1.26,1.38,321000,423250,+0.14,6
109/07/13,1.34,1.41,1.34,1.41,272000,380300,+0.03,6
109/07/14,1.39,1.47,1.37,1.44,326000,456670,+0.03,20
109/07/15,1.34,1.38,1.34,1.38,80000,108620,-0.06,13
109/07/16,1.32,1.32,1.20,1.23,527000,667350,-0.15,37
109/07/17,1.25,1.31,1.25,1.30,221000,284100,+0.07,16
109/07/20,1.33,1.47,1.33,1.41,478000,671380,+0.11,22
109/07/21,1.32,1.33,1.26,1.28,443000,580060,-0.13,16
109/07/22,1.23,1.24,1.22,1.23,222000,272960,-0.05,13
109/07/23,1.22,1.24,1.20,1.20,239000,291880,-0.03,10
109/07/24,1.27,1.39,1.27,1.35,280000,376210,+0.15,16
109/07/27,1.20,1.33,1.20,1.33,222000,289680,-0.02,10
109/07/28,1.23,1.24,1.14,1.20,413000,488350,-0.13,21
109/07/29,1.17,1.24,1.17,1.24,300000,364390,+0.04,12
109/07/30,1.19,1.19,1.07,1.07,139000,162150,-0.17,7
109/07/31,1.02,1.02,0.76,0.76,150000,132720,-0.31,19
109/08/03,0.87,0.98,0.85,0.97,105000,96220,+0.21,25
109/08/04,0.97,0.98,0.91,0.91,82000,76760,-0.06,4
109/08/05,0.91,0.91,0.90,0.91,408000,371080,0.00,4
109/08/06,0.86,0.90,0.86,0.90,108000,94800,-0.01,12
109/08/07,0.90,0.91,0.89,0.91,54000,48410,+0.01,3
109/08/10,0.96,1.12,0.96,1.09,119000,126330,+0.18,13
109/08/11,1.02,1.05,1.02,1.05,49000,50580,-0.04,2
109/08/12,1.08,1.19,1.07,1.14,716000,790350,+0.09,13
109/08/13,1.08,1.11,1.00,1.05,669000,702710,-0.09,18
109/08/14,1.14,1.14,1.05,1.05,50000,54800,0.00,5
109/08/17,1.02,1.03,0.92,0.92,110000,106380,-0.13,17
109/08/18,0.99,0.99,0.93,0.93,223000,217410,+0.01,7
109/08/19,0.91,0.94,0.89,0.93,55000,50900,0.00,14
109/08/20,0.95,1.09,0.95,1.09,105000,112000,+0.16,5
109/08/21,1.04,1.04,1.01,1.04,35000,35950,-0.05,3
109/08/24,0.92,0.92,0.90,0.90,33000,30040,-0.14,8
109/08/25,0.90,0.90,0.90,0.90,3000,2700,0.00,1
109/08/26,0.91,0.99,0.91,0.99,107000,100410,+0.09,5
109/08/27,0.98,1.02,0.98,1.02,147000,145650,+0.03,15
109/08/28,1.01,1.08,1.01,1.08,164000,171680,+0.06,10
109/08/31,1.05,1.05,1.03,1.05,315000,329750,-0.03,6
109/09/01,1.03,1.06,0.96,0.97,188000,193390,-0.08,7
109/09/02,0.86,0.86,0.73,0.73,218000,173270,-0.24,19
109/09/03,0.71,0.76,0.71,0.76,48000,35830,+0.03,5
109/09/04,0.81,0.89,0.81,0.88,122000,103250,+0.12,6
109/09/07,0.91,1.08,0.91,1.02,378000,357080,+0.14,22
109/09/08,0.96,0.98,0.91,0.93,332000,318730,-0.09,10
109/09/09,0.97,1.06,0.93,0.93,205000,199210,0.00,6
109/09/10,0.77,0.84,0.77,0.83,457000,373010,-0.10,19
109/09/11,0.82,0.87,0.80,0.80,866000,724600,-0.03,40
109/09/14,0.76,0.76,0.71,0.75,385000,284470,-0.05,21
109/09/15,0.80,0.80,0.73,0.74,81000,61760,-0.01,6
109/09/16,0.72,0.72,0.60,0.66,543000,351100,-0.08,26
109/09/17,0.66,0.75,0.63,0.74,175000,118910,+0.08,20
109/09/18,0.75,0.75,0.72,0.74,205000,150690,0.00,8
109/09/21,0.71,0.76,0.71,0.76,931000,706560,+0.02,10
109/09/22,0.79,0.81,0.79,0.81,35000,28050,+0.05,5
109/09/23,0.76,0.76,0.75,0.75,40000,30300,-0.06,3
109/09/24,0.75,0.80,0.75,0.80,39000,29890,+0.05,6
109/09/25,0.79,0.91,0.79,0.89,76000,65790,+0.09,5
109/09/28,0.92,0.95,0.90,0.93,81000,73770,+0.04,7
109/09/29,0.85,0.85,0.85,0.85,30000,25500,-0.08,4
109/09/30,0.83,0.84,0.83,0.84,20000,16650,-0.01,11
109/10/05,0.79,0.79,0.76,0.76,24000,18470,-0.08,4
109/10/06,0.70,0.70,0.66,0.67,28000,18960,-0.09,17
109/10/07,0.70,0.70,0.69,0.69,18000,12560,+0.02,5
109/10/08,0.68,0.68,0.62,0.62,16000,10720,-0.07,3
109/10/12,0.60,0.60,0.60,0.60,20000,12000,-0.02,1
109/10/13,0.53,0.55,0.53,0.54,20000,10870,-0.06,9
109/10/14,0.54,0.63,0.54,0.63,77000,43650,+0.09,3
109/10/15,0.57,0.57,0.52,0.54,83000,46070,-0.09,12
109/10/16,0.53,0.54,0.49,0.54,50000,26150,0.00,5
109/10/19,0.54,0.62,0.54,0.61,537000,301780,+0.07,18
109/10/20,0.58,0.58,0.58,0.58,20000,11600,-0.03,1
109/10/21,0.56,0.56,0.55,0.55,40000,22200,-0.03,7
109/10/22,0.57,0.62,0.57,0.61,40000,23760,+0.06,13
109/10/23,0.58,0.60,0.58,0.59,124000,73320,-0.02,7
109/10/26,0.57,0.60,0.57,0.60,104000,59810,+0.01,11
109/10/27,0.64,0.64,0.64,0.64,6000,3840,+0.04,1
109/10/28,0.54,0.54,0.54,0.54,10000,5400,-0.10,1
109/10/29,0.54,0.55,0.54,0.55,30000,16300,+0.01,2
109/10/30,0.63,0.66,0.63,0.66,60000,38380,+0.11,6
109/11/02,0.63,0.63,0.62,0.62,41000,25430,-0.04,4
109/11/03,0.59,0.59,0.59,0.59,1000,590,-0.03,1
109/11/04,---,---,---,---,0,0,---,0
109/11/05,0.47,0.47,0.47,0.47,1000,470,-0.08,1
109/11/06,0.44,0.47,0.39,0.47,26000,11370,0.00,5
109/11/09,0.41,0.42,0.40,0.42,41000,17000,-0.05,9
109/11/10,0.49,0.57,0.49,0.56,109000,60750,+0.14,14
109/11/11,0.52,0.65,0.52,0.57,73000,39840,+0.01,11
109/11/12,---,---,---,---,0,0,---,0
109/11/13,0.57,0.57,0.57,0.57,10000,5700,-0.01,1
109/11/16,0.52,0.52,0.50,0.51,21000,10620,-0.06,3
109/11/17,0.57,0.57,0.57,0.57,21000,11970,+0.06,2
109/11/18,0.58,0.58,0.58,0.58,30000,17400,+0.01,6
109/11/19,0.52,0.53,0.52,0.53,6000,3170,-0.05,2
109/11/20,0.50,0.50,0.50,0.50,5000,2500,-0.03,1
109/11/23,0.45,0.45,0.41,0.41,12000,4960,-0.09,3
109/11/24,0.44,0.45,0.44,0.45,12000,5390,+0.04,3
109/11/25,0.53,0.55,0.51,0.53,206000,110160,+0.08,4
109/11/26,0.54,0.54,0.51,0.52,211000,107880,-0.01,3
109/11/27,0.48,0.50,0.48,0.50,60000,29000,-0.02,2
109/11/30,0.54,0.54,0.52,0.52,130000,68700,+0.02,3
109/12/01,0.52,0.53,0.52,0.52,94000,48920,0.00,3
109/12/02,0.51,0.51,0.51,0.51,14000,7140,-0.01,2
109/12/03,0.46,0.46,0.44,0.44,6000,2740,-0.07,2
109/12/04,0.42,0.42,0.42,0.42,5000,2100,-0.02,1
109/12/07,0.39,0.39,0.39,0.39,5000,1950,-0.03,1
109/12/08,0.34,0.34,0.34,0.34,5000,1700,-0.05,1
109/12/09,---,---,---,---,0,0,---,0
109/12/10,0.30,0.30,0.30,0.30,10000,3000,-0.02,1
109/12/11,0.25,0.26,0.25,0.26,10000,2550,-0.04,2
109/12/14,---,---,---,---,0,0,---,0
109/12/15,0.22,0.25,0.22,0.25,8000,1910,+0.02,2
109/12/16,0.21,0.21,0.13,0.13,15000,2350,-0.12,2
109/12/17,---,---,---,---,0,0,---,0
109/12/18,---,---,---,---,0,0,---,0
109/12/21,---,---,---,---,0,0,---,0
109/12/22,---,---,---,---,0,0,---,0
109/12/23,---,---,---,---,0,0,---,0
109/12/24,---,---,---,---,0,0,---,0
109/12/25,---,---,---,---,0,0,---,0
