108/08/05,---,---,---,---,0,0,---,0
108/08/06,1.83,1.83,1.62,1.62,186000,316180,-0.13,10
108/08/07,1.57,1.60,1.57,1.60,282000,447850,-0.02,11
108/08/08,1.58,1.58,1.48,1.49,326000,505080,-0.11,17
108/08/12,1.47,1.55,1.44,1.54,965000,1466020,+0.05,23
108/08/13,1.54,1.61,1.51,1.61,716000,1097850,+0.07,28
108/08/14,1.49,1.54,1.46,1.54,116000,172730,-0.07,9
108/08/15,1.62,1.64,1.58,1.62,357000,581660,+0.08,11
108/08/16,1.54,1.57,1.52,1.57,289000,441300,-0.05,8
108/08/19,1.53,1.53,1.49,1.49,220000,330000,-0.08,3
108/08/20,1.41,1.50,1.41,1.50,132000,192540,+0.01,9
108/08/21,1.48,1.48,1.44,1.44,142000,208540,-0.06,11
108/08/22,1.42,1.51,1.42,1.51,268000,400890,+0.07,10
108/08/23,1.50,1.57,1.49,1.49,260000,393460,-0.02,9
108/08/26,1.58,1.58,1.53,1.53,358000,551920,+0.04,8
108/08/27,1.50,1.55,1.48,1.55,85000,128400,+0.02,9
108/08/28,1.58,1.66,1.57,1.63,425000,696850,+0.08,17
108/08/29,1.58,1.63,1.57,1.57,189000,302340,-0.06,16
108/08/30,1.51,1.54,1.51,1.54,318000,484060,-0.03,11
108/09/02,1.55,1.57,1.52,1.52,142000,220120,-0.02,10
108/09/03,1.49,1.49,1.43,1.44,318000,460580,-0.08,8
108/09/04,1.45,1.45,1.45,1.45,200000,290000,+0.01,1
108/09/05,1.37,1.42,1.37,1.42,52000,73740,-0.03,3
108/09/06,1.43,1.45,1.43,1.45,99000,142570,+0.03,2
108/09/09,1.44,1.49,1.42,1.49,277000,404940,+0.04,7
108/09/10,1.51,1.54,1.51,1.53,228000,347720,+0.04,8
108/09/11,1.50,1.51,1.45,1.45,514000,752340,-0.08,12
108/09/12,1.42,1.45,1.39,1.45,207000,293260,0.00,16
108/09/16,1.46,1.48,1.46,1.46,73000,107360,+0.01,8
108/09/17,1.46,1.46,1.34,1.34,293000,402150,-0.12,17
108/09/18,1.29,1.29,1.15,1.17,375000,457350,-0.17,24
108/09/19,1.18,1.19,1.17,1.18,37000,43660,+0.01,5
108/09/20,1.15,1.15,1.15,1.15,35000,40250,-0.03,2
108/09/23,1.15,1.15,1.14,1.14,27000,30800,-0.01,3
108/09/24,1.08,1.18,1.06,1.18,106000,121280,+0.04,9
108/09/25,1.21,1.21,1.16,1.16,76000,91700,-0.02,5
108/09/26,1.11,1.19,1.11,1.19,87000,99260,+0.03,8
108/09/27,1.23,1.27,1.23,1.25,116000,144880,+0.06,15
108/10/01,1.20,1.21,1.20,1.21,30000,36280,-0.04,5
108/10/02,1.18,1.20,1.18,1.20,38000,45390,-0.01,3
108/10/03,1.17,1.18,1.15,1.15,46000,53690,-0.05,4
108/10/04,1.13,1.15,1.12,1.14,70000,79900,-0.01,13
108/10/07,1.14,1.15,1.10,1.10,58000,65750,-0.04,3
108/10/08,1.09,1.10,1.09,1.10,120000,131000,0.00,2
108/10/09,1.13,1.14,1.06,1.10,686000,741410,0.00,21
108/10/14,1.05,1.06,1.03,1.04,93000,96640,-0.06,8
108/10/15,1.00,1.02,1.00,1.02,17000,17250,-0.02,3
108/10/16,0.94,0.94,0.87,0.94,231000,212250,-0.08,12
108/10/17,0.91,0.94,0.89,0.90,60000,55110,-0.04,7
108/10/18,0.89,0.89,0.88,0.89,106000,94220,-0.01,7
108/10/21,0.89,0.93,0.89,0.93,395000,362870,+0.04,10
108/10/22,0.91,0.91,0.90,0.90,289000,262900,-0.03,7
108/10/23,0.87,0.88,0.86,0.88,218000,189510,-0.02,6
108/10/24,0.84,0.86,0.80,0.80,406000,341470,-0.08,13
108/10/25,0.80,0.82,0.78,0.82,534000,427190,+0.02,16
108/10/28,0.70,0.73,0.64,0.66,599000,407180,-0.16,33
108/10/29,0.64,0.75,0.63,0.72,969000,679320,+0.06,21
108/10/30,0.75,0.75,0.70,0.70,766000,550530,-0.02,15
108/10/31,0.71,0.78,0.70,0.77,1721000,1269520,+0.07,26
108/11/01,0.73,0.79,0.72,0.72,1608000,1190230,-0.05,24
108/11/04,0.69,0.72,0.69,0.72,832000,583060,0.00,12
108/11/05,0.70,0.70,0.62,0.63,358000,236560,-0.09,22
108/11/06,0.64,0.71,0.64,0.71,561000,390460,+0.08,19
108/11/07,0.72,0.82,0.72,0.81,1259000,967350,+0.10,29
108/11/08,0.78,0.83,0.76,0.77,1091000,850830,-0.04,19
108/11/11,0.79,0.84,0.79,0.84,843000,680300,+0.07,21
108/11/12,0.77,0.81,0.77,0.77,360000,281660,-0.07,12
108/11/13,0.73,0.75,0.73,0.73,170000,125270,-0.04,8
108/11/14,0.70,0.74,0.70,0.72,161000,117740,-0.01,4
108/11/15,0.68,0.69,0.64,0.69,191000,126090,-0.03,14
108/11/18,0.64,0.66,0.64,0.66,11000,7060,-0.03,2
108/11/19,0.69,0.69,0.67,0.67,80000,54550,+0.01,5
108/11/20,0.65,0.74,0.65,0.74,614000,424870,+0.07,12
108/11/21,0.77,0.77,0.72,0.72,973000,734860,-0.02,21
108/11/22,0.69,0.76,0.69,0.76,681000,491270,+0.04,12
108/11/25,0.72,0.73,0.71,0.73,664000,478580,-0.03,9
108/11/26,0.69,0.69,0.67,0.69,663000,454320,-0.04,9
108/11/27,0.67,0.67,0.66,0.66,621000,413060,-0.03,5
108/11/28,0.66,0.73,0.66,0.72,804000,555630,+0.06,13
108/11/29,0.70,0.77,0.69,0.75,1275000,931550,+0.03,25
108/12/02,0.71,0.89,0.71,0.77,1488000,1215740,+0.02,29
108/12/03,0.79,0.81,0.77,0.80,1156000,911210,+0.03,15
108/12/04,0.85,0.90,0.85,0.88,776000,677950,+0.08,21
108/12/05,0.84,0.84,0.77,0.80,985000,803000,-0.08,21
108/12/06,0.78,0.78,0.78,0.78,10000,7800,-0.02,1
108/12/09,0.75,0.76,0.75,0.76,461000,346010,-0.02,4
108/12/10,0.79,0.86,0.79,0.82,1035000,867800,+0.06,26
108/12/11,0.80,0.83,0.79,0.81,882000,704670,-0.01,25
108/12/12,0.76,0.77,0.70,0.71,1047000,766270,-0.10,19
108/12/13,0.64,0.73,0.64,0.73,722000,491770,+0.02,9
108/12/16,0.69,0.70,0.69,0.69,743000,515890,-0.04,10
108/12/17,0.65,0.65,0.64,0.64,653000,421040,-0.05,9
108/12/18,0.67,0.67,0.66,0.66,685000,453200,+0.02,5
108/12/19,0.62,0.71,0.62,0.71,819000,550610,+0.05,10
108/12/20,0.69,0.78,0.69,0.77,1413000,1046060,+0.06,17
108/12/23,0.74,0.77,0.73,0.74,2156000,1607110,-0.03,18
108/12/24,0.70,0.70,0.66,0.68,646000,442560,-0.06,14
108/12/25,0.68,0.68,0.64,0.66,1419000,922070,-0.02,13
108/12/26,0.62,0.64,0.60,0.60,591000,371630,-0.06,11
108/12/27,0.55,0.58,0.55,0.58,602000,339720,-0.02,9
108/12/30,0.61,0.61,0.59,0.60,531000,321010,+0.02,5
108/12/31,0.61,0.62,0.58,0.62,583000,356780,+0.02,7
109/01/02,0.60,0.60,0.54,0.54,587000,330660,-0.08,11
109/01/03,0.50,0.61,0.50,0.60,361000,213500,+0.06,18
109/01/06,0.65,0.65,0.64,0.65,85000,54550,+0.05,13
109/01/07,0.66,0.69,0.64,0.64,435000,287500,-0.01,7
109/01/08,0.67,0.76,0.66,0.75,1587000,1128120,+0.11,21
109/01/09,0.69,0.70,0.66,0.66,1088000,751190,-0.09,18
109/01/10,0.64,0.68,0.64,0.64,137000,91760,-0.02,8
109/01/13,0.61,0.65,0.61,0.64,182000,113850,0.00,8
109/01/14,0.60,0.60,0.57,0.59,138000,80620,-0.05,9
109/01/15,0.55,0.57,0.55,0.57,216000,122720,-0.02,6
109/01/16,0.63,0.64,0.61,0.61,131000,81480,+0.04,6
109/01/17,0.58,0.58,0.58,0.58,20000,11600,-0.03,1
109/01/20,0.56,0.56,0.56,0.56,15000,8400,-0.02,1
109/01/30,0.68,0.72,0.63,0.68,180000,122610,+0.12,9
109/01/31,0.62,0.64,0.58,0.58,149000,91180,-0.10,11
109/02/03,0.67,0.78,0.67,0.67,296000,204360,+0.09,16
109/02/04,0.64,0.65,0.60,0.63,504000,323110,-0.04,13
109/02/05,0.59,0.59,0.48,0.48,315000,171290,-0.15,11
109/02/06,0.43,0.48,0.43,0.45,111000,51370,-0.03,10
109/02/07,0.42,0.46,0.42,0.46,36000,15880,+0.01,8
109/02/10,0.48,0.49,0.41,0.46,137000,61730,0.00,12
109/02/11,0.41,0.42,0.36,0.36,72000,28750,-0.10,10
109/02/12,0.33,0.33,0.27,0.27,47000,13790,-0.09,9
109/02/13,0.23,0.27,0.23,0.27,75000,17650,0.00,3
109/02/14,0.28,0.30,0.28,0.30,46000,13110,+0.03,5
109/02/17,0.32,0.40,0.32,0.39,164000,60600,+0.09,11
109/02/18,0.39,0.47,0.39,0.47,158000,65710,+0.08,6
109/02/19,0.44,0.45,0.44,0.45,3000,1330,-0.02,2
109/02/20,0.39,0.39,0.37,0.37,32000,12310,-0.08,4
109/02/21,0.41,0.41,0.41,0.41,117000,47970,+0.04,1
109/02/24,0.40,0.40,0.40,0.40,117000,46800,-0.01,1
109/02/25,0.38,0.38,0.38,0.38,1000,380,-0.02,1
109/02/26,0.35,0.38,0.35,0.38,12000,4250,0.00,3
109/02/27,---,---,---,---,0,0,---,0
109/03/02,0.48,0.48,0.39,0.39,75000,35820,-0.03,4
109/03/03,0.35,0.35,0.35,0.35,1000,350,-0.04,1
109/03/04,0.36,0.36,0.36,0.36,10000,3600,+0.01,1
109/03/05,0.29,0.29,0.27,0.27,11000,2990,-0.09,2
109/03/06,0.25,0.25,0.25,0.25,360000,90000,-0.02,1
109/03/09,0.32,0.32,0.32,0.32,1000,320,+0.07,1
109/03/10,0.39,0.39,0.39,0.39,1000,390,+0.07,1
109/03/11,---,---,---,---,0,0,---,0
109/03/12,0.55,0.75,0.55,0.75,44000,30200,+0.34,3
109/03/13,1.26,1.26,1.23,1.23,14000,17370,+0.48,4
109/03/16,---,---,---,---,0,0,---,0
109/03/17,0.86,0.96,0.86,0.96,16000,15260,+0.18,2
109/03/18,1.05,1.12,1.05,1.12,31000,34150,+0.16,5
109/03/19,1.25,1.73,1.25,1.73,35000,52720,+0.61,8
109/03/20,1.43,1.43,1.24,1.24,5000,6580,-0.49,2
109/03/23,---,---,---,---,0,0,---,0
109/03/24,---,---,---,---,0,0,---,0
109/03/25,---,---,---,---,0,0,---,0
109/03/26,---,---,---,---,0,0,---,0
109/03/27,---,---,---,---,0,0,---,0
109/03/30,0.22,0.22,0.22,0.22,5000,1100,-0.13,1
109/03/31,---,---,---,---,0,0,---,0
