109/10/21,---,---,---,---,0,0,---,0
109/10/22,1.08,1.08,1.08,1.08,2000,2160,-0.06,1
109/10/23,1.09,1.12,1.09,1.12,24000,26660,+0.04,8
109/10/26,1.10,1.16,1.10,1.15,200000,226490,+0.03,10
109/10/27,1.16,1.16,1.10,1.10,178000,201520,-0.05,6
109/10/28,1.10,1.12,1.08,1.12,110000,121590,+0.02,9
109/10/29,1.13,1.16,1.13,1.16,352000,402650,+0.04,21
109/10/30,1.12,1.14,1.11,1.13,268000,300140,-0.03,27
109/11/02,1.12,1.13,1.08,1.09,126000,140020,-0.04,8
109/11/03,1.08,1.10,1.06,1.06,76000,82030,-0.03,11
109/11/04,1.00,1.00,0.96,0.96,92000,90200,-0.10,6
109/11/05,0.98,1.01,0.98,1.00,104000,103370,+0.04,20
109/11/06,0.98,1.05,0.98,1.05,105000,105950,+0.05,14
109/11/09,1.01,1.04,1.01,1.01,129000,131900,-0.04,10
109/11/10,1.03,1.05,1.03,1.05,80000,82550,+0.04,8
109/11/11,1.02,1.02,1.00,1.00,35000,35600,-0.05,4
109/11/12,1.00,1.03,1.00,1.03,15000,15360,+0.03,2
109/11/13,1.04,1.06,1.04,1.06,55000,57970,+0.03,5
109/11/16,0.97,0.97,0.96,0.97,55000,53260,-0.09,5
109/11/17,---,---,---,---,0,0,---,0
109/11/18,0.91,0.91,0.91,0.91,5000,4550,-0.03,1
109/11/19,0.89,0.91,0.89,0.89,38000,34100,-0.02,3
109/11/20,0.88,0.88,0.86,0.86,34000,29520,-0.03,18
109/11/23,0.74,0.74,0.72,0.72,20000,14600,-0.14,2
109/11/24,0.66,0.66,0.63,0.63,59000,37920,-0.09,5
109/11/25,0.62,0.71,0.60,0.64,672000,440060,+0.01,9
109/11/26,0.58,0.59,0.56,0.56,425000,244680,-0.08,18
109/11/27,0.56,0.57,0.51,0.51,225000,122800,-0.05,7
109/11/30,0.35,0.35,0.26,0.31,173000,49410,-0.20,9
109/12/01,0.23,0.26,0.21,0.22,806000,190470,-0.09,28
109/12/02,0.21,0.21,0.14,0.17,56000,9490,-0.05,8
109/12/03,0.17,0.17,0.15,0.17,497000,76170,0.00,8
109/12/04,0.17,0.17,0.14,0.15,379000,55280,-0.02,40
109/12/07,0.14,0.21,0.14,0.20,257000,44580,+0.05,16
109/12/08,0.15,0.15,0.14,0.15,379000,55800,-0.05,11
109/12/09,0.12,0.14,0.11,0.13,120000,14680,-0.02,11
109/12/10,0.17,0.18,0.17,0.17,372000,63350,+0.04,6
109/12/11,0.18,0.20,0.18,0.18,44000,8420,+0.01,6
109/12/14,0.17,0.17,0.16,0.16,195000,32950,-0.02,4
109/12/15,0.18,0.19,0.18,0.19,34000,6160,+0.03,3
109/12/16,0.17,0.17,0.15,0.16,48000,7560,-0.03,5
109/12/17,0.17,0.17,0.17,0.17,50000,8500,+0.01,2
109/12/18,0.17,0.17,0.17,0.17,30000,5100,0.00,2
109/12/21,---,---,---,---,0,0,---,0
109/12/22,0.13,0.13,0.11,0.11,60000,7200,-0.06,2
109/12/23,0.11,0.12,0.11,0.12,90000,10500,+0.01,3
109/12/24,0.12,0.12,0.12,0.12,10000,1200,0.00,1
109/12/25,---,---,---,---,0,0,---,0
109/12/28,---,---,---,---,0,0,---,0
109/12/29,0.07,0.07,0.07,0.07,180000,12600,-0.04,3
109/12/30,0.05,0.05,0.05,0.05,40000,2000,-0.02,4
109/12/31,0.06,0.06,0.06,0.06,30000,1800,+0.01,1
