103/07/31,13.30,13.40,13.10,13.30,35000,464500,,19
103/08/01,13.10,13.10,12.80,12.90,36000,462600,-0.40,14
103/08/04,12.60,12.90,12.50,12.80,36000,458900,-0.10,9
103/08/05,12.50,12.60,12.00,12.10,81000,993100,-0.70,11
103/08/06,12.20,12.70,12.20,12.70,20000,249900,0.60,6
103/08/07,12.80,12.90,12.80,12.90,6000,77300,0.20,2
103/08/08,12.70,12.90,12.70,12.90,4000,51200,,2
103/08/11,13.20,13.30,13.20,13.30,12000,158600,0.40,2
103/08/12,13.30,13.30,13.00,13.20,40000,529300,-0.10,14
103/08/13,13.30,13.30,13.20,13.20,22000,290600,,4
103/08/14,13.40,13.40,13.30,13.30,7000,93700,0.10,5
103/08/15,13.00,13.00,13.00,13.00,3000,39000,-0.30,2
103/08/18,12.90,12.90,12.80,12.80,4000,51400,-0.20,2
103/08/19,13.10,13.10,13.10,13.10,1000,13100,0.30,1
103/08/20,13.20,13.40,13.20,13.20,20000,265500,0.10,17
103/08/21,13.40,13.60,13.40,13.40,18000,244300,0.20,8
103/08/22,13.70,14.20,13.70,14.00,243000,3424700,0.60,25
103/08/25,14.10,14.10,13.80,13.80,232000,3254600,-0.20,20
103/08/26,14.00,14.00,13.80,14.00,41000,570700,0.20,13
103/08/27,14.00,14.10,14.00,14.10,6000,84400,0.10,3
103/08/28,14.10,14.10,13.80,13.80,19000,263600,-0.30,6
103/08/29,13.80,13.90,13.80,13.90,5000,69100,0.10,4
103/09/01,14.00,14.00,14.00,14.00,7000,98000,0.10,4
103/09/02,13.90,13.90,13.70,13.70,14000,193800,-0.30,5
103/09/03,13.90,13.90,13.90,13.90,8000,111200,0.20,3
103/09/04,13.90,13.90,13.90,13.90,13000,180700,,3
103/09/05,13.80,13.80,13.80,13.80,3000,41400,-0.10,2
103/09/09,13.90,13.90,13.60,13.60,23000,314500,-0.20,5
103/09/10,13.60,13.60,13.50,13.50,3000,40700,-0.10,2
103/09/11,13.50,13.50,13.50,13.50,4000,54000,,3
103/09/12,13.40,13.40,13.30,13.30,6000,80000,-0.20,4
103/09/15,13.50,13.50,13.50,13.50,1000,13500,0.20,1
103/09/16,13.40,13.40,13.30,13.30,16000,213300,-0.20,3
103/09/17,13.40,13.40,13.20,13.20,36000,477900,-0.10,6
103/09/18,13.30,13.30,13.10,13.10,129000,1693900,-0.10,10
103/09/19,13.10,13.10,13.00,13.00,260000,3392500,-0.10,13
103/09/22,13.00,13.10,12.90,13.10,163000,2104600,0.10,9
103/09/23,13.20,13.20,13.00,13.00,18000,236400,-0.10,4
103/09/24,13.00,13.00,12.90,12.90,33000,426400,-0.10,8
103/09/25,12.90,12.90,12.80,12.80,8000,103000,-0.10,4
103/09/26,12.60,13.10,12.60,13.00,10000,130400,0.20,4
103/09/29,13.00,13.00,12.80,12.80,17000,219800,-0.20,4
103/09/30,12.80,12.80,12.70,12.80,33000,422300,,6
103/10/01,12.90,12.90,12.70,12.70,46000,586300,-0.10,7
103/10/02,12.50,12.70,12.50,12.70,57000,713100,,7
103/10/03,12.70,12.90,12.70,12.90,16000,205100,0.20,5
103/10/06,--,--,--,--,0,0,,0
103/10/07,12.70,12.90,12.70,12.80,22000,281800,X,4
