109/10/05,1.18,1.18,1.18,1.18,1000,1180,-0.01,1
109/10/06,1.09,1.09,1.09,1.09,1000,1090,-0.09,1
109/10/07,1.13,1.13,1.13,1.13,13000,14690,+0.04,2
109/10/08,---,---,---,---,0,0,---,0
109/10/12,1.12,1.12,1.12,1.12,23000,25760,-0.03,2
109/10/13,1.09,1.09,1.06,1.06,40000,43000,-0.06,21
109/10/14,0.98,1.06,0.98,1.05,72000,72920,-0.01,18
109/10/15,1.04,1.06,1.04,1.06,60000,63200,+0.01,40
109/10/16,1.09,1.10,1.09,1.10,20000,21860,+0.04,19
109/10/19,1.07,1.07,1.07,1.07,40000,42800,-0.03,2
109/10/20,1.06,1.06,1.06,1.06,40000,42400,-0.01,30
109/10/21,1.05,1.05,1.05,1.05,2000,2100,-0.01,1
109/10/22,1.07,1.11,1.07,1.11,22000,23610,+0.06,3
109/10/23,1.05,1.05,1.03,1.03,62000,64600,-0.08,19
109/10/26,1.03,1.05,1.03,1.05,68000,70940,+0.02,28
109/10/27,1.07,1.07,1.07,1.07,48000,51360,+0.02,2
109/10/28,1.05,1.05,1.05,1.05,20000,21000,-0.02,3
109/10/29,1.11,1.12,1.11,1.12,22000,24540,+0.07,2
109/10/30,1.11,1.11,1.10,1.10,35000,38630,-0.02,3
109/11/02,1.09,1.09,1.09,1.09,13000,14170,-0.01,1
109/11/03,1.07,1.07,1.07,1.07,40000,42800,-0.02,2
109/11/04,0.99,1.00,0.99,1.00,44000,43960,-0.07,7
109/11/05,1.02,1.02,1.02,1.02,4000,4080,+0.02,1
109/11/06,0.99,0.99,0.98,0.98,30000,29600,-0.04,2
109/11/09,0.99,0.99,0.98,0.98,40000,39400,0.00,15
109/11/10,1.00,1.01,1.00,1.00,40000,40100,+0.02,13
109/11/11,0.98,0.98,0.98,0.98,20000,19600,-0.02,1
109/11/12,0.98,0.98,0.98,0.98,20000,19600,0.00,1
109/11/13,0.95,0.95,0.86,0.86,80000,71600,-0.12,14
109/11/16,0.75,0.75,0.70,0.70,86000,61400,-0.16,7
109/11/17,0.59,0.69,0.59,0.69,181000,115480,-0.01,38
109/11/18,0.66,0.68,0.64,0.66,109000,71880,-0.03,6
109/11/19,0.66,0.66,0.63,0.66,58000,37720,0.00,16
109/11/20,0.65,0.65,0.60,0.60,30000,18500,-0.06,11
109/11/23,---,---,---,---,0,0,---,0
109/11/24,0.64,0.64,0.64,0.64,15000,9600,+0.02,1
109/11/25,0.64,0.67,0.64,0.67,47000,30530,+0.03,3
109/11/26,0.60,0.61,0.57,0.58,52000,30880,-0.09,15
109/11/27,0.60,0.60,0.59,0.59,80000,47880,+0.01,14
109/11/30,0.58,0.58,0.58,0.58,90000,52200,-0.01,3
109/12/01,0.59,0.61,0.59,0.60,50000,29810,+0.02,5
109/12/02,0.49,0.50,0.49,0.50,20000,9910,-0.10,5
109/12/03,0.46,0.46,0.46,0.46,10000,4600,-0.04,1
109/12/04,---,---,---,---,0,0,---,0
109/12/07,---,---,---,---,0,0,---,0
109/12/08,---,---,---,---,0,0,---,0
109/12/09,---,---,---,---,0,0,---,0
109/12/10,---,---,---,---,0,0,---,0
109/12/11,0.58,0.58,0.58,0.58,79000,45820,+0.07,3
109/12/14,0.52,0.55,0.52,0.55,79000,42940,-0.03,3
109/12/15,0.57,0.57,0.57,0.57,10000,5700,+0.02,1
109/12/16,---,---,---,---,0,0,---,0
109/12/17,---,---,---,---,0,0,---,0
109/12/18,---,---,---,---,0,0,---,0
109/12/21,---,---,---,---,0,0,---,0
109/12/22,---,---,---,---,0,0,---,0
109/12/23,---,---,---,---,0,0,---,0
109/12/24,---,---,---,---,0,0,---,0
109/12/25,---,---,---,---,0,0,---,0
109/12/28,---,---,---,---,0,0,---,0
109/12/29,---,---,---,---,0,0,---,0
109/12/30,---,---,---,---,0,0,---,0
109/12/31,---,---,---,---,0,0,---,0
