109/12/10,---,---,---,---,0,0,---,0
109/12/11,1.05,1.05,1.05,1.05,48000,50400,+0.11,1
109/12/14,1.01,1.01,1.01,1.01,48000,48480,-0.04,1
109/12/15,1.09,1.12,1.09,1.12,74000,80960,+0.11,2
109/12/16,1.07,1.21,1.04,1.21,136000,150770,+0.09,6
109/12/17,1.29,1.46,1.20,1.20,178000,246200,-0.01,12
109/12/18,1.30,1.34,1.23,1.23,122000,160270,+0.03,6
109/12/21,1.06,1.17,1.04,1.17,15000,16320,-0.06,3
109/12/22,1.10,1.10,1.10,1.10,4000,4400,-0.07,1
109/12/23,1.08,1.08,1.08,1.08,92000,99360,-0.02,2
109/12/24,1.13,1.18,1.13,1.14,175000,201300,+0.06,3
109/12/25,1.14,1.14,1.14,1.14,68000,77520,0.00,1
