109/11/12,1.25,1.25,1.25,1.25,5000,6250,+0.02,1
109/11/13,1.19,1.19,1.19,1.19,5000,5950,-0.06,1
109/11/16,---,---,---,---,0,0,---,0
109/11/17,1.04,1.07,1.03,1.07,552000,573960,+0.02,6
109/11/18,1.03,1.05,1.03,1.05,176000,183920,-0.02,9
109/11/19,1.06,1.08,1.06,1.08,104000,110640,+0.03,14
109/11/20,1.08,1.08,1.05,1.05,140000,147600,-0.03,3
109/11/23,1.06,1.06,1.06,1.06,454000,481240,+0.01,28
109/11/24,1.05,1.11,1.05,1.11,61000,66700,+0.05,9
109/11/25,1.04,1.07,1.04,1.07,51000,53730,-0.04,3
109/11/26,1.05,1.05,1.05,1.05,8000,8400,-0.02,1
109/11/27,1.06,1.06,1.05,1.05,45000,47450,0.00,3
109/11/30,1.03,1.10,1.03,1.09,100000,107680,+0.04,30
109/12/01,1.09,1.13,1.06,1.06,54000,58850,-0.03,10
109/12/02,1.04,1.04,1.04,1.04,20000,20800,-0.02,9
109/12/03,1.02,1.02,1.02,1.02,26000,26520,-0.02,2
109/12/04,1.06,1.07,1.06,1.07,81000,86530,+0.05,3
109/12/07,1.12,1.15,1.12,1.15,284000,319220,+0.08,10
109/12/08,1.12,1.12,1.09,1.09,203000,224440,-0.06,5
109/12/09,1.05,1.05,1.05,1.05,12000,12600,-0.04,2
109/12/10,1.08,1.12,1.08,1.11,84000,92560,+0.06,8
109/12/11,1.11,1.19,1.11,1.16,50000,57350,+0.05,6
109/12/14,1.14,1.14,1.11,1.11,20000,22500,-0.05,2
109/12/15,1.17,1.17,1.15,1.15,3000,3470,+0.04,2
109/12/16,1.11,1.13,1.11,1.13,4000,4500,-0.02,2
109/12/17,1.15,1.15,1.15,1.15,1000,1150,+0.02,1
109/12/18,1.16,1.16,1.16,1.16,20000,23200,+0.01,1
109/12/21,1.21,1.21,1.18,1.18,22000,26020,+0.02,2
109/12/22,1.11,1.15,1.11,1.15,428000,491400,-0.03,2
109/12/23,1.09,1.09,1.09,1.09,408000,444720,-0.06,1
109/12/24,---,---,---,---,0,0,---,0
109/12/25,1.10,1.10,1.10,1.10,14000,15400,0.00,2
109/12/28,1.11,1.11,1.10,1.10,24000,26540,0.00,2
109/12/29,---,---,---,---,0,0,---,0
109/12/30,---,---,---,---,0,0,---,0
109/12/31,---,---,---,---,0,0,---,0
