109/09/16,---,---,---,---,0,0,---,0
109/09/17,1.17,1.17,1.17,1.17,16000,18720,-0.05,1
109/09/18,1.08,1.08,1.08,1.08,16000,17280,-0.09,1
109/09/21,1.15,1.16,1.15,1.16,24000,27710,+0.08,2
109/09/22,1.19,1.22,1.19,1.22,30000,35880,+0.06,3
109/09/23,1.15,1.17,1.15,1.17,17000,19770,-0.05,2
109/09/24,1.17,1.19,1.16,1.19,46000,54340,+0.02,4
109/09/25,1.17,1.29,1.17,1.29,177000,221770,+0.10,7
109/09/28,1.20,1.21,1.20,1.21,142000,171280,-0.08,4
109/09/29,1.15,1.17,1.15,1.17,66000,76760,-0.04,6
109/09/30,1.09,1.10,1.09,1.10,66000,72440,-0.07,3
109/10/05,1.06,1.09,1.06,1.07,107000,114340,-0.03,7
109/10/06,1.03,1.06,1.03,1.06,219000,228570,-0.01,9
109/10/07,1.04,1.06,1.03,1.03,174000,182040,-0.03,7
109/10/08,1.04,1.08,1.04,1.08,162000,169960,+0.05,7
109/10/12,1.07,1.08,1.05,1.08,136000,144120,0.00,6
109/10/13,1.10,1.10,1.10,1.10,19000,20900,+0.02,2
109/10/14,1.05,1.08,1.05,1.08,101000,108360,-0.02,5
109/10/15,1.07,1.08,1.07,1.08,127000,136220,0.00,6
109/10/16,1.09,1.15,1.09,1.15,140000,156040,+0.07,8
109/10/19,1.10,1.16,1.10,1.15,211000,236760,0.00,9
109/10/20,1.12,1.15,1.10,1.15,162000,183730,0.00,9
109/10/21,1.14,1.18,1.13,1.18,136000,156700,+0.03,9
109/10/22,1.17,1.23,1.17,1.22,144000,172420,+0.04,9
109/10/23,1.23,1.23,1.14,1.17,98000,113400,-0.05,5
109/10/26,1.09,1.13,1.09,1.13,131000,145450,-0.04,8
109/10/27,1.13,1.14,1.13,1.14,126000,142920,+0.01,6
109/10/28,1.14,1.14,1.14,1.14,7000,7980,0.00,1
109/10/29,1.17,1.17,1.14,1.14,17000,19590,0.00,2
109/10/30,1.07,1.07,1.07,1.07,10000,10700,-0.07,1
109/11/02,1.11,1.14,1.11,1.14,53000,59550,+0.07,5
109/11/03,1.08,1.08,1.08,1.08,47000,50760,-0.06,3
109/11/04,---,---,---,---,0,0,---,0
109/11/05,0.93,0.95,0.93,0.95,51000,47800,+0.03,6
109/11/06,0.91,0.91,0.90,0.90,51000,46120,-0.05,3
109/11/09,0.87,0.87,0.87,0.87,6000,5220,-0.03,1
109/11/10,0.85,0.85,0.84,0.84,67000,56770,-0.03,4
109/11/11,0.82,0.82,0.82,0.82,67000,54940,-0.02,3
109/11/12,0.70,0.70,0.59,0.60,150000,92800,-0.22,5
109/11/13,0.61,0.64,0.61,0.64,66000,41760,+0.04,2
109/11/16,0.62,0.62,0.62,0.62,16000,9920,-0.02,1
109/11/17,0.64,0.72,0.64,0.72,150000,106520,+0.10,5
109/11/18,0.72,0.72,0.72,0.72,50000,36000,0.00,2
109/11/19,0.75,0.76,0.75,0.76,32000,24150,+0.04,2
109/11/20,0.72,0.77,0.72,0.73,99000,72350,-0.03,7
109/11/23,0.72,0.74,0.72,0.74,99000,71950,+0.01,6
109/11/24,0.71,0.71,0.70,0.71,52000,36820,-0.03,4
109/11/25,0.73,0.77,0.73,0.77,50000,37300,+0.06,4
109/11/26,0.75,0.75,0.75,0.75,30000,22500,-0.02,1
109/11/27,---,---,---,---,0,0,---,0
