109/07/06,---,---,---,---,0,0,---,0
109/07/07,1.15,1.15,1.15,1.15,10000,11500,+0.04,1
109/07/08,1.09,1.10,1.08,1.10,21000,22800,-0.05,3
109/07/09,1.03,1.07,1.03,1.07,26000,27420,-0.03,2
109/07/10,1.08,1.22,1.08,1.15,199000,222430,+0.08,5
109/07/13,1.15,1.16,1.12,1.14,363000,414220,-0.01,10
109/07/14,1.14,1.16,1.11,1.15,422000,474100,+0.01,9
109/07/15,1.14,1.27,1.14,1.27,491000,585500,+0.12,23
109/07/16,1.28,1.28,1.16,1.18,473000,570100,-0.09,21
109/07/17,1.19,1.33,1.19,1.30,434000,544960,+0.12,20
109/07/20,1.36,1.37,1.30,1.31,336000,444320,+0.01,16
109/07/21,1.26,1.26,1.14,1.16,505000,602700,-0.15,23
109/07/22,1.17,1.17,1.04,1.05,107000,117080,-0.11,15
109/07/23,1.00,1.00,0.94,0.97,151000,146320,-0.08,15
109/07/24,0.95,1.06,0.95,1.06,265000,275400,+0.09,10
109/07/27,0.96,1.00,0.94,1.00,794000,775750,-0.06,28
109/07/28,0.95,1.13,0.95,1.13,1112000,1211020,+0.13,27
109/07/29,1.10,1.15,1.02,1.02,1336000,1432840,-0.11,30
109/07/30,1.02,1.03,0.97,1.00,694000,686910,-0.02,14
109/07/31,0.95,0.99,0.94,0.99,268000,259470,-0.01,6
109/08/03,0.97,0.97,0.97,0.97,142000,137740,-0.02,4
109/08/04,0.93,0.93,0.85,0.85,82000,72800,-0.12,6
109/08/05,0.78,0.78,0.78,0.78,163000,127140,-0.07,3
109/08/06,0.81,0.82,0.81,0.81,303000,245460,+0.03,3
109/08/07,0.78,0.79,0.77,0.79,307000,236490,-0.02,4
109/08/10,0.76,0.84,0.76,0.83,150000,121500,+0.04,5
109/08/11,0.84,0.91,0.84,0.91,243000,211120,+0.08,5
109/08/12,0.87,0.88,0.87,0.88,145000,126470,-0.03,3
109/08/13,0.78,0.78,0.78,0.78,200000,156000,-0.10,1
109/08/14,0.75,0.75,0.75,0.75,35000,26250,-0.03,1
109/08/17,0.74,0.74,0.74,0.74,5000,3700,-0.01,1
109/08/18,0.74,0.80,0.74,0.79,235000,185300,+0.05,6
109/08/19,0.78,0.78,0.78,0.78,95000,74100,-0.01,2
109/08/20,0.86,0.95,0.83,0.88,265000,228960,+0.10,19
109/08/21,0.76,0.76,0.76,0.76,40000,30400,-0.12,2
109/08/24,0.79,0.89,0.79,0.88,207000,170740,+0.12,10
109/08/25,0.82,0.84,0.77,0.77,362000,288370,-0.11,16
109/08/26,0.78,0.79,0.77,0.77,327000,255330,0.00,3
109/08/27,0.76,0.82,0.76,0.82,468000,374020,+0.05,9
109/08/28,0.85,0.89,0.85,0.88,398000,347480,+0.06,9
109/08/31,0.85,0.94,0.85,0.93,400000,360930,+0.05,10
109/09/01,0.96,0.99,0.93,0.95,684000,660600,+0.02,14
109/09/02,0.88,0.94,0.88,0.94,843000,772500,-0.01,15
109/09/03,0.89,0.89,0.84,0.88,908000,775050,-0.06,15
109/09/04,0.92,0.95,0.92,0.93,247000,232100,+0.05,12
109/09/07,0.96,1.15,0.96,1.15,566000,584500,+0.22,17
109/09/08,1.10,1.10,0.99,1.03,870000,888110,-0.12,23
109/09/09,1.07,1.08,1.05,1.06,507000,540550,+0.03,12
109/09/10,0.93,1.01,0.93,1.01,805000,800550,-0.05,15
109/09/11,1.02,1.02,0.95,0.95,723000,712850,-0.06,8
109/09/14,0.93,0.93,0.88,0.90,230000,209600,-0.05,4
109/09/15,0.91,0.92,0.90,0.92,340000,309200,+0.02,5
109/09/16,0.89,0.89,0.77,0.77,299000,250310,-0.15,8
109/09/17,0.72,0.80,0.72,0.80,142000,111780,+0.03,6
109/09/18,0.78,0.80,0.78,0.80,308000,243670,0.00,9
109/09/21,0.83,0.84,0.82,0.82,383000,317920,+0.02,7
109/09/22,0.84,0.86,0.80,0.80,316000,258880,-0.02,11
109/09/23,0.75,0.76,0.73,0.74,136000,101670,-0.06,14
109/09/24,0.78,0.79,0.74,0.74,131000,102540,0.00,6
109/09/25,0.71,0.86,0.71,0.83,931000,737790,+0.09,17
109/09/28,0.84,0.87,0.81,0.83,505000,425980,0.00,20
109/09/29,0.79,0.88,0.79,0.88,489000,412660,+0.05,14
109/09/30,0.90,0.90,0.80,0.80,762000,633640,-0.08,20
109/10/05,0.81,0.84,0.81,0.81,400000,325100,+0.01,8
109/10/06,0.76,0.82,0.76,0.82,434000,341690,+0.01,13
109/10/07,0.77,0.77,0.71,0.71,276000,207750,-0.11,16
109/10/08,0.71,0.71,0.66,0.66,370000,249400,-0.05,10
109/10/12,0.65,0.65,0.64,0.65,12000,7750,-0.01,3
109/10/13,0.64,0.64,0.51,0.51,463000,276410,-0.14,16
109/10/14,0.54,0.54,0.51,0.53,284000,148640,+0.02,4
109/10/15,0.54,0.55,0.51,0.53,275000,145760,0.00,7
109/10/16,0.52,0.61,0.52,0.59,234000,131890,+0.06,10
109/10/19,0.55,0.63,0.55,0.61,460000,266200,+0.02,11
109/10/20,0.57,0.57,0.50,0.51,180000,94100,-0.10,10
109/10/21,0.51,0.51,0.42,0.45,855000,392630,-0.06,34
109/10/22,0.45,0.45,0.40,0.40,433000,176690,-0.05,25
109/10/23,0.38,0.38,0.35,0.35,585000,210130,-0.05,19
109/10/26,0.35,0.46,0.35,0.46,1168000,441700,+0.11,25
109/10/27,0.45,0.45,0.37,0.37,1585000,644560,-0.09,39
109/10/28,0.35,0.43,0.35,0.43,688000,275000,+0.06,20
