109/10/05,---,---,---,---,0,0,---,0
109/10/06,1.77,2.04,1.77,2.04,215000,397440,+0.36,20
109/10/07,1.89,1.89,1.80,1.80,172000,318440,-0.24,9
109/10/08,1.86,1.89,1.83,1.88,494000,920870,+0.08,5
109/10/12,1.83,1.83,1.70,1.70,470000,819600,-0.18,4
109/10/13,1.69,1.69,1.69,1.69,27000,45630,-0.01,1
109/10/14,1.72,1.82,1.68,1.68,68000,117660,-0.01,4
109/10/15,1.64,1.64,1.64,1.64,41000,67240,-0.04,5
109/10/16,---,---,---,---,0,0,---,0
109/10/19,1.47,1.47,1.47,1.47,7000,10290,+0.01,1
109/10/20,1.45,1.45,1.42,1.42,14000,20090,-0.05,2
109/10/21,1.46,1.46,1.46,1.46,8000,11680,+0.04,2
109/10/22,1.43,1.45,1.42,1.42,53000,75550,-0.04,7
109/10/23,1.42,1.42,1.34,1.35,50000,67860,-0.07,5
109/10/26,1.36,1.40,1.35,1.35,105000,144630,0.00,5
109/10/27,1.29,1.29,1.28,1.29,103000,132110,-0.06,4
109/10/28,1.35,1.38,1.31,1.32,45000,60520,+0.03,6
109/10/29,1.24,1.28,1.20,1.21,118000,145330,-0.11,7
109/10/30,1.23,1.23,1.21,1.21,17000,20590,0.00,3
109/11/02,1.20,1.20,1.00,1.00,39000,42900,-0.21,3
109/11/03,1.04,1.10,1.03,1.10,135000,145100,+0.10,8
109/11/04,1.13,1.17,1.12,1.16,212000,241690,+0.06,14
109/11/05,1.20,1.20,1.09,1.09,68000,79900,-0.07,4
109/11/06,1.09,1.09,1.03,1.03,78000,84420,-0.06,3
109/11/09,1.10,1.18,1.10,1.11,739000,837600,+0.08,17
109/11/10,1.10,1.15,1.07,1.07,326000,361500,-0.04,13
109/11/11,1.09,1.09,1.08,1.08,390000,423990,+0.01,6
109/11/12,1.10,1.29,1.10,1.21,1068000,1270650,+0.13,24
109/11/13,1.18,1.24,1.18,1.21,676000,817910,0.00,24
109/11/16,1.19,1.29,1.19,1.24,1059000,1305640,+0.03,21
109/11/17,1.29,1.38,1.26,1.33,1518000,2001000,+0.09,35
109/11/18,1.33,1.36,1.30,1.36,887000,1180670,+0.03,21
109/11/19,1.26,1.26,1.21,1.21,67000,83820,-0.15,5
109/11/20,1.27,1.27,1.25,1.25,149000,187700,+0.04,4
109/11/23,1.28,1.34,1.28,1.33,865000,1123330,+0.08,22
109/11/24,1.33,1.33,1.31,1.31,194000,255610,-0.02,7
109/11/25,1.29,1.29,1.18,1.18,352000,422580,-0.13,12
109/11/26,1.14,1.16,1.14,1.16,150000,172000,-0.02,3
109/11/27,1.14,1.15,1.14,1.15,54000,62060,-0.01,6
109/11/30,1.16,1.16,1.16,1.16,43000,49880,+0.01,1
109/12/01,1.18,1.18,1.13,1.17,158000,184290,+0.01,7
109/12/02,1.16,1.16,1.08,1.08,94000,103440,-0.09,4
109/12/03,1.04,1.04,0.92,0.93,110000,103850,-0.15,5
109/12/04,0.93,0.93,0.90,0.90,54000,49870,-0.03,3
109/12/07,0.89,0.89,0.82,0.82,164000,142210,-0.08,3
109/12/08,0.83,0.83,0.83,0.83,10000,8300,+0.01,1
109/12/09,0.79,0.79,0.76,0.76,156000,119740,-0.07,5
109/12/10,---,---,---,---,0,0,---,0
109/12/11,---,---,---,---,0,0,---,0
109/12/14,---,---,---,---,0,0,---,0
109/12/15,---,---,---,---,0,0,---,0
109/12/16,0.72,0.72,0.69,0.69,245000,172380,-0.03,3
109/12/17,0.70,0.74,0.70,0.70,355000,251460,+0.01,6
109/12/18,0.73,0.80,0.73,0.78,559000,425930,+0.08,8
109/12/21,0.78,0.78,0.74,0.75,627000,470500,-0.03,9
109/12/22,0.73,0.73,0.67,0.67,255000,182750,-0.08,3
109/12/23,0.72,0.78,0.72,0.78,1111000,844820,+0.11,11
109/12/24,0.81,0.86,0.79,0.82,640000,524930,+0.04,11
109/12/25,0.82,0.82,0.76,0.77,265000,203700,-0.05,4
