109/06/12,---,---,---,---,0,0,---,0
109/06/15,2.34,2.36,2.34,2.36,48000,113140,0.00,3
109/06/16,2.32,2.32,2.22,2.25,141000,320010,-0.11,7
109/06/17,2.18,2.22,2.18,2.21,220000,485490,-0.04,17
109/06/18,2.19,2.19,2.15,2.19,189000,412690,-0.02,27
109/06/19,2.14,2.14,2.06,2.07,97000,201740,-0.12,22
109/06/22,2.08,2.08,2.00,2.00,110000,224490,-0.07,10
109/06/23,1.96,2.03,1.96,1.98,208000,415850,-0.02,18
109/06/24,1.98,2.05,1.98,2.02,385000,771050,+0.04,26
109/06/29,2.08,2.09,2.04,2.05,264000,546760,+0.03,17
109/06/30,1.98,2.00,1.92,1.94,184000,361760,-0.11,9
109/07/01,1.97,1.99,1.94,1.99,160000,315150,+0.05,22
109/07/02,1.96,1.96,1.63,1.66,165000,304840,-0.33,36
109/07/03,1.61,1.67,1.47,1.66,247000,397820,0.00,26
109/07/06,1.63,1.65,1.54,1.65,245000,391830,-0.01,40
109/07/07,1.57,1.72,1.57,1.70,282000,477470,+0.05,22
109/07/08,1.65,1.69,1.62,1.67,304000,503960,-0.03,22
109/07/09,1.62,1.72,1.62,1.72,181000,301850,+0.05,19
109/07/10,1.70,1.86,1.70,1.86,212000,369580,+0.14,14
109/07/13,1.77,1.81,1.77,1.80,156000,280460,-0.06,13
109/07/14,1.83,1.83,1.83,1.83,50000,91500,+0.03,1
109/07/15,1.65,1.82,1.65,1.82,229000,402870,-0.01,9
109/07/16,1.81,2.00,1.81,1.88,440000,828900,+0.06,34
109/07/17,1.87,1.93,1.86,1.90,286000,538070,+0.02,16
109/07/20,1.94,1.95,1.90,1.90,110000,213000,0.00,18
109/07/21,1.85,1.92,1.84,1.92,176000,330620,+0.02,8
109/07/22,1.87,1.93,1.87,1.92,266000,506940,0.00,26
109/07/23,1.89,2.02,1.86,1.99,421000,816670,+0.07,32
109/07/24,1.93,2.03,1.93,2.00,329000,645780,+0.01,22
109/07/27,2.02,2.11,2.01,2.10,305000,635470,+0.10,48
109/07/28,1.94,2.10,1.94,2.09,267000,536790,-0.01,15
109/07/29,2.05,2.07,2.00,2.02,77000,157440,-0.07,10
109/07/30,1.98,2.15,1.98,2.13,248000,516310,+0.11,16
109/07/31,2.16,2.16,2.07,2.11,364000,773960,-0.02,48
109/08/03,2.13,2.14,2.06,2.06,139000,291160,-0.05,23
109/08/04,1.99,2.05,1.99,2.05,88000,179160,-0.01,5
109/08/05,2.02,2.02,1.91,1.91,132000,259950,-0.14,9
109/08/06,1.81,1.85,1.81,1.82,155000,282220,-0.09,26
