109/12/14,---,---,---,---,0,0,---,0
109/12/15,1.56,1.70,1.56,1.68,183000,302840,+0.10,7
109/12/16,1.60,1.61,1.53,1.54,103000,162950,-0.14,10
109/12/17,1.53,1.65,1.53,1.65,94000,148710,+0.11,7
109/12/18,1.63,1.67,1.63,1.64,58000,96520,-0.01,5
109/12/21,1.75,1.75,1.72,1.73,21000,36380,+0.09,4
109/12/22,1.61,1.69,1.56,1.69,42000,67730,-0.04,6
109/12/23,1.55,1.55,1.55,1.55,3000,4650,-0.14,1
109/12/24,1.54,1.58,1.53,1.58,18000,27860,+0.03,4
109/12/25,1.58,1.61,1.58,1.58,63000,100070,0.00,7
109/12/28,---,---,---,---,0,0,---,0
109/12/29,1.37,1.45,1.36,1.45,130000,179300,-0.07,4
109/12/30,1.38,1.40,1.38,1.38,77000,106460,-0.07,5
109/12/31,1.35,1.40,1.35,1.37,29000,39540,-0.01,3
