109/11/17,---,---,---,---,0,0,---,0
109/11/18,1.27,1.29,1.27,1.27,60000,76660,+0.07,4
109/11/19,1.17,1.19,1.17,1.19,54000,63780,-0.08,3
109/11/20,1.14,1.43,1.14,1.31,611000,786150,+0.12,35
109/11/23,1.31,1.32,1.23,1.23,585000,747940,-0.08,19
109/11/24,1.22,1.32,1.21,1.22,201000,252230,-0.01,15
109/11/25,1.21,1.21,1.07,1.07,231000,273630,-0.15,8
109/11/26,1.08,1.12,1.08,1.12,25000,27920,+0.05,3
109/11/27,1.14,1.18,1.06,1.10,134000,149380,-0.02,13
109/11/30,1.09,1.10,1.01,1.01,189000,202310,-0.09,9
109/12/01,1.08,1.24,1.06,1.24,505000,581960,+0.23,29
109/12/02,1.25,1.25,1.19,1.25,203000,246790,+0.01,11
109/12/03,1.17,1.29,1.12,1.12,480000,565770,-0.13,16
109/12/04,1.20,1.20,1.17,1.17,17000,20250,+0.05,2
109/12/07,---,---,---,---,0,0,---,0
109/12/08,0.89,0.91,0.89,0.90,27000,24270,+0.08,3
109/12/09,0.96,1.09,0.95,1.09,74000,73450,+0.19,6
109/12/10,1.01,1.18,1.01,1.18,175000,197650,+0.09,9
109/12/11,1.45,1.66,1.45,1.62,312000,488790,+0.44,11
109/12/14,1.71,1.73,1.54,1.54,332000,556410,-0.08,21
109/12/15,1.53,1.60,1.26,1.26,287000,441390,-0.28,12
109/12/16,1.32,1.46,1.31,1.35,306000,417110,+0.09,15
109/12/17,1.35,1.45,1.29,1.31,157000,210940,-0.04,11
109/12/18,1.25,1.25,1.22,1.22,20000,24850,-0.09,2
109/12/21,1.05,1.24,1.05,1.19,64000,77910,-0.03,7
109/12/22,1.13,1.29,1.06,1.06,146000,173970,-0.13,16
109/12/23,1.10,1.40,1.10,1.37,144000,177740,+0.31,11
109/12/24,1.52,1.60,1.45,1.47,106000,160880,+0.10,9
109/12/25,1.61,1.96,1.61,1.95,145000,254390,+0.48,11
109/12/28,2.27,2.54,2.22,2.22,117000,270760,+0.27,7
109/12/29,2.28,2.38,2.21,2.27,134000,313230,+0.05,12
109/12/30,2.72,2.72,2.30,2.30,134000,350750,+0.03,8
109/12/31,2.35,2.35,2.35,2.35,2000,4700,+0.05,1
