109/10/05,---,---,---,---,0,0,---,0
109/10/06,1.26,1.31,1.25,1.31,128000,161750,-0.24,5
109/10/07,1.30,1.30,1.27,1.27,214000,275630,-0.04,7
109/10/08,1.31,1.31,1.22,1.22,86000,111870,-0.05,3
109/10/12,---,---,---,---,0,0,---,0
109/10/13,1.05,1.05,0.97,0.99,72000,72200,-0.15,7
109/10/14,1.00,1.06,1.00,1.02,262000,276120,+0.03,13
109/10/15,1.01,1.48,1.00,1.48,946000,1002170,+0.46,36
109/10/16,1.48,1.48,1.05,1.06,748000,855110,-0.42,64
109/10/19,1.09,1.16,1.07,1.07,387000,420460,+0.01,17
109/10/20,1.08,1.08,1.02,1.02,268000,282420,-0.05,12
109/10/21,1.06,1.08,1.05,1.06,119000,126640,+0.04,6
109/10/22,1.07,1.07,1.03,1.04,290000,301670,-0.02,8
109/10/23,1.03,1.05,1.02,1.02,293000,301370,-0.02,11
109/10/26,1.03,1.03,0.95,0.95,166000,164160,-0.07,13
109/10/27,0.91,0.93,0.90,0.92,396000,360410,-0.03,17
109/10/28,0.96,0.98,0.96,0.97,644000,622240,+0.05,22
109/10/29,0.93,1.04,0.90,1.01,625000,616520,+0.04,29
109/10/30,0.98,1.00,0.96,0.96,261000,254610,-0.05,19
109/11/02,1.00,1.04,0.98,0.98,329000,332510,+0.02,26
109/11/03,0.95,0.97,0.94,0.94,251000,240330,-0.04,20
109/11/04,0.92,0.92,0.88,0.89,480000,428190,-0.05,23
109/11/05,0.91,0.92,0.90,0.90,296000,268790,+0.01,9
109/11/06,0.91,0.92,0.90,0.90,252000,228920,0.00,9
109/11/09,0.92,0.95,0.91,0.94,209000,195940,+0.04,14
109/11/10,0.93,0.93,0.91,0.92,212000,195250,-0.02,11
109/11/11,0.93,0.95,0.91,0.92,287000,263710,0.00,15
109/11/12,0.90,0.91,0.84,0.85,181000,157090,-0.07,14
109/11/13,0.86,0.88,0.84,0.85,644000,555800,0.00,27
