108/07/10,1.20,1.23,1.20,1.21,121000,148230,+0.08,3
108/07/11,1.08,1.08,1.03,1.04,289000,301080,-0.17,17
108/07/12,1.05,1.07,1.00,1.00,106000,108310,-0.04,11
108/07/15,0.98,1.07,0.98,1.05,581000,608510,+0.05,12
108/07/16,1.02,1.03,1.02,1.03,516000,530480,-0.02,11
108/07/17,1.09,1.10,1.01,1.01,230000,250500,-0.02,5
108/07/18,0.98,1.00,0.97,0.97,265000,263210,-0.04,7
108/07/19,0.99,0.99,0.98,0.99,50000,49400,+0.02,4
108/07/22,1.01,1.16,1.01,1.15,1753000,1901830,+0.16,26
108/07/23,1.27,1.37,1.24,1.24,2226000,2857220,+0.09,96
108/07/24,1.22,1.22,1.14,1.18,677000,804130,-0.06,19
108/07/25,1.20,1.29,1.20,1.25,831000,1049040,+0.07,14
108/07/26,1.25,1.29,1.21,1.28,933000,1159320,+0.03,36
108/07/29,1.24,1.24,1.18,1.18,230000,276320,-0.10,7
108/07/30,1.28,1.28,0.93,0.94,145000,147450,-0.24,5
108/07/31,0.96,1.00,0.96,1.00,198000,192040,+0.06,5
108/08/01,0.94,0.96,0.94,0.96,195000,185560,-0.04,3
108/08/02,0.90,0.90,0.85,0.85,179000,157040,-0.11,8
108/08/05,0.87,0.87,0.84,0.85,273000,232910,0.00,5
108/08/06,0.64,0.81,0.64,0.81,367000,262890,-0.04,13
108/08/07,0.83,0.84,0.80,0.80,131000,107640,-0.01,7
108/08/08,0.80,0.84,0.80,0.84,671000,552220,+0.04,12
108/08/12,0.91,0.91,0.87,0.90,647000,582760,+0.06,12
108/08/13,0.85,0.85,0.85,0.85,17000,14450,-0.05,1
108/08/14,0.87,0.90,0.85,0.90,341000,293450,+0.05,11
108/08/15,0.84,0.88,0.84,0.86,367000,316940,-0.04,14
108/08/16,0.88,0.88,0.88,0.88,120000,105600,+0.02,2
108/08/19,0.88,0.88,0.84,0.84,209000,176730,-0.04,10
108/08/20,0.86,0.88,0.85,0.86,147000,127950,+0.02,9
108/08/21,0.87,0.89,0.87,0.89,192000,169040,+0.03,5
108/08/22,0.99,1.19,0.96,1.07,1014000,1113390,+0.18,69
108/08/23,1.09,1.09,1.01,1.06,492000,519460,-0.01,24
108/08/26,0.98,1.01,0.97,0.98,786000,775410,-0.08,23
108/08/27,1.02,1.15,1.02,1.11,1024000,1138470,+0.13,23
108/08/28,1.12,1.13,1.07,1.08,668000,739950,-0.03,19
108/08/29,1.07,1.11,1.05,1.10,286000,308350,+0.02,18
108/08/30,1.14,1.15,1.07,1.07,162000,176660,-0.03,8
108/09/02,1.04,1.05,1.04,1.05,75000,78100,-0.02,4
108/09/03,1.13,1.25,1.07,1.07,566000,673030,+0.02,26
108/09/04,1.04,1.04,1.02,1.02,539000,558370,-0.05,15
108/09/05,1.05,1.09,1.05,1.09,173000,184570,+0.07,3
108/09/06,1.07,1.10,1.03,1.03,472000,508330,-0.06,7
108/09/09,1.03,1.03,0.98,0.98,372000,373820,-0.05,26
108/09/10,0.91,0.95,0.91,0.95,200000,183850,-0.03,5
108/09/11,0.96,1.02,0.94,1.02,253000,238640,+0.07,8
108/09/12,1.02,1.05,0.99,1.01,303000,305320,-0.01,11
108/09/16,0.98,0.99,0.98,0.99,30000,29600,-0.02,2
108/09/17,1.00,1.02,0.93,0.93,341000,339100,-0.06,15
108/09/18,0.95,1.00,0.94,0.95,321000,309330,+0.02,15
108/09/19,0.95,0.95,0.94,0.95,162000,153050,0.00,5
108/09/20,0.93,0.95,0.92,0.92,100000,93300,-0.03,5
108/09/23,0.94,0.97,0.94,0.94,186000,175740,+0.02,5
108/09/24,0.99,1.11,0.99,1.03,1085000,1167000,+0.09,55
108/09/25,1.09,1.16,1.02,1.06,1981000,2174080,+0.03,75
108/09/26,1.09,1.09,1.03,1.03,1207000,1284380,-0.03,55
108/09/27,1.05,1.06,0.93,0.96,303000,301090,-0.07,20
108/10/01,1.05,1.19,1.05,1.19,1127000,1250290,+0.23,41
108/10/02,1.13,1.16,1.07,1.14,869000,963350,-0.05,62
108/10/03,1.08,1.11,1.08,1.11,569000,624220,-0.03,27
108/10/04,1.12,1.16,0.99,1.00,647000,713920,-0.11,27
108/10/07,1.01,1.01,0.96,0.96,321000,317050,-0.04,15
108/10/08,0.94,0.94,0.92,0.92,54000,50430,-0.04,7
108/10/09,0.90,0.92,0.89,0.89,130000,118880,-0.03,5
108/10/14,0.93,0.93,0.89,0.91,36000,32810,+0.02,5
108/10/15,0.93,0.96,0.90,0.90,72000,68160,-0.01,5
108/10/16,0.91,0.92,0.85,0.85,126000,112830,-0.05,10
108/10/17,1.00,1.02,0.95,0.96,523000,512880,+0.11,35
108/10/18,0.96,0.96,0.93,0.94,139000,131880,-0.02,14
108/10/21,0.94,0.94,0.93,0.94,40000,37580,0.00,4
108/10/22,1.01,1.02,0.97,0.99,369000,371520,+0.05,23
108/10/23,1.06,1.07,0.99,1.06,594000,612660,+0.07,39
108/10/24,1.07,1.07,1.01,1.02,665000,694680,-0.04,44
108/10/25,1.03,1.11,1.02,1.02,1163000,1256580,0.00,57
108/10/28,1.07,1.19,1.02,1.18,1468000,1623390,+0.16,118
108/10/29,1.26,1.26,0.98,1.02,893000,1022730,-0.16,79
108/10/30,1.06,1.06,0.99,0.99,171000,173400,-0.03,17
108/10/31,1.01,1.03,0.96,0.96,69000,69310,-0.03,9
108/11/01,0.94,1.01,0.94,1.01,5000,4980,+0.05,3
108/11/04,1.02,1.05,1.01,1.01,121000,124860,0.00,7
108/11/05,0.98,0.98,0.93,0.93,119000,113720,-0.08,8
108/11/06,0.95,0.95,0.88,0.88,347000,325670,-0.05,10
108/11/07,0.88,0.99,0.87,0.95,634000,605990,+0.07,61
108/11/08,0.98,0.98,0.88,0.95,694000,632850,0.00,22
108/11/11,0.87,0.89,0.83,0.84,385000,328190,-0.11,14
108/11/12,0.86,0.86,0.86,0.86,23000,19780,+0.02,2
108/11/13,0.87,0.91,0.87,0.91,44000,39540,+0.05,6
108/11/14,0.93,0.94,0.90,0.91,70000,64320,0.00,8
108/11/15,0.90,0.91,0.88,0.91,99000,89190,0.00,8
108/11/18,0.93,0.96,0.93,0.96,804000,760670,+0.05,80
