108/04/12,---,---,---,---,0,0,---,0
108/04/15,---,---,---,---,0,0,---,0
108/04/16,0.88,0.88,0.86,0.86,117000,102900,+0.01,2
108/04/17,0.91,0.92,0.90,0.92,563000,511330,+0.06,8
108/04/18,0.96,1.18,0.96,1.03,2218000,2371290,+0.11,69
108/04/19,1.07,1.07,0.90,0.92,1858000,1821290,-0.11,64
108/04/22,0.89,0.99,0.89,0.97,1436000,1363860,+0.05,34
108/04/23,0.99,1.00,0.90,1.00,2028000,1954570,+0.03,58
108/04/24,1.00,1.01,0.96,0.98,1179000,1161200,-0.02,61
108/04/25,0.94,1.00,0.92,1.00,190000,182980,+0.02,18
108/04/26,0.85,0.85,0.73,0.74,1739000,1359980,-0.26,72
108/04/29,0.64,0.66,0.56,0.65,1073000,664790,-0.09,46
108/04/30,0.64,0.71,0.64,0.71,548000,372770,+0.06,28
108/05/02,0.70,0.73,0.70,0.73,9000,6420,+0.02,2
108/05/03,0.72,0.76,0.72,0.76,187000,140710,+0.03,8
108/05/06,0.64,0.69,0.62,0.65,326000,214550,-0.11,18
108/05/07,0.68,0.69,0.68,0.68,79000,53820,+0.03,8
108/05/08,0.61,0.71,0.61,0.67,608000,408920,-0.01,20
108/05/09,0.69,0.69,0.59,0.63,200000,122970,-0.04,15
108/05/10,0.62,0.66,0.60,0.66,586000,374520,+0.03,15
108/05/13,0.64,0.66,0.55,0.55,503000,314200,-0.11,23
108/05/14,0.48,0.53,0.48,0.51,455000,235350,-0.04,9
108/05/15,0.53,0.61,0.53,0.61,1093000,636230,+0.10,20
108/05/16,0.55,0.55,0.42,0.42,1192000,590210,-0.19,23
108/05/17,0.44,0.44,0.30,0.30,678000,250260,-0.12,23
108/05/20,0.29,0.31,0.26,0.31,390000,114180,+0.01,15
108/05/21,0.24,0.27,0.24,0.26,839000,215940,-0.05,14
108/05/22,0.30,0.35,0.27,0.28,1040000,309450,+0.02,20
108/05/23,0.23,0.29,0.23,0.29,284000,72720,+0.01,10
108/05/24,0.26,0.29,0.25,0.25,594000,155200,-0.04,9
108/05/27,0.25,0.25,0.23,0.23,30000,7000,-0.02,3
