108/04/10,---,---,---,---,0,0,---,0
108/04/11,1.27,1.29,1.16,1.16,534000,676980,-0.01,6
108/04/12,1.14,1.14,1.01,1.01,632000,687920,-0.15,13
108/04/15,1.09,1.14,1.09,1.12,516000,576140,+0.11,7
108/04/16,1.20,1.21,1.16,1.17,1409000,1662710,+0.05,34
108/04/17,1.22,1.26,1.20,1.24,928000,1127010,+0.07,21
108/04/18,1.35,1.61,1.35,1.41,550000,831230,+0.17,31
108/04/19,1.45,1.46,1.26,1.26,535000,760940,-0.15,41
108/04/22,1.23,1.33,1.23,1.33,347000,433270,+0.07,12
108/04/23,1.33,1.36,1.26,1.35,143000,192430,+0.02,14
108/04/24,1.36,1.39,1.32,1.36,600000,827170,+0.01,24
108/04/25,1.30,1.37,1.24,1.37,901000,1177330,+0.01,36
108/04/26,1.13,1.15,0.99,0.99,483000,531660,-0.38,34
108/04/29,0.86,0.89,0.73,0.89,314000,259020,-0.10,20
108/04/30,0.87,0.95,0.86,0.95,241000,218120,+0.06,8
108/05/02,0.91,0.99,0.91,0.99,343000,324960,+0.04,16
108/05/03,0.98,1.06,0.97,1.06,553000,562730,+0.07,15
108/05/06,0.84,0.92,0.83,0.86,1150000,1025990,-0.20,21
108/05/07,0.93,0.93,0.90,0.92,592000,539090,+0.06,7
108/05/08,0.83,0.93,0.83,0.93,755000,649820,+0.01,13
108/05/09,0.94,0.94,0.80,0.84,979000,853150,-0.09,24
108/05/10,0.86,0.89,0.80,0.89,786000,649800,+0.05,15
108/05/13,0.88,0.89,0.72,0.72,559000,447530,-0.17,18
108/05/14,0.60,0.69,0.60,0.69,385000,243440,-0.03,13
108/05/15,0.74,0.80,0.72,0.80,1131000,856940,+0.11,16
108/05/16,0.73,0.75,0.55,0.55,1122000,771090,-0.25,23
108/05/17,0.54,0.54,0.41,0.42,410000,177000,-0.13,7
108/05/20,0.40,0.40,0.35,0.39,459000,163750,-0.03,5
108/05/21,0.32,0.33,0.31,0.33,499000,163270,-0.06,6
108/05/22,0.39,0.41,0.38,0.40,277000,111550,+0.07,8
108/05/23,0.28,0.34,0.28,0.34,611000,191550,-0.06,15
108/05/24,0.33,0.36,0.33,0.36,414000,146540,+0.02,5
108/05/27,0.30,0.30,0.30,0.30,10000,3000,-0.06,1
108/05/28,0.30,0.30,0.30,0.30,3000,900,0.00,1
108/05/29,0.25,0.31,0.25,0.31,63000,17970,+0.01,3
108/05/30,0.34,0.34,0.32,0.32,41000,13140,+0.01,3
108/05/31,0.37,0.40,0.37,0.40,223000,82540,+0.08,2
108/06/03,0.43,0.43,0.43,0.43,222000,95460,+0.03,1
108/06/04,0.46,0.49,0.46,0.46,317000,153820,+0.03,9
108/06/05,0.50,0.50,0.42,0.42,317000,144690,-0.04,6
108/06/06,0.39,0.39,0.36,0.36,348000,135120,-0.06,3
108/06/10,0.38,0.44,0.37,0.44,569000,234860,+0.08,8
108/06/11,0.46,0.50,0.46,0.49,711000,345540,+0.05,8
108/06/12,0.51,0.51,0.49,0.50,1040000,519660,+0.01,4
108/06/13,0.51,0.51,0.50,0.50,505000,257480,0.00,2
108/06/14,0.47,0.47,0.43,0.43,56000,26120,-0.07,3
108/06/17,0.38,0.41,0.38,0.41,488000,185740,-0.02,4
108/06/18,0.47,0.47,0.47,0.47,488000,229360,+0.06,7
108/06/19,0.55,0.63,0.55,0.63,199000,116800,+0.16,4
108/06/20,0.62,0.62,0.62,0.62,49000,30380,-0.01,1
108/06/21,0.68,0.68,0.68,0.68,54000,36720,+0.06,2
108/06/24,0.58,0.58,0.56,0.56,54000,30340,-0.12,2
108/06/25,---,---,---,---,0,0,---,0
108/06/26,0.57,0.61,0.57,0.61,518000,304710,+0.04,15
108/06/27,0.60,0.60,0.59,0.59,49000,29110,-0.02,3
108/06/28,0.57,0.57,0.57,0.57,49000,27930,-0.02,1
108/07/01,0.75,0.77,0.74,0.74,616000,465600,+0.17,22
108/07/02,0.85,0.85,0.80,0.85,41000,34200,+0.11,5
108/07/03,0.84,0.84,0.74,0.83,41000,32040,-0.02,9
108/07/04,0.98,0.98,0.90,0.90,35000,33400,+0.07,4
108/07/05,0.93,0.93,0.92,0.92,60000,55400,+0.02,3
108/07/08,0.80,0.80,0.80,0.80,5000,4000,-0.12,1
108/07/09,0.85,0.85,0.85,0.85,5000,4250,+0.05,1
108/07/10,---,---,---,---,0,0,---,0
108/07/11,0.98,0.98,0.98,0.98,26000,25480,+0.10,2
108/07/12,---,---,---,---,0,0,---,0
108/07/15,0.85,0.88,0.85,0.88,195000,171000,+0.04,3
108/07/16,0.88,0.90,0.88,0.89,175000,154470,+0.01,6
108/07/17,0.83,0.95,0.83,0.94,153000,138420,+0.05,8
108/07/18,0.93,0.93,0.90,0.90,87000,79300,-0.04,7
108/07/19,1.06,1.08,1.04,1.06,1590000,1695170,+0.16,29
108/07/22,1.11,1.51,1.08,1.50,1773000,2000340,+0.44,54
108/07/23,1.69,1.74,1.53,1.56,297000,488800,+0.06,26
108/07/24,1.66,1.82,1.65,1.82,198000,338980,+0.26,26
108/07/25,1.82,1.82,1.74,1.78,87000,154680,-0.04,14
108/07/26,1.69,1.83,1.65,1.83,263000,457770,+0.05,8
108/07/29,1.77,1.77,1.61,1.61,252000,431570,-0.22,10
108/07/30,1.67,1.67,1.49,1.49,32000,49480,-0.12,3
108/07/31,1.67,1.67,1.56,1.63,58000,93880,+0.14,6
108/08/01,1.58,1.65,1.56,1.65,47000,73610,+0.02,5
108/08/02,1.39,1.43,1.39,1.43,15000,21050,-0.22,3
108/08/05,1.24,1.32,1.24,1.32,15000,18850,-0.11,3
108/08/06,1.13,1.16,1.13,1.16,2000,2290,-0.16,2
108/08/07,1.49,1.49,1.49,1.49,1000,1490,+0.33,1
108/08/08,---,---,---,---,0,0,---,0
108/08/12,1.71,1.71,1.49,1.52,16000,24360,-0.14,4
108/08/13,1.49,1.49,1.34,1.34,37000,52890,-0.18,6
108/08/14,1.56,1.64,1.49,1.49,65000,104150,+0.15,6
108/08/15,1.26,1.28,1.23,1.26,98000,123070,-0.23,8
108/08/16,1.34,1.41,1.32,1.33,69000,92750,+0.07,11
108/08/19,1.46,1.48,1.43,1.48,226000,329940,+0.15,7
108/08/20,1.56,1.63,1.47,1.47,251000,398910,-0.01,13
108/08/21,1.45,1.54,1.45,1.54,33000,48930,+0.07,3
108/08/22,1.53,1.53,1.38,1.38,17000,25160,-0.16,4
108/08/23,1.35,1.35,1.21,1.35,14000,18200,-0.03,5
108/08/26,1.19,1.27,1.19,1.27,118000,141510,-0.08,3
108/08/27,1.35,1.35,1.20,1.20,17000,21240,-0.07,7
108/08/28,1.10,1.10,0.98,1.04,106000,110920,-0.16,6
108/08/29,1.00,1.09,1.00,1.09,35000,35700,+0.05,5
108/08/30,1.16,1.16,1.16,1.16,3000,3480,+0.07,1
108/09/02,1.06,1.08,1.04,1.08,25000,26450,-0.08,5
108/09/03,1.17,1.26,1.17,1.26,18000,22260,+0.18,4
108/09/04,1.18,1.25,1.18,1.24,242000,291800,-0.02,5
108/09/05,1.46,1.50,1.27,1.27,154000,215320,+0.03,9
108/09/06,1.25,1.25,1.18,1.18,23000,27970,-0.09,5
108/09/09,1.22,1.22,1.07,1.07,271000,292890,-0.11,9
108/09/10,1.00,1.00,0.92,0.92,60000,56200,-0.15,8
108/09/11,1.03,1.03,1.03,1.03,87000,89610,+0.11,1
108/09/12,1.11,1.15,1.11,1.15,152000,172500,+0.12,3
108/09/16,0.99,0.99,0.99,0.99,81000,80190,-0.16,1
108/09/17,1.14,1.18,1.11,1.17,460000,531450,+0.18,19
108/09/18,1.28,1.61,1.28,1.61,972000,1373580,+0.44,44
