107/07/11,---,---,---,---,0,0,---,0
107/07/12,0.79,0.82,0.79,0.82,126000,100190,+0.02,11
107/07/13,0.79,0.81,0.79,0.79,441000,349220,-0.03,14
107/07/16,0.79,0.79,0.72,0.76,213000,158090,-0.03,18
107/07/17,0.76,0.77,0.75,0.77,480000,363510,+0.01,14
107/07/18,0.74,0.74,0.69,0.70,530000,376030,-0.07,23
107/07/19,0.70,0.73,0.69,0.71,267000,188590,+0.01,14
107/07/20,0.69,0.73,0.69,0.73,452000,322350,+0.02,11
107/07/23,0.72,0.77,0.70,0.71,461000,340370,-0.02,27
107/07/24,0.70,0.72,0.67,0.68,483000,335690,-0.03,26
107/07/25,0.68,0.69,0.64,0.69,1001000,668970,+0.01,31
107/07/26,0.66,0.67,0.64,0.67,822000,537770,-0.02,40
107/07/27,0.67,0.67,0.66,0.67,1209000,809930,0.00,24
107/07/30,0.65,0.71,0.65,0.70,834000,580930,+0.03,37
107/07/31,0.72,0.74,0.66,0.68,1319000,902200,-0.02,50
107/08/01,0.64,0.66,0.63,0.64,531000,340740,-0.04,19
107/08/02,0.64,0.65,0.61,0.63,2792000,1751480,-0.01,50
107/08/03,0.61,0.61,0.58,0.59,2473000,1478530,-0.04,51
107/08/06,0.59,0.59,0.48,0.49,2466000,1278910,-0.10,78
107/08/07,0.51,0.53,0.50,0.53,2835000,1452230,+0.04,93
107/08/08,0.51,0.58,0.51,0.56,2247000,1219670,+0.03,81
107/08/09,0.55,0.58,0.52,0.54,2000000,1092090,-0.02,59
107/08/10,0.53,0.56,0.53,0.56,1249000,681150,+0.02,40
107/08/13,0.58,0.62,0.57,0.61,1010000,592090,+0.05,57
107/08/14,0.61,0.69,0.59,0.62,2589000,1668480,+0.01,86
107/08/15,0.62,0.65,0.62,0.65,1057000,667830,+0.03,40
107/08/16,0.67,0.71,0.61,0.63,1901000,1243720,-0.02,57
107/08/17,0.62,0.63,0.59,0.63,454000,278630,0.00,28
107/08/20,0.63,0.63,0.58,0.60,446000,268740,-0.03,24
107/08/21,0.62,0.62,0.52,0.53,793000,426730,-0.07,42
107/08/22,0.52,0.55,0.50,0.55,1853000,969920,+0.02,65
107/08/23,0.56,0.57,0.53,0.55,1349000,734820,0.00,48
107/08/24,0.55,0.57,0.53,0.55,469000,254210,0.00,35
107/08/27,0.51,0.54,0.51,0.54,470000,247470,-0.01,26
107/08/28,0.52,0.55,0.52,0.54,639000,339320,0.00,30
107/08/29,0.54,0.56,0.53,0.56,664000,361230,+0.02,33
107/08/30,0.55,0.56,0.46,0.47,2639000,1322310,-0.09,90
107/08/31,0.48,0.49,0.45,0.48,1018000,479640,+0.01,38
