106/09/25,0.88,0.89,0.84,0.84,826000,703390,0.00,13
106/09/26,0.77,0.77,0.77,0.77,25000,19250,-0.07,2
106/09/27,0.70,0.70,0.70,0.70,5000,3500,-0.07,1
106/09/28,0.64,0.64,0.64,0.64,50000,32000,-0.06,1
106/09/29,0.67,0.74,0.67,0.74,55000,37200,+0.10,2
106/09/30,0.80,0.80,0.80,0.80,20000,16000,+0.06,1
106/10/02,0.84,0.90,0.84,0.87,119000,100680,+0.07,3
106/10/03,0.89,0.92,0.88,0.88,283000,255360,+0.01,9
106/10/05,0.86,0.89,0.86,0.89,278000,242820,+0.01,7
106/10/06,0.89,0.89,0.87,0.87,27000,23790,-0.02,2
106/10/11,0.89,0.89,0.76,0.76,24000,19540,-0.11,2
106/10/12,0.71,0.71,0.70,0.70,43000,30200,-0.06,2
106/10/13,---,---,---,---,0,0,---,0
106/10/16,0.74,0.74,0.74,0.74,100000,74000,+0.04,5
106/10/17,0.75,0.79,0.75,0.77,125000,95550,+0.03,7
106/10/18,---,---,---,---,0,0,---,0
106/10/19,0.87,0.87,0.84,0.84,240000,202300,+0.02,17
106/10/20,0.86,0.86,0.86,0.86,10000,8600,+0.02,1
106/10/23,0.87,0.87,0.87,0.87,5000,4350,+0.01,1
106/10/24,0.84,0.84,0.84,0.84,10000,8400,-0.03,1
106/10/25,0.81,0.81,0.75,0.79,188000,149300,-0.05,16
106/10/26,0.75,0.75,0.75,0.75,2000,1500,-0.04,1
106/10/27,0.66,0.69,0.66,0.69,33000,22380,-0.06,3
106/10/30,0.67,0.67,0.67,0.67,2000,1340,-0.02,2
106/10/31,0.54,0.54,0.54,0.54,19000,10260,-0.13,1
106/11/01,---,---,---,---,0,0,---,0
106/11/02,---,---,---,---,0,0,---,0
106/11/03,---,---,---,---,0,0,---,0
106/11/06,---,---,---,---,0,0,---,0
106/11/07,---,---,---,---,0,0,---,0
106/11/08,---,---,---,---,0,0,---,0
106/11/09,---,---,---,---,0,0,---,0
106/11/10,0.62,0.62,0.62,0.62,20000,12400,-0.07,1
106/11/13,---,---,---,---,0,0,---,0
106/11/14,---,---,---,---,0,0,---,0
