106/09/25,0.60,0.60,0.56,0.57,140000,79700,-0.08,6
106/09/26,---,---,---,---,0,0,---,0
106/09/27,0.56,0.58,0.55,0.55,514000,285840,0.00,6
106/09/28,0.58,0.58,0.54,0.54,196000,111070,-0.01,6
106/09/29,0.50,0.50,0.49,0.50,40000,19950,-0.04,3
106/09/30,0.50,0.51,0.50,0.51,25000,12550,+0.01,3
106/10/02,---,---,---,---,0,0,---,0
106/10/03,0.53,0.55,0.53,0.53,188000,100460,-0.01,4
106/10/05,0.50,0.52,0.50,0.52,120000,60400,-0.01,5
106/10/06,0.53,0.53,0.52,0.52,98000,51840,0.00,2
106/10/11,---,---,---,---,0,0,---,0
106/10/12,0.57,0.60,0.57,0.60,172000,100370,+0.08,7
106/10/13,0.58,0.62,0.57,0.62,170000,99100,+0.02,4
106/10/16,---,---,---,---,0,0,---,0
106/10/17,---,---,---,---,0,0,---,0
106/10/18,---,---,---,---,0,0,---,0
106/10/19,0.61,0.66,0.61,0.65,529000,333560,+0.07,17
106/10/20,0.65,0.65,0.63,0.64,404000,259130,-0.01,17
106/10/23,0.66,0.67,0.65,0.67,149000,98130,+0.03,4
106/10/24,0.68,0.71,0.68,0.70,503000,348670,+0.03,20
106/10/25,0.72,0.72,0.67,0.67,470000,330410,-0.03,20
106/10/26,0.65,0.69,0.65,0.68,219000,150170,+0.01,9
106/10/27,0.68,0.69,0.64,0.64,317000,211510,-0.04,8
106/10/30,0.63,0.63,0.56,0.62,250000,148700,-0.02,6
106/10/31,0.65,0.75,0.65,0.70,1205000,845000,+0.08,42
106/11/01,0.68,0.71,0.66,0.69,995000,685740,-0.01,40
106/11/02,0.65,0.65,0.62,0.63,277000,179260,-0.06,8
106/11/03,0.64,0.67,0.64,0.67,46000,29590,+0.04,3
106/11/06,0.72,0.75,0.70,0.71,664000,481610,+0.04,20
106/11/07,0.68,0.68,0.65,0.66,385000,255690,-0.05,13
106/11/08,0.68,0.72,0.68,0.72,129000,90980,+0.06,6
106/11/09,0.63,0.64,0.56,0.56,571000,353780,-0.16,15
106/11/10,0.53,0.59,0.53,0.59,209000,116710,+0.03,6
106/11/13,0.61,0.61,0.54,0.54,124000,74110,-0.05,5
106/11/14,---,---,---,---,0,0,---,0
106/11/15,0.48,0.48,0.48,0.48,3000,1440,-0.03,1
106/11/16,---,---,---,---,0,0,---,0
106/11/17,0.50,0.50,0.50,0.50,200000,100000,+0.02,2
106/11/20,---,---,---,---,0,0,---,0
106/11/21,0.45,0.45,0.45,0.45,10000,4500,-0.02,1
106/11/22,0.46,0.46,0.46,0.46,100000,46000,+0.01,1
106/11/23,0.44,0.44,0.44,0.44,10000,4400,-0.02,1
106/11/24,0.44,0.44,0.44,0.44,100000,44000,0.00,1
106/11/27,0.44,0.44,0.43,0.43,100000,43460,-0.01,3
106/11/28,---,---,---,---,0,0,---,0
106/11/29,---,---,---,---,0,0,---,0
106/11/30,0.36,0.36,0.35,0.35,44000,15740,-0.03,3
106/12/01,0.38,0.38,0.38,0.38,100000,38000,+0.03,1
106/12/04,0.37,0.37,0.36,0.36,105000,38450,-0.02,5
106/12/05,---,---,---,---,0,0,---,0
106/12/06,---,---,---,---,0,0,---,0
106/12/07,0.36,0.47,0.36,0.41,685000,281600,+0.06,14
106/12/08,0.47,0.48,0.34,0.38,775000,346750,-0.03,25
106/12/11,0.33,0.33,0.33,0.33,190000,62700,-0.05,2
106/12/12,0.33,0.33,0.33,0.33,20000,6600,0.00,2
106/12/13,0.37,0.40,0.37,0.39,330000,128100,+0.06,4
106/12/14,0.45,0.60,0.45,0.50,1082000,555100,+0.11,33
106/12/15,0.49,0.51,0.44,0.48,682000,320640,-0.02,21
106/12/18,0.45,0.54,0.45,0.50,70000,34300,+0.02,3
106/12/19,---,---,---,---,0,0,---,0
106/12/20,---,---,---,---,0,0,---,0
106/12/21,0.43,0.43,0.43,0.43,100000,43000,-0.07,1
