106/09/25,0.02,0.02,0.02,0.02,35000,700,0.00,2
106/09/26,---,---,---,---,0,0,---,0
106/09/27,---,---,---,---,0,0,---,0
106/09/28,0.01,0.01,0.01,0.01,125000,1250,-0.01,3
106/09/29,0.01,0.01,0.01,0.01,5000,50,0.00,1
106/09/30,0.01,0.01,0.01,0.01,55000,550,0.00,6
106/10/02,---,---,---,---,0,0,---,0
106/10/03,0.01,0.01,0.01,0.01,140000,1400,0.00,3
106/10/05,0.01,0.01,0.01,0.01,160000,1600,0.00,7
106/10/06,0.01,0.01,0.01,0.01,88000,880,0.00,3
106/10/11,0.01,0.01,0.01,0.01,380000,3800,0.00,3
106/10/12,0.01,0.02,0.01,0.01,697000,6990,0.00,7
106/10/13,0.01,0.01,0.01,0.01,32000,320,0.00,2
106/10/16,0.01,0.01,0.01,0.01,152000,1520,0.00,3
106/10/17,0.01,0.01,0.01,0.01,61000,610,0.00,3
106/10/18,0.01,0.01,0.01,0.01,257000,2570,0.00,4
