106/09/25,1.21,1.27,1.19,1.20,29000,35590,0.00,13
106/09/26,0.97,0.97,0.86,0.86,2000,1830,-0.34,2
106/09/27,---,---,---,---,0,0,---,0
106/09/28,---,---,---,---,0,0,---,0
106/09/29,0.85,0.85,0.85,0.85,1000,850,-0.12,1
106/09/30,---,---,---,---,0,0,---,0
106/10/02,1.10,1.10,1.10,1.10,3000,3300,+0.20,2
106/10/03,---,---,---,---,0,0,---,0
106/10/05,1.25,1.25,1.25,1.25,11000,13750,+0.15,1
106/10/06,1.60,1.60,1.60,1.60,11000,17600,+0.35,1
106/10/11,---,---,---,---,0,0,---,0
106/10/12,1.31,1.31,1.31,1.31,7000,9170,+0.10,1
106/10/13,1.25,1.25,1.25,1.25,7000,8750,-0.06,1
106/10/16,---,---,---,---,0,0,---,0
106/10/17,---,---,---,---,0,0,---,0
106/10/18,---,---,---,---,0,0,---,0
106/10/19,---,---,---,---,0,0,---,0
106/10/20,---,---,---,---,0,0,---,0
106/10/23,---,---,---,---,0,0,---,0
106/10/24,---,---,---,---,0,0,---,0
106/10/25,---,---,---,---,0,0,---,0
106/10/26,0.90,0.90,0.90,0.90,10000,9000,-0.14,1
106/10/27,---,---,---,---,0,0,---,0
106/10/30,---,---,---,---,0,0,---,0
106/10/31,---,---,---,---,0,0,---,0
106/11/01,0.80,0.80,0.80,0.80,10000,8000,+0.14,1
106/11/02,0.68,0.68,0.68,0.68,10000,6800,-0.12,1
106/11/03,0.60,0.60,0.60,0.60,10000,6000,-0.08,1
106/11/06,---,---,---,---,0,0,---,0
106/11/07,0.48,0.48,0.48,0.48,10000,4800,-0.13,1
106/11/08,---,---,---,---,0,0,---,0
106/11/09,---,---,---,---,0,0,---,0
106/11/10,---,---,---,---,0,0,---,0
106/11/13,---,---,---,---,0,0,---,0
106/11/14,---,---,---,---,0,0,---,0
106/11/15,---,---,---,---,0,0,---,0
106/11/16,---,---,---,---,0,0,---,0
106/11/17,---,---,---,---,0,0,---,0
106/11/20,---,---,---,---,0,0,---,0
